GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0044265~cellular macromolecule catabolic process,15,0.793834052,"4189, 8313, 51191, 1191, 10613, 80176, 1047, 51013, 2332, 51434, 5699, 6039, 8635, 51548, 11337",291,0.890996441
GO:0000209~protein polyubiquitination,4,0.829252051,"51434, 5699, 85363, 11337",291,0.888413842
GO:0006914~autophagy,7,0.836814942,"411, 22926, 7855, 3394, 85363, 11337, 1191",291,0.845204624
GO:0032446~protein modification by small protein conjugation,9,0.974504289,"80176, 1840, 51588, 51434, 5699, 51191, 85363, 11337, 1191",291,0.633807436
GO:0016567~protein ubiquitination,8,0.977148233,"80176, 1840, 51434, 5699, 51191, 85363, 11337, 1191",291,0.613477457
GO:0070647~protein modification by small protein conjugation or removal,10,0.985851238,"80176, 1840, 51588, 51434, 5699, 51191, 55593, 85363, 11337, 1191",291,0.604817256
GO:0010614~negative regulation of cardiac muscle hypertrophy,3,0.101392858,"7132, 7133, 5468",291,5.534077892
GO:0014741~negative regulation of muscle hypertrophy,3,0.111001052,"7132, 7133, 5468",291,5.242810635
GO:0010611~regulation of cardiac muscle hypertrophy,3,0.27738372,"7132, 7133, 5468",291,2.887344987
GO:0014743~regulation of muscle hypertrophy,3,0.294074397,"7132, 7133, 5468",291,2.767038946
GO:0043502~regulation of muscle adaptation,3,0.433894381,"7132, 7133, 5468",291,2.032926573
GO:0003300~cardiac muscle hypertrophy,3,0.433894381,"7132, 7133, 5468",291,2.032926573
GO:0014897~striated muscle hypertrophy,3,0.449137673,"7132, 7133, 5468",291,1.972542615
GO:0014896~muscle hypertrophy,3,0.464147598,"7132, 7133, 5468",291,1.915642347
GO:0043500~muscle adaptation,3,0.557686688,"7132, 7133, 5468",291,1.606667775
GO:0090257~regulation of muscle system process,3,0.906508515,"7132, 7133, 5468",291,0.760407649
GO:0003012~muscle system process,5,0.9188057,"7132, 7133, 9456, 5468, 7170",291,0.718711415
GO:0030203~glycosaminoglycan metabolic process,5,0.162464783,"51363, 79369, 55501, 2683, 3699",291,2.354926763
GO:0006024~glycosaminoglycan biosynthetic process,4,0.167620112,"51363, 79369, 55501, 2683",291,2.825912115
GO:0006023~aminoglycan biosynthetic process,4,0.18246807,"51363, 79369, 55501, 2683",291,2.710568764
GO:1903510~mucopolysaccharide metabolic process,4,0.18246807,"51363, 79369, 55501, 3699",291,2.710568764
GO:0006022~aminoglycan metabolic process,5,0.195100496,"51363, 79369, 55501, 2683, 3699",291,2.184504431
GO:0009100~glycoprotein metabolic process,10,0.223296001,"23071, 9452, 51363, 64772, 79369, 55501, 325, 28, 2683, 51548",291,1.499073018
GO:0009101~glycoprotein biosynthetic process,7,0.456693823,"9452, 51363, 79369, 55501, 28, 2683, 51548",291,1.291284842
GO:0044272~sulfur compound biosynthetic process,3,0.74701631,"51363, 79369, 55501",291,1.125575165
GO:0006486~protein glycosylation,4,0.758191526,"79369, 28, 2683, 51548",291,1.010021821
GO:0043413~macromolecule glycosylation,4,0.758191526,"79369, 28, 2683, 51548",291,1.010021821
GO:0070085~glycosylation,4,0.792314132,"79369, 28, 2683, 51548",291,0.952099422
GO:1901137~carbohydrate derivative biosynthetic process,10,0.816462837,"9452, 9551, 4907, 51363, 79369, 55501, 28, 2683, 51548, 4879",291,0.866957372
GO:0006790~sulfur compound metabolic process,5,0.848406248,"64174, 6819, 51363, 79369, 55501",291,0.83849665
GO:0060341~regulation of cellular localization,21,0.109511817,"23625, 89780, 4283, 7037, 7422, 91461, 3936, 27253, 347, 1001, 117, 56246, 2332, 7855, 4038, 636, 5468, 3689, 51548, 3965, 5925",291,1.408674373
GO:0033036~macromolecule localization,52,0.277299788,"9388, 129685, 6432, 636, 319, 718, 5195, 7132, 6288, 84947, 3172, 1191, 483, 3929, 402, 5468, 252839, 3689, 140606, 23625, 5360, 7422, 8313, 3936, 10516, 51341, 84268, 79955, 2167, 7855, 51548, 26092, 4869, 4481, 89780, 7037, 64101, 9456, 91461, 3625, 1645, 1401, 347, 2695, 2332, 56246, 5764, 4038, 10961, 10960, 11337, 5925",291,1.105044674
GO:0051641~cellular localization,48,0.521193495,"23625, 129685, 7422, 8313, 2922, 2669, 3936, 10516, 51341, 84268, 79955, 117, 6348, 7855, 636, 51548, 26092, 4869, 5195, 7132, 4481, 89780, 4283, 9551, 7037, 6563, 64101, 91461, 84947, 94033, 483, 1191, 27253, 402, 347, 2332, 1001, 56246, 5764, 4038, 5468, 10961, 3689, 10960, 3965, 11337, 5627, 5925",291,1.019062937
GO:0008104~protein localization,41,0.557230623,"23625, 129685, 7422, 8313, 3936, 10516, 51341, 84268, 79955, 7855, 636, 51548, 26092, 4869, 5195, 7132, 4481, 89780, 7037, 6288, 64101, 9456, 91461, 3172, 483, 1191, 3625, 402, 347, 2695, 2332, 56246, 5764, 4038, 5468, 252839, 10961, 3689, 10960, 11337, 5925",291,1.009928161
GO:0042886~amide transport,27,0.736167912,"23625, 5360, 2922, 3936, 2348, 84268, 7855, 51548, 4869, 5195, 4481, 7037, 6288, 6563, 91461, 3172, 1191, 3625, 347, 2695, 2332, 5468, 252839, 10961, 3689, 10960, 11337",291,0.935337109
GO:0071705~nitrogen compound transport,31,0.782523561,"23625, 5360, 6432, 2922, 3936, 2348, 1378, 84268, 7855, 51548, 6948, 4869, 5195, 4481, 7037, 6288, 6563, 91461, 3172, 1191, 28968, 3625, 347, 2695, 2332, 5468, 252839, 10961, 3689, 10960, 11337",291,0.914561073
GO:0015833~peptide transport,24,0.87378129,"23625, 5195, 4481, 7037, 6288, 91461, 3172, 1191, 2922, 3936, 3625, 84268, 347, 2695, 2332, 7855, 5468, 252839, 3689, 10961, 51548, 10960, 11337, 4869",291,0.848676482
GO:0051649~establishment of localization in cell,30,0.874445688,"23625, 2922, 2669, 3936, 84268, 79955, 117, 6348, 7855, 636, 51548, 4869, 5195, 4481, 89780, 4283, 9551, 6563, 84947, 1191, 347, 2332, 1001, 5468, 10961, 3689, 10960, 3965, 11337, 5627",291,0.860219362
GO:0046907~intracellular transport,23,0.88063657,"23625, 5195, 89780, 9551, 84947, 1191, 2922, 3936, 84268, 347, 1001, 2332, 7855, 636, 5468, 3689, 10961, 51548, 10960, 3965, 11337, 5627, 4869",291,0.841082323
GO:0015031~protein transport,23,0.88411839,"23625, 5195, 4481, 7037, 6288, 91461, 3172, 1191, 3936, 3625, 84268, 347, 2695, 2332, 7855, 5468, 252839, 3689, 10961, 51548, 10960, 11337, 4869",291,0.838312568
GO:0045184~establishment of protein localization,24,0.908486479,"23625, 5195, 4481, 7037, 6288, 91461, 3172, 1191, 3936, 3625, 84268, 79955, 347, 2695, 2332, 7855, 5468, 252839, 3689, 10961, 51548, 10960, 11337, 4869",291,0.820285349
GO:0006109~regulation of carbohydrate metabolic process,5,0.359875797,"51341, 402, 117, 51548, 3481",291,1.65196355
GO:0043255~regulation of carbohydrate biosynthetic process,3,0.474019909,"117, 51548, 3481",291,1.879498152
GO:0010675~regulation of cellular carbohydrate metabolic process,3,0.720668281,"117, 51548, 3481",291,1.185873834
GO:0014070~response to organic cyclic compound,22,0.064415294,"8289, 4481, 5069, 9456, 7412, 8313, 1191, 285, 3625, 2348, 144233, 4907, 2796, 51341, 567, 2695, 117, 90, 6348, 5468, 4327, 4869",291,1.49081282
GO:0009725~response to hormone,18,0.161056714,"8289, 7076, 5069, 8313, 3481, 51052, 5618, 3625, 1645, 2796, 51341, 2695, 90, 5468, 51237, 4327, 717, 5925",291,1.375559062
GO:0009719~response to endogenous stimulus,31,0.247331944,"23625, 25805, 5069, 8313, 3481, 5618, 2348, 80326, 4907, 51341, 90, 5654, 4920, 4327, 717, 8289, 7076, 6863, 6423, 9456, 7412, 51052, 3625, 1645, 2796, 567, 2695, 5468, 51237, 3689, 5925",291,1.176386843
GO:1900076~regulation of cellular response to insulin stimulus,3,0.365435762,"5468, 51237, 3481",291,2.343844754
GO:0032868~response to insulin,6,0.414472735,"51052, 3625, 5468, 51237, 3481, 5925",291,1.428149134
GO:0032869~cellular response to insulin stimulus,5,0.415131908,"3625, 5468, 51237, 3481, 5925",291,1.54439383
GO:0032870~cellular response to hormone stimulus,11,0.464982042,"5618, 8289, 3625, 1645, 51341, 8313, 90, 5468, 51237, 3481, 5925",291,1.168797251
GO:0043434~response to peptide hormone,8,0.47896931,"51052, 7076, 3625, 2695, 5468, 51237, 3481, 5925",291,1.221313742
GO:1901652~response to peptide,9,0.533673827,"51052, 7076, 3625, 7412, 2695, 5468, 51237, 3481, 5925",291,1.138438881
GO:1901698~response to nitrogen compound,17,0.554897248,"7076, 9456, 7412, 3481, 51052, 3625, 2348, 144233, 4907, 567, 2695, 2332, 5468, 51237, 4327, 4869, 5925",291,1.047265204
GO:0010243~response to organonitrogen compound,14,0.629589769,"7076, 9456, 7412, 3481, 51052, 3625, 2348, 4907, 567, 2695, 5468, 51237, 4327, 5925",291,1.009473492
GO:1901699~cellular response to nitrogen compound,11,0.673560002,"3625, 2348, 144233, 567, 7412, 2332, 5468, 51237, 3481, 4869, 5925",291,0.98983507
GO:1901653~cellular response to peptide,6,0.684171814,"3625, 7412, 5468, 51237, 3481, 5925",291,1.040348847
GO:0071375~cellular response to peptide hormone stimulus,5,0.696424462,"3625, 5468, 51237, 3481, 5925",291,1.057467113
GO:0071417~cellular response to organonitrogen compound,8,0.810674719,"3625, 2348, 567, 7412, 5468, 51237, 3481, 5925",291,0.873801772
GO:0042592~homeostatic process,39,0.0843862,"9388, 7422, 27, 28514, 80739, 2204, 355, 4907, 3512, 51341, 117, 2167, 6348, 11167, 51548, 4602, 8740, 4283, 7037, 6288, 6346, 6863, 6368, 9456, 94033, 3172, 483, 51052, 23071, 1645, 284207, 567, 2695, 1001, 5468, 252839, 3965, 4879, 5925",291,1.283423416
GO:0048878~chemical homeostasis,24,0.250991278,"9388, 4283, 7037, 7422, 6288, 27, 6368, 6346, 6863, 9456, 3172, 94033, 483, 1645, 4907, 567, 2695, 117, 2167, 6348, 5468, 252839, 51548, 4879",291,1.211105192
GO:0050801~ion homeostasis,17,0.295005491,"9388, 4283, 7037, 6288, 27, 6368, 6346, 6863, 3172, 94033, 483, 4907, 567, 117, 6348, 252839, 4879",291,1.240606473
GO:0055065~metal ion homeostasis,14,0.311391167,"4283, 7037, 6288, 27, 6368, 6346, 6863, 94033, 483, 4907, 567, 117, 6348, 4879",291,1.26493209
GO:0055080~cation homeostasis,15,0.347021181,"4283, 7037, 6288, 27, 6368, 6346, 6863, 94033, 483, 4907, 567, 117, 6348, 252839, 4879",291,1.216280855
GO:0098771~inorganic ion homeostasis,15,0.372703443,"4283, 7037, 6288, 27, 6368, 6346, 6863, 94033, 483, 4907, 567, 117, 6348, 252839, 4879",291,1.192974875
GO:0006875~cellular metal ion homeostasis,12,0.385440712,"4283, 7037, 6288, 27, 6368, 567, 6346, 6863, 117, 6348, 94033, 483",291,1.226011102
GO:0030003~cellular cation homeostasis,13,0.424013761,"4283, 7037, 6288, 27, 6368, 6346, 6863, 94033, 483, 567, 117, 6348, 252839",291,1.174579798
GO:0006873~cellular ion homeostasis,13,0.460144161,"4283, 7037, 6288, 27, 6368, 6346, 6863, 94033, 483, 567, 117, 6348, 252839",291,1.148026797
GO:0007204~positive regulation of cytosolic calcium ion concentration,7,0.460229011,"4283, 6288, 27, 6346, 6863, 117, 6348",291,1.273596008
GO:0055074~calcium ion homeostasis,9,0.545530037,"4283, 4907, 6288, 27, 6368, 6346, 6863, 117, 6348",291,1.125575165
GO:0051480~regulation of cytosolic calcium ion concentration,7,0.569797541,"4283, 6288, 27, 6346, 6863, 117, 6348",291,1.147808748
GO:0072507~divalent inorganic cation homeostasis,9,0.639389952,"4283, 4907, 6288, 27, 6368, 6346, 6863, 117, 6348",291,1.035841269
GO:0006874~cellular calcium ion homeostasis,8,0.649076064,"4283, 6288, 27, 6368, 6346, 6863, 117, 6348",291,1.039670211
GO:0055082~cellular chemical homeostasis,13,0.703433534,"4283, 7037, 6288, 27, 6368, 6346, 6863, 94033, 483, 567, 117, 6348, 252839",291,0.959240168
GO:0072503~cellular divalent inorganic cation homeostasis,8,0.720526567,"4283, 6288, 27, 6368, 6346, 6863, 117, 6348",291,0.96770761
GO:0019725~cellular homeostasis,14,0.756316828,"4283, 7037, 6288, 27, 6368, 6346, 6863, 94033, 483, 23071, 567, 117, 6348, 252839",291,0.918700678
GO:2000021~regulation of ion homeostasis,5,0.519273716,"4283, 567, 117, 6348, 4879",291,1.338889813
GO:0032844~regulation of homeostatic process,9,0.530419884,"4283, 2204, 7037, 567, 117, 6348, 51548, 3965, 4879",291,1.131970478
GO:0043933~macromolecular complex subunit organization,40,0.150744475,"9388, 5360, 129685, 7422, 10907, 3084, 5618, 3936, 355, 201161, 3512, 3135, 5699, 735, 636, 51548, 284252, 340267, 4869, 5195, 8289, 89780, 26609, 7037, 6423, 6247, 9456, 1191, 3567, 1047, 325, 402, 567, 2332, 6834, 252839, 51237, 9508, 1306, 5925",291,1.209634512
GO:0031334~positive regulation of protein complex assembly,8,0.21368467,"3936, 129685, 7037, 7422, 3567, 402, 3084, 1191",291,1.644803336
GO:0071822~protein complex subunit organization,26,0.23810466,"129685, 7422, 3084, 5618, 3936, 3135, 735, 284252, 340267, 5195, 89780, 7037, 6423, 6247, 9456, 1191, 3567, 325, 402, 567, 6834, 252839, 51237, 9508, 1306, 5925",291,1.208280128
GO:0065003~macromolecular complex assembly,32,0.356274086,"129685, 7422, 10907, 3084, 5618, 3936, 355, 201161, 3512, 3135, 5699, 735, 636, 51548, 284252, 4869, 5195, 89780, 26609, 7037, 6247, 9456, 1191, 3567, 1047, 325, 402, 567, 2332, 6834, 252839, 51237",291,1.109126258
GO:0044087~regulation of cellular component biogenesis,19,0.418084881,"89780, 129685, 7037, 7422, 7058, 8995, 26228, 3084, 1191, 145581, 3936, 3567, 402, 347, 2332, 7855, 78999, 4869, 5925",291,1.129605872
GO:0070271~protein complex biogenesis,20,0.496458202,"89780, 129685, 7037, 7422, 6247, 9456, 3084, 1191, 5618, 3936, 3567, 325, 402, 567, 3135, 735, 6834, 252839, 51237, 284252",291,1.069387032
GO:0006461~protein complex assembly,20,0.496458202,"89780, 129685, 7037, 7422, 6247, 9456, 3084, 1191, 5618, 3936, 3567, 325, 402, 567, 3135, 735, 6834, 252839, 51237, 284252",291,1.069387032
GO:0022607~cellular component assembly,50,0.562880936,"129685, 3084, 79770, 5618, 355, 3512, 201161, 5699, 636, 284252, 5195, 26609, 7058, 6247, 23654, 1191, 145581, 27253, 3567, 402, 567, 325, 78999, 6834, 252839, 7422, 10907, 93099, 3936, 10516, 53841, 3135, 7855, 735, 51548, 4869, 89780, 7037, 64101, 9456, 26228, 1047, 347, 2332, 3909, 1001, 4038, 51237, 11337, 5925",291,1.004369853
GO:0043254~regulation of protein complex assembly,9,0.566791083,"3936, 129685, 7037, 7422, 3567, 402, 8995, 3084, 1191",291,1.104769709
GO:0044089~positive regulation of cellular component biogenesis,10,0.612536944,"3936, 129685, 7037, 7422, 3567, 7058, 402, 2332, 3084, 1191",291,1.049114292
GO:0044085~cellular component biogenesis,53,0.652763784,"129685, 3084, 79770, 5618, 355, 3512, 201161, 5699, 636, 284252, 5195, 26609, 7058, 6247, 23654, 1191, 145581, 27253, 3567, 402, 567, 325, 51013, 78999, 6834, 252839, 7422, 8995, 10907, 93099, 3936, 10516, 84549, 53841, 3135, 7855, 735, 51548, 4869, 89780, 7037, 64101, 9456, 26228, 1047, 347, 2332, 3909, 1001, 4038, 51237, 11337, 5925",291,0.97497882
GO:0034622~cellular macromolecular complex assembly,18,0.820161188,"89780, 26609, 129685, 10907, 3084, 1191, 5618, 201161, 325, 402, 567, 2332, 5699, 636, 6834, 252839, 51548, 4869",291,0.875722216
GO:0043623~cellular protein complex assembly,9,0.867488277,"5618, 89780, 402, 325, 567, 6834, 252839, 3084, 1191",291,0.810963925
GO:0033044~regulation of chromosome organization,10,0.245522428,"8289, 201161, 7422, 8313, 2332, 51434, 4602, 51548, 3481, 5925",291,1.459537027
GO:0031058~positive regulation of histone modification,4,0.248798403,"7422, 2332, 4602, 51548",291,2.30987599
GO:2001252~positive regulation of chromosome organization,6,0.290757055,"7422, 2332, 51434, 4602, 51548, 5925",291,1.674174825
GO:1905269~positive regulation of chromatin organization,4,0.30575156,"7422, 2332, 4602, 51548",291,2.059191774
GO:0031056~regulation of histone modification,5,0.315819344,"7422, 2332, 4602, 51548, 3481",291,1.766195072
GO:1902275~regulation of chromatin organization,5,0.446702687,"7422, 2332, 4602, 51548, 3481",291,1.462751866
GO:0006338~chromatin remodeling,8,0.452423908,"57798, 8289, 201161, 51341, 4602, 51548, 4869, 5925",291,1.258937151
GO:0010638~positive regulation of organelle organization,12,0.519505613,"3936, 7422, 3567, 402, 2332, 51434, 7855, 4602, 51548, 26228, 3481, 5925",291,1.103749607
GO:0006325~chromatin organization,13,0.765814235,"8289, 26609, 7422, 3481, 57798, 201161, 51341, 2332, 4602, 51548, 5934, 4869, 5925",291,0.911632683
GO:0051276~chromosome organization,16,0.931459741,"8289, 26609, 7422, 8313, 3481, 57798, 2669, 201161, 51341, 2332, 51434, 4602, 51548, 5934, 4869, 5925",291,0.766625509
GO:0016570~histone modification,4,0.979168337,"7422, 2332, 4602, 51548",291,0.542113753
GO:0016569~covalent chromatin modification,4,0.983589351,"7422, 2332, 4602, 51548",291,0.52085439
GO:0060349~bone morphogenesis,3,0.464147598,"6423, 8313, 4664",291,1.915642347
GO:0060348~bone development,5,0.471038855,"56975, 6423, 8313, 4664, 80739",291,1.425084436
GO:0007601~visual perception,5,0.440271783,"11081, 22926, 6247, 1001, 4901",291,1.482342293
GO:0050953~sensory perception of light stimulus,5,0.446702687,"11081, 22926, 6247, 1001, 4901",291,1.462751866
GO:0006611~protein export from nucleus,3,0.623778791,"2332, 51548, 4869",291,1.423048601
GO:0051168~nuclear export,3,0.717602691,"2332, 51548, 4869",291,1.192974875
GO:0001667~ameboidal-type cell migration,11,0.198948598,"7076, 2348, 201161, 411, 7422, 90, 5764, 5468, 11167, 8828, 285",291,1.496922709
GO:0010632~regulation of epithelial cell migration,6,0.467942332,"411, 7422, 5764, 5468, 8828, 285",291,1.332620763
GO:0010594~regulation of endothelial cell migration,5,0.483018503,"7422, 5764, 5468, 8828, 285",291,1.412956058
GO:0010631~epithelial cell migration,7,0.49559361,"411, 7422, 5764, 5468, 11167, 8828, 285",291,1.239633448
GO:0090132~epithelium migration,7,0.498187659,"411, 7422, 5764, 5468, 11167, 8828, 285",291,1.229795087
GO:0090130~tissue migration,7,0.517685893,"411, 7422, 5764, 5468, 11167, 8828, 285",291,1.210579539
GO:0043542~endothelial cell migration,5,0.613825683,"7422, 5468, 11167, 8828, 285",291,1.177463381
GO:0043535~regulation of blood vessel endothelial cell migration,3,0.675138728,"7422, 5468, 285",291,1.293680546
GO:0043534~blood vessel endothelial cell migration,3,0.741351589,"7422, 5468, 285",291,1.138438881
GO:0034329~cell junction assembly,6,0.344619789,"7422, 402, 347, 3909, 1001, 7855",291,1.556459407
GO:0007044~cell-substrate junction assembly,3,0.423607762,"7422, 347, 3909",291,2.07527921
GO:1901888~regulation of cell junction assembly,3,0.454167399,"7422, 347, 7855",291,1.953203962
GO:0034330~cell junction organization,6,0.475765035,"7422, 402, 347, 3909, 1001, 7855",291,1.319382809
GO:0034332~adherens junction organization,3,0.611991101,"7422, 347, 1001",291,1.454210249
GO:0045216~cell-cell junction organization,4,0.790304447,"7422, 402, 347, 1001",291,0.95552424
GO:0034453~microtubule anchoring,3,0.061600011,"5195, 636, 11116",291,7.378770523
GO:0070507~regulation of microtubule cytoskeleton organization,4,0.625765026,"89780, 402, 636, 4869",291,1.241288499
GO:0032886~regulation of microtubule-based process,4,0.739507349,"89780, 402, 636, 4869",291,1.04170878
GO:0051493~regulation of cytoskeleton organization,7,0.896288157,"396, 89780, 27, 402, 636, 26228, 4869",291,0.76583615
GO:0000226~microtubule cytoskeleton organization,6,0.969981861,"5195, 402, 636, 11337, 4869, 11116",291,0.609256282
GO:0007017~microtubule-based process,7,0.992323883,"5195, 89780, 402, 636, 11337, 4869, 11116",291,0.526458146
GO:0070482~response to oxygen levels,8,0.322820809,"8751, 355, 7037, 7422, 7412, 5699, 5468, 285",291,1.435868859
GO:0001666~response to hypoxia,7,0.369298203,"8751, 7037, 7422, 7412, 5699, 5468, 285",291,1.421597991
GO:0036293~response to decreased oxygen levels,7,0.400545744,"8751, 7037, 7422, 7412, 5699, 5468, 285",291,1.363233264
GO:0071453~cellular response to oxygen levels,4,0.600011725,"355, 7422, 5699, 5468",291,1.289493878
GO:0071456~cellular response to hypoxia,3,0.755314121,"7422, 5699, 5468",291,1.106815578
GO:0036294~cellular response to decreased oxygen levels,3,0.778814096,"7422, 5699, 5468",291,1.054110075
GO:0006631~fatty acid metabolic process,8,0.481090741,"10613, 9388, 7132, 1645, 64174, 2695, 5468, 718",291,1.218512563
GO:0006690~icosanoid metabolic process,3,0.574953238,"7132, 1645, 64174",291,1.556459407
GO:1901568~fatty acid derivative metabolic process,3,0.58340105,"7132, 1645, 64174",291,1.532513878
GO:0033559~unsaturated fatty acid metabolic process,3,0.64280777,"7132, 1645, 64174",291,1.373977959
GO:0021872~forebrain generation of neurons,3,0.305173253,"89780, 567, 8828",291,2.69225411
GO:0030900~forebrain development,6,0.749329777,"89780, 3625, 567, 50674, 8828, 3084",291,0.960129176
GO:0021953~central nervous system neuron differentiation,3,0.826106762,"89780, 567, 8828",291,0.948699067
GO:1900407~regulation of cellular response to oxidative stress,3,0.40275198,"10516, 2204, 2861",291,2.16550874
GO:1902882~regulation of response to oxidative stress,3,0.454167399,"10516, 2204, 2861",291,1.953203962
GO:0000302~response to reactive oxygen species,5,0.483018503,"5195, 10516, 347, 2861, 3240",291,1.412956058
GO:0006979~response to oxidative stress,6,0.839825626,"5195, 10516, 2204, 347, 2861, 3240",291,0.844181373
GO:0034599~cellular response to oxidative stress,4,0.848607514,"5195, 10516, 2204, 2861",291,0.854134208
"GO:0090502~RNA phosphodiester bond hydrolysis, endonucleolytic",3,0.386878844,"6035, 6038, 8635",291,2.238503417
GO:0090501~RNA phosphodiester bond hydrolysis,4,0.625765026,"6035, 6038, 6039, 8635",291,1.241288499
GO:0090305~nucleic acid phosphodiester bond hydrolysis,4,0.790304447,"6035, 6038, 6039, 8635",291,0.95552424
GO:0051656~establishment of organelle localization,9,0.633601221,"2922, 5195, 2669, 89780, 1001, 2332, 636, 3965, 4869",291,1.041255074
GO:0051640~organelle localization,9,0.784661751,"2922, 5195, 2669, 89780, 1001, 2332, 636, 3965, 4869",291,0.898767537
GO:0010823~negative regulation of mitochondrion organization,3,0.232853835,"7037, 5468, 1191",291,3.266013182
GO:0010821~regulation of mitochondrion organization,4,0.578487706,"7037, 7855, 5468, 1191",291,1.348404766
GO:0007005~mitochondrion organization,7,0.877920992,"7037, 7855, 5468, 6834, 55735, 11337, 1191",291,0.791929375
GO:0010639~negative regulation of organelle organization,4,0.966333984,"7037, 5468, 4869, 1191",291,0.591616345
GO:0001655~urogenital system development,8,0.323933345,"5618, 7422, 90, 28514, 4038, 5754, 3371, 285",291,1.431998592
GO:0072006~nephron development,3,0.688728944,"7422, 28514, 285",291,1.26092914
GO:0001822~kidney development,5,0.708121833,"7422, 28514, 4038, 5754, 285",291,1.040892394
GO:0072001~renal system development,5,0.730529376,"7422, 28514, 4038, 5754, 285",291,1.009254327
GO:0009749~response to glucose,4,0.556975251,"51052, 2695, 3172, 285",291,1.390763031
GO:0009746~response to hexose,4,0.574760216,"51052, 2695, 3172, 285",291,1.355284382
GO:0034284~response to monosaccharide,4,0.593395602,"51052, 2695, 3172, 285",291,1.302135975
GO:0009743~response to carbohydrate,4,0.682275846,"51052, 2695, 3172, 285",291,1.140067549
GO:0031507~heterochromatin assembly,3,0.386878844,"201161, 51548, 5925",291,2.238503417
GO:0070828~heterochromatin organization,3,0.449137673,"201161, 51548, 5925",291,1.972542615
GO:0006333~chromatin assembly or disassembly,5,0.579525204,"8289, 201161, 51548, 4869, 5925",291,1.229795087
GO:0071824~protein-DNA complex subunit organization,6,0.63086066,"8289, 129685, 201161, 5699, 51548, 4869",291,1.106815578
GO:0065004~protein-DNA complex assembly,5,0.672041549,"129685, 201161, 5699, 51548, 4869",291,1.092252216
GO:0031497~chromatin assembly,4,0.722239409,"201161, 51548, 4869, 5925",291,1.07111185
GO:0006323~DNA packaging,4,0.827547429,"201161, 51548, 4869, 5925",291,0.891395097
GO:0071103~DNA conformation change,4,0.932233045,"201161, 51548, 4869, 5925",291,0.686397258
GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,4,0.590061211,"7132, 7037, 85363, 3965",291,1.308550438
GO:0043122~regulation of I-kappaB kinase/NF-kappaB signaling,5,0.622126744,"7132, 84270, 7037, 85363, 3965",291,1.16506903
GO:0007249~I-kappaB kinase/NF-kappaB signaling,5,0.646349595,"7132, 84270, 7037, 85363, 3965",291,1.129403651
GO:2000781~positive regulation of double-strand break repair,3,0.392190824,"8289, 51588, 51548",291,2.213631157
GO:2001022~positive regulation of response to DNA damage stimulus,4,0.500705378,"8289, 2332, 51588, 51548",291,1.509293971
GO:0045739~positive regulation of DNA repair,3,0.607999914,"8289, 51588, 51548",291,1.464902971
GO:0000018~regulation of DNA recombination,3,0.619880509,"7037, 51588, 51548",291,1.433286361
GO:2000779~regulation of double-strand break repair,3,0.631482714,"8289, 51588, 51548",291,1.403005663
GO:0006282~regulation of DNA repair,4,0.65928605,"8289, 8313, 51588, 51548",291,1.180603284
GO:0006281~DNA repair,9,0.665719147,"8289, 27301, 51341, 84268, 8313, 2332, 51588, 51548, 4869",291,1.011303574
GO:0051054~positive regulation of DNA metabolic process,5,0.726152872,"8289, 7037, 7422, 51588, 51548",291,1.015427136
GO:0006310~DNA recombination,5,0.769521461,"7037, 27301, 84268, 51588, 51548",291,0.954151361
GO:0051052~regulation of DNA metabolic process,8,0.790147715,"8289, 7037, 7422, 8313, 51588, 5468, 51548, 4869",291,0.895904684
GO:0006302~double-strand break repair,4,0.847070283,"8289, 51341, 51588, 51548",291,0.85688948
GO:0006259~DNA metabolic process,14,0.891429264,"8289, 7037, 7422, 8313, 4907, 27301, 51341, 84268, 2332, 51588, 5699, 5468, 51548, 4869",291,0.803565329
GO:2001258~negative regulation of cation channel activity,3,0.271813369,"2922, 2669, 2332",291,2.929805943
GO:0051928~positive regulation of calcium ion transport,4,0.32627706,"4283, 9456, 117, 6348",291,1.98235626
GO:0010959~regulation of metal ion transport,9,0.339731597,"2922, 2669, 4283, 9456, 567, 117, 2332, 6348, 483",291,1.361458798
GO:0051924~regulation of calcium ion transport,6,0.417381492,"2669, 4283, 9456, 117, 2332, 6348",291,1.423048601
GO:0032413~negative regulation of ion transmembrane transporter activity,3,0.423607762,"2922, 2669, 2332",291,2.07527921
GO:0030001~metal ion transport,16,0.423786128,"89780, 4283, 3780, 7037, 9456, 94033, 483, 28968, 2922, 2669, 567, 117, 2332, 6348, 84102, 6948",291,1.141292111
GO:1904063~negative regulation of cation transmembrane transport,3,0.474019909,"2922, 2669, 2332",291,1.879498152
GO:0072511~divalent inorganic cation transport,9,0.511861523,"2669, 89780, 4283, 9456, 117, 2332, 6348, 84102, 6948",291,1.16054449
GO:0034766~negative regulation of ion transmembrane transport,3,0.521685833,"2922, 2669, 2332",291,1.717472449
GO:0032410~negative regulation of transporter activity,3,0.539928869,"2922, 2669, 2332",291,1.660223368
GO:0032409~regulation of transporter activity,6,0.572472399,"2922, 2669, 9456, 2332, 5468, 483",291,1.182354921
GO:2001257~regulation of cation channel activity,4,0.593395602,"2922, 2669, 9456, 2332",291,1.302135975
