GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0015833~peptide transport,86,2.11e-11,"26519, 9146, 5781, 23607, 5584, 8774, 8775, 81609, 94121, 79058, 10612, 3837, 2664, 115201, 56850, 952, 10938, 27243, 404636, 90678, 5579, 5019, 10015, 5813, 9817, 7332, 5870, 9910, 5872, 9798, 161, 163, 3329, 83547, 5905, 79643, 84313, 26088, 81565, 23011, 8615, 3840, 207, 208, 10981, 51534, 408, 6714, 64130, 7424, 5289, 9049, 6774, 116986, 572, 55146, 55585, 3458, 79752, 29886, 10550, 30845, 5878, 27183, 9135, 9179, 4087, 4088, 7432, 4089, 5894, 55072, 3033, 23633, 54662, 2932, 79666, 23197, 2332, 9727, 5007, 9647, 56648, 127829, 10204, 26060",416,2.127301446,"['TIMM10', 'HGS', 'PTPN11', 'CD2AP', 'PRKCI', 'NAPG', 'NAPA', 'SNX27', 'SYTL4', 'ASPSCR1', 'TRIM3', 'KPNB1', 'GDI1', 'ATG4A', 'GRIPAP1', 'CD38', 'EHD1', 'CHMP2A', 'DENND10', 'LRSAM1', 'PRKCB', 'OXCT1', 'PDCD6IP', 'PURA', 'KEAP1', 'UBE2L3', 'RAB6A', 'RABGAP1L', 'RAB13', 'IST1', 'AP2A2', 'AP2B1', 'HSPD1', 'RILP', 'RANGAP1', 'CHMP6', 'VPS25', 'GGA1', 'NDEL1', 'RAB21', 'USO1', 'KPNA4', 'AKT1', 'AKT2', 'RAB32', 'VTA1', 'ARRB1', 'SRC', 'LIN7B', 'VEGFC', 'PIK3C3', 'AIP', 'STAT3', 'AGAP2', 'BAD', 'ZDHHC4', 'UBE2Q1', 'IFNG', 'ZFAND1', 'SNX8', 'ARL6IP5', 'EHD3', 'RAB5C', 'VPS4A', 'RABEP1', 'AP4M1', 'SMAD2', 'SMAD3', 'VIP', 'SMAD4', 'RAF1', 'RNF31', 'HADH', 'KPNA6', 'TBC1D13', 'GSK3B', 'PLEKHF2', 'FAF2', 'FMR1', 'RAB11FIP3', 'OSBP', 'PPM1F', 'EIF5A2', 'ARL8A', 'NUTF2', 'APPL1']"
GO:0008104~protein localization,108,8.48e-11,"5781, 23607, 8774, 8775, 81609, 94121, 80124, 54472, 2664, 115201, 27243, 10938, 90678, 9218, 5019, 10015, 5813, 7332, 9910, 4738, 79643, 84313, 81565, 2035, 51534, 408, 5289, 6774, 116986, 55585, 29886, 26092, 27183, 56957, 9135, 4087, 4088, 4089, 55072, 3033, 54662, 79666, 2332, 9647, 5601, 26519, 9146, 5584, 26119, 79058, 10612, 3837, 673, 56850, 952, 404636, 5579, 9817, 7375, 5870, 5872, 9798, 161, 163, 3329, 83547, 5905, 83700, 26088, 23011, 8615, 3840, 207, 208, 10981, 6714, 64130, 7424, 9049, 3068, 572, 55146, 3458, 79752, 55022, 1950, 1399, 10550, 30845, 5878, 30844, 9179, 6342, 7432, 22948, 4287, 5894, 23633, 8087, 2932, 23197, 9727, 5007, 56648, 127829, 10204, 10049, 26060",416,1.86093001,"['PTPN11', 'CD2AP', 'NAPG', 'NAPA', 'SNX27', 'SYTL4', 'VCPIP1', 'TOLLIP', 'GDI1', 'ATG4A', 'CHMP2A', 'EHD1', 'LRSAM1', 'VAPA', 'OXCT1', 'PDCD6IP', 'PURA', 'UBE2L3', 'RABGAP1L', 'NEDD8', 'CHMP6', 'VPS25', 'NDEL1', 'EPB41', 'VTA1', 'ARRB1', 'PIK3C3', 'STAT3', 'AGAP2', 'UBE2Q1', 'SNX8', 'TOR1AIP1', 'VPS4A', 'OTUD7B', 'RABEP1', 'SMAD2', 'SMAD3', 'SMAD4', 'RNF31', 'HADH', 'TBC1D13', 'PLEKHF2', 'FMR1', 'PPM1F', 'MAPK9', 'TIMM10', 'HGS', 'PRKCI', 'LDLRAP1', 'ASPSCR1', 'TRIM3', 'KPNB1', 'BRAF', 'GRIPAP1', 'CD38', 'DENND10', 'PRKCB', 'KEAP1', 'USP4', 'RAB6A', 'RAB13', 'IST1', 'AP2A2', 'AP2B1', 'HSPD1', 'RILP', 'RANGAP1', 'JAM3', 'GGA1', 'RAB21', 'USO1', 'KPNA4', 'AKT1', 'AKT2', 'RAB32', 'SRC', 'LIN7B', 'VEGFC', 'AIP', 'HDGF', 'BAD', 'ZDHHC4', 'IFNG', 'ZFAND1', 'PID1', 'EGF', 'CRKL', 'ARL6IP5', 'EHD3', 'RAB5C', 'EHD4', 'AP4M1', 'SCP2', 'VIP', 'CCT5', 'ATXN3', 'RAF1', 'KPNA6', 'FXR1', 'GSK3B', 'FAF2', 'RAB11FIP3', 'OSBP', 'EIF5A2', 'ARL8A', 'NUTF2', 'DNAJB6', 'APPL1']"
GO:0071705~nitrogen compound transport,93,6.27e-10,"26519, 9146, 5781, 23607, 7884, 5584, 8774, 8775, 81609, 94121, 79058, 10612, 3837, 2664, 115201, 56850, 952, 10938, 27243, 404636, 90678, 9218, 5579, 5019, 10015, 5813, 9817, 7332, 5870, 9910, 4067, 5872, 9798, 65977, 161, 163, 3329, 83547, 5905, 79643, 84313, 26088, 81565, 23011, 8615, 3840, 207, 208, 10981, 51534, 408, 6714, 64130, 7424, 5289, 9049, 6774, 116986, 572, 55146, 55585, 3458, 79752, 29886, 10550, 30845, 5878, 87178, 27183, 9135, 9179, 4087, 4088, 7432, 4089, 5894, 55072, 3033, 59272, 23633, 54662, 80772, 2932, 79666, 23197, 2332, 9727, 5007, 9647, 56648, 127829, 10204, 26060",416,1.919259175,"['TIMM10', 'HGS', 'PTPN11', 'CD2AP', 'SLBP', 'PRKCI', 'NAPG', 'NAPA', 'SNX27', 'SYTL4', 'ASPSCR1', 'TRIM3', 'KPNB1', 'GDI1', 'ATG4A', 'GRIPAP1', 'CD38', 'EHD1', 'CHMP2A', 'DENND10', 'LRSAM1', 'VAPA', 'PRKCB', 'OXCT1', 'PDCD6IP', 'PURA', 'KEAP1', 'UBE2L3', 'RAB6A', 'RABGAP1L', 'LYN', 'RAB13', 'IST1', 'PLEKHA3', 'AP2A2', 'AP2B1', 'HSPD1', 'RILP', 'RANGAP1', 'CHMP6', 'VPS25', 'GGA1', 'NDEL1', 'RAB21', 'USO1', 'KPNA4', 'AKT1', 'AKT2', 'RAB32', 'VTA1', 'ARRB1', 'SRC', 'LIN7B', 'VEGFC', 'PIK3C3', 'AIP', 'STAT3', 'AGAP2', 'BAD', 'ZDHHC4', 'UBE2Q1', 'IFNG', 'ZFAND1', 'SNX8', 'ARL6IP5', 'EHD3', 'RAB5C', 'PNPT1', 'VPS4A', 'RABEP1', 'AP4M1', 'SMAD2', 'SMAD3', 'VIP', 'SMAD4', 'RAF1', 'RNF31', 'HADH', 'ACE2', 'KPNA6', 'TBC1D13', 'CPTP', 'GSK3B', 'PLEKHF2', 'FAF2', 'FMR1', 'RAB11FIP3', 'OSBP', 'PPM1F', 'EIF5A2', 'ARL8A', 'NUTF2', 'APPL1']"
GO:0033036~macromolecule localization,117,6.57e-10,"6198, 5781, 23607, 8774, 8775, 81609, 94121, 80124, 54472, 2664, 115201, 27243, 10938, 90678, 9218, 5019, 10015, 5813, 7332, 9910, 5948, 4738, 79643, 84313, 81565, 2035, 51534, 5305, 408, 5321, 5289, 6774, 116986, 55585, 29886, 26092, 27183, 87178, 56957, 9135, 4087, 4088, 4089, 55072, 3033, 54662, 80772, 79666, 2332, 9647, 5601, 26519, 9146, 7884, 5584, 26119, 79058, 10612, 3837, 673, 56850, 952, 404636, 5579, 9817, 7375, 5870, 5872, 9798, 65977, 161, 163, 3329, 83547, 5905, 83700, 26088, 23011, 8615, 3840, 207, 208, 10981, 6714, 64130, 7424, 9049, 3068, 572, 55146, 3458, 79752, 55022, 1950, 1399, 10550, 30845, 5878, 30844, 9179, 6342, 7432, 22948, 4287, 5894, 114876, 23633, 8087, 2932, 23197, 9727, 5007, 56648, 127829, 10204, 10049, 26060",416,1.73925,"['RPS6KB1', 'PTPN11', 'CD2AP', 'NAPG', 'NAPA', 'SNX27', 'SYTL4', 'VCPIP1', 'TOLLIP', 'GDI1', 'ATG4A', 'CHMP2A', 'EHD1', 'LRSAM1', 'VAPA', 'OXCT1', 'PDCD6IP', 'PURA', 'UBE2L3', 'RABGAP1L', 'RBP2', 'NEDD8', 'CHMP6', 'VPS25', 'NDEL1', 'EPB41', 'VTA1', 'PIP4K2A', 'ARRB1', 'PLA2G4A', 'PIK3C3', 'STAT3', 'AGAP2', 'UBE2Q1', 'SNX8', 'TOR1AIP1', 'VPS4A', 'PNPT1', 'OTUD7B', 'RABEP1', 'SMAD2', 'SMAD3', 'SMAD4', 'RNF31', 'HADH', 'TBC1D13', 'CPTP', 'PLEKHF2', 'FMR1', 'PPM1F', 'MAPK9', 'TIMM10', 'HGS', 'SLBP', 'PRKCI', 'LDLRAP1', 'ASPSCR1', 'TRIM3', 'KPNB1', 'BRAF', 'GRIPAP1', 'CD38', 'DENND10', 'PRKCB', 'KEAP1', 'USP4', 'RAB6A', 'RAB13', 'IST1', 'PLEKHA3', 'AP2A2', 'AP2B1', 'HSPD1', 'RILP', 'RANGAP1', 'JAM3', 'GGA1', 'RAB21', 'USO1', 'KPNA4', 'AKT1', 'AKT2', 'RAB32', 'SRC', 'LIN7B', 'VEGFC', 'AIP', 'HDGF', 'BAD', 'ZDHHC4', 'IFNG', 'ZFAND1', 'PID1', 'EGF', 'CRKL', 'ARL6IP5', 'EHD3', 'RAB5C', 'EHD4', 'AP4M1', 'SCP2', 'VIP', 'CCT5', 'ATXN3', 'RAF1', 'OSBPL1A', 'KPNA6', 'FXR1', 'GSK3B', 'FAF2', 'RAB11FIP3', 'OSBP', 'EIF5A2', 'ARL8A', 'NUTF2', 'DNAJB6', 'APPL1']"
GO:0051641~cellular localization,115,2.98e-09,"5781, 23607, 8774, 8775, 81609, 84959, 94121, 80124, 596, 54472, 2664, 27243, 10938, 9218, 5019, 5813, 7332, 9910, 4067, 1072, 79643, 84313, 81565, 2035, 5305, 5321, 5289, 6774, 29886, 26092, 27183, 1759, 56957, 9135, 4088, 4089, 55072, 1490, 54662, 79666, 2332, 26519, 9146, 8850, 8452, 5584, 29109, 26119, 79058, 3837, 673, 56850, 404636, 5579, 9817, 7375, 5594, 5595, 5870, 5872, 2241, 65977, 161, 163, 3329, 83547, 5905, 83700, 26088, 1783, 81488, 23011, 8615, 3840, 5501, 207, 208, 10981, 6714, 64130, 6456, 9049, 3068, 572, 55146, 3458, 79752, 55022, 1950, 1399, 10550, 30845, 5878, 30844, 2648, 9179, 6342, 22948, 5894, 23633, 8087, 2932, 23197, 6457, 8517, 867, 9727, 5007, 128637, 4712, 127829, 10204, 2814, 10049, 26060",416,1.707879666,"['PTPN11', 'CD2AP', 'NAPG', 'NAPA', 'SNX27', 'UBASH3B', 'SYTL4', 'VCPIP1', 'BCL2', 'TOLLIP', 'GDI1', 'CHMP2A', 'EHD1', 'VAPA', 'OXCT1', 'PURA', 'UBE2L3', 'RABGAP1L', 'LYN', 'CFL1', 'CHMP6', 'VPS25', 'NDEL1', 'EPB41', 'PIP4K2A', 'PLA2G4A', 'PIK3C3', 'STAT3', 'SNX8', 'TOR1AIP1', 'VPS4A', 'DNM1', 'OTUD7B', 'RABEP1', 'SMAD3', 'SMAD4', 'RNF31', 'CCN2', 'TBC1D13', 'PLEKHF2', 'FMR1', 'TIMM10', 'HGS', 'KAT2B', 'CUL3', 'PRKCI', 'FHOD1', 'LDLRAP1', 'ASPSCR1', 'KPNB1', 'BRAF', 'GRIPAP1', 'DENND10', 'PRKCB', 'KEAP1', 'USP4', 'MAPK1', 'MAPK3', 'RAB6A', 'RAB13', 'FER', 'PLEKHA3', 'AP2A2', 'AP2B1', 'HSPD1', 'RILP', 'RANGAP1', 'JAM3', 'GGA1', 'DYNC1LI2', 'POLR2M', 'RAB21', 'USO1', 'KPNA4', 'PPP1CC', 'AKT1', 'AKT2', 'RAB32', 'SRC', 'LIN7B', 'SH3GL2', 'AIP', 'HDGF', 'BAD', 'ZDHHC4', 'IFNG', 'ZFAND1', 'PID1', 'EGF', 'CRKL', 'ARL6IP5', 'EHD3', 'RAB5C', 'EHD4', 'KAT2A', 'AP4M1', 'SCP2', 'CCT5', 'RAF1', 'KPNA6', 'FXR1', 'GSK3B', 'FAF2', 'SH3GL3', 'IKBKG', 'CBL', 'RAB11FIP3', 'OSBP', 'TBC1D20', 'NDUFB6', 'ARL8A', 'NUTF2', 'GP5', 'DNAJB6', 'APPL1']"
GO:0046907~intracellular transport,78,4.52e-09,"26519, 9146, 8452, 5781, 5584, 8774, 8775, 81609, 26119, 94121, 79058, 3837, 673, 2664, 10938, 27243, 404636, 9218, 5579, 5813, 9817, 7332, 5594, 5595, 5870, 9910, 4067, 2241, 65977, 161, 163, 3329, 83547, 5905, 79643, 84313, 26088, 81565, 23011, 8615, 3840, 207, 5501, 208, 10981, 5305, 6714, 5289, 6456, 9049, 6774, 55146, 3458, 79752, 29886, 30845, 5878, 27183, 1759, 9179, 6342, 4088, 4089, 55072, 23633, 54662, 2932, 79666, 23197, 2332, 6457, 867, 5007, 128637, 4712, 127829, 10204, 26060",416,1.995284967,"['TIMM10', 'HGS', 'CUL3', 'PTPN11', 'PRKCI', 'NAPG', 'NAPA', 'SNX27', 'LDLRAP1', 'SYTL4', 'ASPSCR1', 'KPNB1', 'BRAF', 'GDI1', 'EHD1', 'CHMP2A', 'DENND10', 'VAPA', 'PRKCB', 'PURA', 'KEAP1', 'UBE2L3', 'MAPK1', 'MAPK3', 'RAB6A', 'RABGAP1L', 'LYN', 'FER', 'PLEKHA3', 'AP2A2', 'AP2B1', 'HSPD1', 'RILP', 'RANGAP1', 'CHMP6', 'VPS25', 'GGA1', 'NDEL1', 'RAB21', 'USO1', 'KPNA4', 'AKT1', 'PPP1CC', 'AKT2', 'RAB32', 'PIP4K2A', 'SRC', 'PIK3C3', 'SH3GL2', 'AIP', 'STAT3', 'ZDHHC4', 'IFNG', 'ZFAND1', 'SNX8', 'EHD3', 'RAB5C', 'VPS4A', 'DNM1', 'AP4M1', 'SCP2', 'SMAD3', 'SMAD4', 'RNF31', 'KPNA6', 'TBC1D13', 'GSK3B', 'PLEKHF2', 'FAF2', 'FMR1', 'SH3GL3', 'CBL', 'OSBP', 'TBC1D20', 'NDUFB6', 'ARL8A', 'NUTF2', 'APPL1']"
GO:0051649~establishment of localization in cell,91,1.23e-08,"26519, 9146, 8850, 8452, 5781, 5584, 8774, 8775, 29109, 81609, 26119, 84959, 94121, 79058, 3837, 673, 596, 2664, 10938, 27243, 404636, 9218, 5579, 5019, 5813, 9817, 7332, 5594, 5595, 5870, 9910, 4067, 2241, 65977, 161, 1072, 163, 3329, 83547, 5905, 79643, 84313, 26088, 81565, 23011, 8615, 3840, 207, 5501, 208, 10981, 5305, 6714, 64130, 5321, 5289, 6456, 9049, 6774, 572, 55146, 3458, 79752, 29886, 30845, 5878, 27183, 1759, 9179, 6342, 4088, 4089, 5894, 55072, 23633, 1490, 54662, 2932, 79666, 23197, 2332, 6457, 8517, 867, 5007, 128637, 4712, 127829, 10204, 2814, 26060",416,1.825277958,"['TIMM10', 'HGS', 'KAT2B', 'CUL3', 'PTPN11', 'PRKCI', 'NAPG', 'NAPA', 'FHOD1', 'SNX27', 'LDLRAP1', 'UBASH3B', 'SYTL4', 'ASPSCR1', 'KPNB1', 'BRAF', 'BCL2', 'GDI1', 'EHD1', 'CHMP2A', 'DENND10', 'VAPA', 'PRKCB', 'OXCT1', 'PURA', 'KEAP1', 'UBE2L3', 'MAPK1', 'MAPK3', 'RAB6A', 'RABGAP1L', 'LYN', 'FER', 'PLEKHA3', 'AP2A2', 'CFL1', 'AP2B1', 'HSPD1', 'RILP', 'RANGAP1', 'CHMP6', 'VPS25', 'GGA1', 'NDEL1', 'RAB21', 'USO1', 'KPNA4', 'AKT1', 'PPP1CC', 'AKT2', 'RAB32', 'PIP4K2A', 'SRC', 'LIN7B', 'PLA2G4A', 'PIK3C3', 'SH3GL2', 'AIP', 'STAT3', 'BAD', 'ZDHHC4', 'IFNG', 'ZFAND1', 'SNX8', 'EHD3', 'RAB5C', 'VPS4A', 'DNM1', 'AP4M1', 'SCP2', 'SMAD3', 'SMAD4', 'RAF1', 'RNF31', 'KPNA6', 'CCN2', 'TBC1D13', 'GSK3B', 'PLEKHF2', 'FAF2', 'FMR1', 'SH3GL3', 'IKBKG', 'CBL', 'OSBP', 'TBC1D20', 'NDUFB6', 'ARL8A', 'NUTF2', 'GP5', 'APPL1']"
GO:0034613~cellular protein localization,78,2.79e-07,"26519, 9146, 5781, 23607, 5584, 8774, 8775, 81609, 26119, 94121, 79058, 80124, 3837, 673, 54472, 2664, 56850, 10938, 9218, 5813, 9817, 7332, 7375, 5870, 9910, 5872, 161, 163, 3329, 5905, 83700, 84313, 26088, 81565, 23011, 2035, 8615, 3840, 207, 208, 10981, 6714, 64130, 5289, 9049, 6774, 3068, 55146, 3458, 79752, 55022, 1950, 29886, 1399, 10550, 30845, 26092, 5878, 27183, 30844, 56957, 9135, 9179, 6342, 4088, 22948, 4089, 55072, 8087, 23633, 54662, 2932, 23197, 2332, 9727, 10204, 10049, 26060",416,1.809005242,"['TIMM10', 'HGS', 'PTPN11', 'CD2AP', 'PRKCI', 'NAPG', 'NAPA', 'SNX27', 'LDLRAP1', 'SYTL4', 'ASPSCR1', 'VCPIP1', 'KPNB1', 'BRAF', 'TOLLIP', 'GDI1', 'GRIPAP1', 'EHD1', 'VAPA', 'PURA', 'KEAP1', 'UBE2L3', 'USP4', 'RAB6A', 'RABGAP1L', 'RAB13', 'AP2A2', 'AP2B1', 'HSPD1', 'RANGAP1', 'JAM3', 'VPS25', 'GGA1', 'NDEL1', 'RAB21', 'EPB41', 'USO1', 'KPNA4', 'AKT1', 'AKT2', 'RAB32', 'SRC', 'LIN7B', 'PIK3C3', 'AIP', 'STAT3', 'HDGF', 'ZDHHC4', 'IFNG', 'ZFAND1', 'PID1', 'EGF', 'SNX8', 'CRKL', 'ARL6IP5', 'EHD3', 'TOR1AIP1', 'RAB5C', 'VPS4A', 'EHD4', 'OTUD7B', 'RABEP1', 'AP4M1', 'SCP2', 'SMAD3', 'CCT5', 'SMAD4', 'RNF31', 'FXR1', 'KPNA6', 'TBC1D13', 'GSK3B', 'FAF2', 'FMR1', 'RAB11FIP3', 'NUTF2', 'DNAJB6', 'APPL1']"
GO:0070727~cellular macromolecule localization,78,3.55e-07,"26519, 9146, 5781, 23607, 5584, 8774, 8775, 81609, 26119, 94121, 79058, 80124, 3837, 673, 54472, 2664, 56850, 10938, 9218, 5813, 9817, 7332, 7375, 5870, 9910, 5872, 161, 163, 3329, 5905, 83700, 84313, 26088, 81565, 23011, 2035, 8615, 3840, 207, 208, 10981, 6714, 64130, 5289, 9049, 6774, 3068, 55146, 3458, 79752, 55022, 1950, 29886, 1399, 10550, 30845, 26092, 5878, 27183, 30844, 56957, 9135, 9179, 6342, 4088, 22948, 4089, 55072, 8087, 23633, 54662, 2932, 23197, 2332, 9727, 10204, 10049, 26060",416,1.79823201,"['TIMM10', 'HGS', 'PTPN11', 'CD2AP', 'PRKCI', 'NAPG', 'NAPA', 'SNX27', 'LDLRAP1', 'SYTL4', 'ASPSCR1', 'VCPIP1', 'KPNB1', 'BRAF', 'TOLLIP', 'GDI1', 'GRIPAP1', 'EHD1', 'VAPA', 'PURA', 'KEAP1', 'UBE2L3', 'USP4', 'RAB6A', 'RABGAP1L', 'RAB13', 'AP2A2', 'AP2B1', 'HSPD1', 'RANGAP1', 'JAM3', 'VPS25', 'GGA1', 'NDEL1', 'RAB21', 'EPB41', 'USO1', 'KPNA4', 'AKT1', 'AKT2', 'RAB32', 'SRC', 'LIN7B', 'PIK3C3', 'AIP', 'STAT3', 'HDGF', 'ZDHHC4', 'IFNG', 'ZFAND1', 'PID1', 'EGF', 'SNX8', 'CRKL', 'ARL6IP5', 'EHD3', 'TOR1AIP1', 'RAB5C', 'VPS4A', 'EHD4', 'OTUD7B', 'RABEP1', 'AP4M1', 'SCP2', 'SMAD3', 'CCT5', 'SMAD4', 'RNF31', 'FXR1', 'KPNA6', 'TBC1D13', 'GSK3B', 'FAF2', 'FMR1', 'RAB11FIP3', 'NUTF2', 'DNAJB6', 'APPL1']"
GO:0006886~intracellular protein transport,49,2.95e-06,"26519, 9146, 5781, 5584, 8774, 8775, 81609, 94121, 79058, 3837, 2664, 10938, 5813, 9817, 7332, 5870, 9910, 161, 163, 3329, 5905, 84313, 26088, 23011, 8615, 3840, 207, 208, 10981, 5289, 9049, 6774, 55146, 3458, 79752, 29886, 5878, 27183, 9179, 4088, 4089, 55072, 23633, 54662, 2932, 23197, 2332, 10204, 26060",416,2.054388104,"['TIMM10', 'HGS', 'PTPN11', 'PRKCI', 'NAPG', 'NAPA', 'SNX27', 'SYTL4', 'ASPSCR1', 'KPNB1', 'GDI1', 'EHD1', 'PURA', 'KEAP1', 'UBE2L3', 'RAB6A', 'RABGAP1L', 'AP2A2', 'AP2B1', 'HSPD1', 'RANGAP1', 'VPS25', 'GGA1', 'RAB21', 'USO1', 'KPNA4', 'AKT1', 'AKT2', 'RAB32', 'PIK3C3', 'AIP', 'STAT3', 'ZDHHC4', 'IFNG', 'ZFAND1', 'SNX8', 'RAB5C', 'VPS4A', 'AP4M1', 'SMAD3', 'SMAD4', 'RNF31', 'KPNA6', 'TBC1D13', 'GSK3B', 'FAF2', 'FMR1', 'NUTF2', 'APPL1']"
GO:1902580~single-organism cellular localization,47,1.3e-05,"26519, 5584, 6456, 8775, 6774, 26119, 3837, 673, 3458, 55022, 56850, 10938, 10550, 30845, 5579, 1759, 27183, 5813, 30844, 9817, 6342, 5870, 4088, 4067, 4089, 5872, 23633, 163, 3329, 2932, 26088, 81488, 2332, 81565, 23011, 3840, 207, 867, 6457, 5007, 208, 5305, 128637, 4712, 127829, 10204, 26060",416,1.979468146,"['TIMM10', 'PRKCI', 'SH3GL2', 'NAPA', 'STAT3', 'LDLRAP1', 'KPNB1', 'BRAF', 'IFNG', 'PID1', 'GRIPAP1', 'EHD1', 'ARL6IP5', 'EHD3', 'PRKCB', 'DNM1', 'VPS4A', 'PURA', 'EHD4', 'KEAP1', 'SCP2', 'RAB6A', 'SMAD3', 'LYN', 'SMAD4', 'RAB13', 'KPNA6', 'AP2B1', 'HSPD1', 'GSK3B', 'GGA1', 'POLR2M', 'FMR1', 'NDEL1', 'RAB21', 'KPNA4', 'AKT1', 'CBL', 'SH3GL3', 'OSBP', 'AKT2', 'PIP4K2A', 'TBC1D20', 'NDUFB6', 'ARL8A', 'NUTF2', 'APPL1']"
GO:1902582~single-organism intracellular transport,36,0.000129,"26519, 6456, 8775, 6774, 26119, 3837, 673, 3458, 5579, 1759, 27183, 5813, 9817, 6342, 5870, 4088, 4067, 4089, 23633, 163, 3329, 2932, 2332, 81565, 23011, 3840, 207, 867, 6457, 5007, 5305, 128637, 4712, 127829, 10204, 26060",416,2.005222745,"['TIMM10', 'SH3GL2', 'NAPA', 'STAT3', 'LDLRAP1', 'KPNB1', 'BRAF', 'IFNG', 'PRKCB', 'DNM1', 'VPS4A', 'PURA', 'KEAP1', 'SCP2', 'RAB6A', 'SMAD3', 'LYN', 'SMAD4', 'KPNA6', 'AP2B1', 'HSPD1', 'GSK3B', 'FMR1', 'NDEL1', 'RAB21', 'KPNA4', 'AKT1', 'CBL', 'SH3GL3', 'OSBP', 'PIP4K2A', 'TBC1D20', 'NDUFB6', 'ARL8A', 'NUTF2', 'APPL1']"
GO:0070887~cellular response to chemical stimulus,123,3.44e-11,"6198, 9101, 5781, 6470, 471, 596, 54472, 10935, 10938, 8767, 5019, 3093, 7332, 7454, 4067, 81565, 51411, 5305, 9125, 8396, 4352, 6772, 5321, 6774, 9361, 2321, 7337, 5315, 1915, 135112, 87178, 54936, 4086, 4087, 4088, 4089, 1809, 1490, 5607, 2730, 2057, 2332, 9647, 5601, 55915, 5606, 9146, 8850, 23769, 8452, 5584, 9943, 5860, 3561, 4090, 26119, 2194, 9261, 670, 23081, 2987, 55364, 673, 1017, 57026, 5578, 318, 5579, 10298, 9817, 2081, 4141, 140609, 5594, 5595, 5872, 2241, 26523, 3329, 5905, 83700, 2876, 79444, 2597, 1783, 5588, 207, 208, 6714, 10105, 7409, 7424, 6456, 9049, 3068, 3066, 2251, 282618, 572, 3458, 79752, 55022, 1796, 3611, 1399, 10550, 10314, 30844, 2648, 8644, 6464, 4287, 5894, 7390, 1965, 2932, 192669, 867, 5007, 8877, 51119, 2539, 26060",416,1.784472896,"['RPS6KB1', 'USP8', 'PTPN11', 'SHMT1', 'ATIC', 'BCL2', 'TOLLIP', 'PRDX3', 'EHD1', 'RIPK2', 'OXCT1', 'UBE2K', 'UBE2L3', 'WAS', 'LYN', 'NDEL1', 'BIN2', 'PIP4K2A', 'CNOT9', 'PIP4K2B', 'MPL', 'STAT1', 'PLA2G4A', 'STAT3', 'LONP1', 'FLT1', 'UBE3A', 'PKM', 'EEF1A1', 'NCOA7', 'PNPT1', 'ADPRS', 'SMAD1', 'SMAD2', 'SMAD3', 'SMAD4', 'DPYSL3', 'CCN2', 'MAP2K5', 'GCLM', 'EPOR', 'FMR1', 'PPM1F', 'MAPK9', 'LANCL2', 'MAP2K3', 'HGS', 'KAT2B', 'FLRT1', 'CUL3', 'PRKCI', 'OXSR1', 'QDPR', 'IL2RG', 'SMAD5', 'LDLRAP1', 'FASN', 'MAPKAPK2', 'BPHL', 'KDM4C', 'GUK1', 'IMPACT', 'BRAF', 'CDK2', 'PDXP', 'PRKCA', 'NUDT2', 'PRKCB', 'PAK4', 'KEAP1', 'ERN1', 'MARS1', 'NEK7', 'MAPK1', 'MAPK3', 'RAB13', 'FER', 'AGO1', 'HSPD1', 'RANGAP1', 'JAM3', 'GPX1', 'BIRC7', 'GAPDH', 'DYNC1LI2', 'PRKCQ', 'AKT1', 'AKT2', 'SRC', 'PPIF', 'VAV1', 'VEGFC', 'SH3GL2', 'AIP', 'HDGF', 'HDAC2', 'FGF6', 'IFNL1', 'BAD', 'IFNG', 'ZFAND1', 'PID1', 'DOK1', 'ILK', 'CRKL', 'ARL6IP5', 'LANCL1', 'EHD4', 'KAT2A', 'AKR1C3', 'SHC1', 'ATXN3', 'RAF1', 'UROS', 'EIF2S1', 'GSK3B', 'AGO3', 'CBL', 'OSBP', 'SPHK1', 'SBDS', 'G6PD', 'APPL1']"
GO:0032869~cellular response to insulin stimulus,25,4.49e-11,"8850, 8396, 5781, 6198, 5584, 6772, 9361, 55022, 5315, 5579, 4141, 5594, 5595, 6464, 5894, 5872, 2241, 2932, 81565, 5588, 207, 208, 5305, 6714, 26060",416,5.401665921,"['KAT2B', 'PIP4K2B', 'PTPN11', 'RPS6KB1', 'PRKCI', 'STAT1', 'LONP1', 'PID1', 'PKM', 'PRKCB', 'MARS1', 'MAPK1', 'MAPK3', 'SHC1', 'RAF1', 'RAB13', 'FER', 'GSK3B', 'NDEL1', 'PRKCQ', 'AKT1', 'AKT2', 'PIP4K2A', 'SRC', 'APPL1']"
GO:0008286~insulin receptor signaling pathway,19,9.57e-11,"8396, 5781, 6198, 5594, 5595, 6464, 5894, 2241, 9361, 2932, 55022, 81565, 5588, 207, 5579, 208, 5305, 6714, 26060",416,7.355268429,"['PIP4K2B', 'PTPN11', 'RPS6KB1', 'MAPK1', 'MAPK3', 'SHC1', 'RAF1', 'FER', 'LONP1', 'GSK3B', 'PID1', 'NDEL1', 'PRKCQ', 'AKT1', 'PRKCB', 'AKT2', 'PIP4K2A', 'SRC', 'APPL1']"
