GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0031497~chromatin assembly,4,0.722239409,"201161, 51548, 4869, 5925",291,1.07111185,"['CENPV', 'SIRT6', 'NPM1', 'RB1']"
GO:0006323~DNA packaging,4,0.827547429,"201161, 51548, 4869, 5925",291,0.891395097,"['CENPV', 'SIRT6', 'NPM1', 'RB1']"
GO:0071103~DNA conformation change,4,0.932233045,"201161, 51548, 4869, 5925",291,0.686397258,"['CENPV', 'SIRT6', 'NPM1', 'RB1']"
GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,4,0.590061211,"7132, 7037, 85363, 3965",291,1.308550438,"['TNFRSF1A', 'TFRC', 'TRIM5', 'LGALS9']"
GO:0043122~regulation of I-kappaB kinase/NF-kappaB signaling,5,0.622126744,"7132, 84270, 7037, 85363, 3965",291,1.16506903,"['TNFRSF1A', 'CARD19', 'TFRC', 'TRIM5', 'LGALS9']"
GO:0007249~I-kappaB kinase/NF-kappaB signaling,5,0.646349595,"7132, 84270, 7037, 85363, 3965",291,1.129403651,"['TNFRSF1A', 'CARD19', 'TFRC', 'TRIM5', 'LGALS9']"
GO:2000781~positive regulation of double-strand break repair,3,0.392190824,"8289, 51588, 51548",291,2.213631157,"['ARID1A', 'PIAS4', 'SIRT6']"
GO:2001022~positive regulation of response to DNA damage stimulus,4,0.500705378,"8289, 2332, 51588, 51548",291,1.509293971,"['ARID1A', 'FMR1', 'PIAS4', 'SIRT6']"
GO:0045739~positive regulation of DNA repair,3,0.607999914,"8289, 51588, 51548",291,1.464902971,"['ARID1A', 'PIAS4', 'SIRT6']"
GO:0000018~regulation of DNA recombination,3,0.619880509,"7037, 51588, 51548",291,1.433286361,"['TFRC', 'PIAS4', 'SIRT6']"
GO:2000779~regulation of double-strand break repair,3,0.631482714,"8289, 51588, 51548",291,1.403005663,"['ARID1A', 'PIAS4', 'SIRT6']"
GO:0006282~regulation of DNA repair,4,0.65928605,"8289, 8313, 51588, 51548",291,1.180603284,"['ARID1A', 'AXIN2', 'PIAS4', 'SIRT6']"
GO:0006281~DNA repair,9,0.665719147,"8289, 27301, 51341, 84268, 8313, 2332, 51588, 51548, 4869",291,1.011303574,"['ARID1A', 'APEX2', 'ZBTB7A', 'RPAIN', 'AXIN2', 'FMR1', 'PIAS4', 'SIRT6', 'NPM1']"
GO:0051054~positive regulation of DNA metabolic process,5,0.726152872,"8289, 7037, 7422, 51588, 51548",291,1.015427136,"['ARID1A', 'TFRC', 'VEGFA', 'PIAS4', 'SIRT6']"
GO:0006310~DNA recombination,5,0.769521461,"7037, 27301, 84268, 51588, 51548",291,0.954151361,"['TFRC', 'APEX2', 'RPAIN', 'PIAS4', 'SIRT6']"
GO:0051052~regulation of DNA metabolic process,8,0.790147715,"8289, 7037, 7422, 8313, 51588, 5468, 51548, 4869",291,0.895904684,"['ARID1A', 'TFRC', 'VEGFA', 'AXIN2', 'PIAS4', 'PPARG', 'SIRT6', 'NPM1']"
GO:0006302~double-strand break repair,4,0.847070283,"8289, 51341, 51588, 51548",291,0.85688948,"['ARID1A', 'ZBTB7A', 'PIAS4', 'SIRT6']"
GO:0006259~DNA metabolic process,14,0.891429264,"8289, 7037, 7422, 8313, 4907, 27301, 51341, 84268, 2332, 51588, 5699, 5468, 51548, 4869",291,0.803565329,"['ARID1A', 'TFRC', 'VEGFA', 'AXIN2', 'NT5E', 'APEX2', 'ZBTB7A', 'RPAIN', 'FMR1', 'PIAS4', 'PSMB10', 'PPARG', 'SIRT6', 'NPM1']"
GO:2001258~negative regulation of cation channel activity,3,0.271813369,"2922, 2669, 2332",291,2.929805943,"['GRP', 'GEM', 'FMR1']"
GO:0051928~positive regulation of calcium ion transport,4,0.32627706,"4283, 9456, 117, 6348",291,1.98235626,"['CXCL9', 'HOMER1', 'ADCYAP1R1', 'CCL3']"
GO:0010959~regulation of metal ion transport,9,0.339731597,"2922, 2669, 4283, 9456, 567, 117, 2332, 6348, 483",291,1.361458798,"['GRP', 'GEM', 'CXCL9', 'HOMER1', 'B2M', 'ADCYAP1R1', 'FMR1', 'CCL3', 'ATP1B3']"
GO:0051924~regulation of calcium ion transport,6,0.417381492,"2669, 4283, 9456, 117, 2332, 6348",291,1.423048601,"['GEM', 'CXCL9', 'HOMER1', 'ADCYAP1R1', 'FMR1', 'CCL3']"
GO:0032413~negative regulation of ion transmembrane transporter activity,3,0.423607762,"2922, 2669, 2332",291,2.07527921,"['GRP', 'GEM', 'FMR1']"
GO:0030001~metal ion transport,16,0.423786128,"89780, 4283, 3780, 7037, 9456, 94033, 483, 28968, 2922, 2669, 567, 117, 2332, 6348, 84102, 6948",291,1.141292111,"['WNT3A', 'CXCL9', 'KCNN1', 'TFRC', 'HOMER1', 'FTMT', 'ATP1B3', 'SLC6A16', 'GRP', 'GEM', 'B2M', 'ADCYAP1R1', 'FMR1', 'CCL3', 'SLC41A2', 'TCN2']"
GO:1904063~negative regulation of cation transmembrane transport,3,0.474019909,"2922, 2669, 2332",291,1.879498152,"['GRP', 'GEM', 'FMR1']"
GO:0072511~divalent inorganic cation transport,9,0.511861523,"2669, 89780, 4283, 9456, 117, 2332, 6348, 84102, 6948",291,1.16054449,"['GEM', 'WNT3A', 'CXCL9', 'HOMER1', 'ADCYAP1R1', 'FMR1', 'CCL3', 'SLC41A2', 'TCN2']"
GO:0034766~negative regulation of ion transmembrane transport,3,0.521685833,"2922, 2669, 2332",291,1.717472449,"['GRP', 'GEM', 'FMR1']"
GO:0032410~negative regulation of transporter activity,3,0.539928869,"2922, 2669, 2332",291,1.660223368,"['GRP', 'GEM', 'FMR1']"
GO:0032409~regulation of transporter activity,6,0.572472399,"2922, 2669, 9456, 2332, 5468, 483",291,1.182354921,"['GRP', 'GEM', 'HOMER1', 'FMR1', 'PPARG', 'ATP1B3']"
GO:2001257~regulation of cation channel activity,4,0.593395602,"2922, 2669, 9456, 2332",291,1.302135975,"['GRP', 'GEM', 'HOMER1', 'FMR1']"
GO:0034763~negative regulation of transmembrane transport,3,0.599924461,"2922, 2669, 2332",291,1.486767195,"['GRP', 'GEM', 'FMR1']"
GO:0090279~regulation of calcium ion import,3,0.623778791,"4283, 9456, 6348",291,1.423048601,"['CXCL9', 'HOMER1', 'CCL3']"
GO:0032412~regulation of ion transmembrane transporter activity,5,0.643709169,"2922, 2669, 9456, 2332, 483",291,1.133258271,"['GRP', 'GEM', 'HOMER1', 'FMR1', 'ATP1B3']"
GO:0070838~divalent metal ion transport,8,0.651085854,"2669, 89780, 4283, 9456, 117, 2332, 6348, 84102",291,1.037639605,"['GEM', 'WNT3A', 'CXCL9', 'HOMER1', 'ADCYAP1R1', 'FMR1', 'CCL3', 'SLC41A2']"
GO:0022898~regulation of transmembrane transporter activity,5,0.674538999,"2922, 2669, 9456, 2332, 483",291,1.088671061,"['GRP', 'GEM', 'HOMER1', 'FMR1', 'ATP1B3']"
GO:0006816~calcium ion transport,7,0.69162187,"2669, 89780, 4283, 9456, 117, 2332, 6348",291,1.010570746,"['GEM', 'WNT3A', 'CXCL9', 'HOMER1', 'ADCYAP1R1', 'FMR1', 'CCL3']"
GO:0043270~positive regulation of ion transport,5,0.694045429,"4283, 9456, 117, 6348, 483",291,1.060845602,"['CXCL9', 'HOMER1', 'ADCYAP1R1', 'CCL3', 'ATP1B3']"
GO:1904062~regulation of cation transmembrane transport,6,0.703569531,"2922, 2669, 4283, 9456, 2332, 483",291,1.016463286,"['GRP', 'GEM', 'CXCL9', 'HOMER1', 'FMR1', 'ATP1B3']"
GO:0006812~cation transport,18,0.723382175,"89780, 4283, 9551, 3780, 7037, 9456, 94033, 483, 28968, 2922, 2669, 567, 117, 2332, 6348, 84102, 6834, 6948",291,0.940488454,"['WNT3A', 'CXCL9', 'ATP5MF', 'KCNN1', 'TFRC', 'HOMER1', 'FTMT', 'ATP1B3', 'SLC6A16', 'GRP', 'GEM', 'B2M', 'ADCYAP1R1', 'FMR1', 'CCL3', 'SLC41A2', 'SURF1', 'TCN2']"
GO:0043271~negative regulation of ion transport,3,0.744197341,"2922, 2669, 2332",291,1.131970478,"['GRP', 'GEM', 'FMR1']"
GO:1903169~regulation of calcium ion transmembrane transport,3,0.763376705,"2669, 4283, 2332",291,1.088671061,"['GEM', 'CXCL9', 'FMR1']"
GO:0070588~calcium ion transmembrane transport,5,0.777144005,"2669, 89780, 4283, 2332, 6348",291,0.943308732,"['GEM', 'WNT3A', 'CXCL9', 'FMR1', 'CCL3']"
GO:0098662~inorganic cation transmembrane transport,12,0.777349086,"2922, 2669, 89780, 4283, 9551, 3780, 2332, 6348, 6834, 84102, 483, 28968",291,0.902499679,"['GRP', 'GEM', 'WNT3A', 'CXCL9', 'ATP5MF', 'KCNN1', 'FMR1', 'CCL3', 'SURF1', 'SLC41A2', 'ATP1B3', 'SLC6A16']"
GO:0006811~ion transport,24,0.802927038,"5360, 89780, 4283, 9551, 3780, 7037, 9456, 94033, 483, 28968, 2922, 2669, 1645, 2348, 1378, 567, 117, 2167, 2332, 6348, 5468, 84102, 6834, 6948",291,0.895904684,"['PLTP', 'WNT3A', 'CXCL9', 'ATP5MF', 'KCNN1', 'TFRC', 'HOMER1', 'FTMT', 'ATP1B3', 'SLC6A16', 'GRP', 'GEM', 'AKR1C1', 'FOLR1', 'CR1', 'B2M', 'ADCYAP1R1', 'FABP4', 'FMR1', 'CCL3', 'PPARG', 'SLC41A2', 'SURF1', 'TCN2']"
GO:0060402~calcium ion transport into cytosol,3,0.834015507,"4283, 117, 6348",291,0.930966374,"['CXCL9', 'ADCYAP1R1', 'CCL3']"
GO:0098655~cation transmembrane transport,13,0.835390612,"89780, 4283, 9551, 3780, 9456, 483, 28968, 2922, 2669, 2332, 6348, 84102, 6834",291,0.853922998,"['WNT3A', 'CXCL9', 'ATP5MF', 'KCNN1', 'HOMER1', 'ATP1B3', 'SLC6A16', 'GRP', 'GEM', 'FMR1', 'CCL3', 'SLC41A2', 'SURF1']"
GO:0060401~cytosolic calcium ion transport,3,0.855832967,"4283, 117, 6348",291,0.881534532,"['CXCL9', 'ADCYAP1R1', 'CCL3']"
GO:0098660~inorganic ion transmembrane transport,12,0.874906748,"2922, 2669, 89780, 4283, 9551, 3780, 2332, 6348, 6834, 84102, 483, 28968",291,0.813170629,"['GRP', 'GEM', 'WNT3A', 'CXCL9', 'ATP5MF', 'KCNN1', 'FMR1', 'CCL3', 'SURF1', 'SLC41A2', 'ATP1B3', 'SLC6A16']"
GO:0043269~regulation of ion transport,9,0.889389648,"2922, 2669, 4283, 9456, 567, 117, 2332, 6348, 483",291,0.784357497,"['GRP', 'GEM', 'CXCL9', 'HOMER1', 'B2M', 'ADCYAP1R1', 'FMR1', 'CCL3', 'ATP1B3']"
GO:0034765~regulation of ion transmembrane transport,6,0.898164822,"2922, 2669, 4283, 9456, 2332, 483",291,0.758959254,"['GRP', 'GEM', 'CXCL9', 'HOMER1', 'FMR1', 'ATP1B3']"
GO:0042391~regulation of membrane potential,5,0.91388792,"2922, 151647, 567, 2332, 483",291,0.728168144,"['GRP', 'TAFA4', 'B2M', 'FMR1', 'ATP1B3']"
GO:0034762~regulation of transmembrane transport,6,0.922265821,"2922, 2669, 4283, 9456, 2332, 483",291,0.717934429,"['GRP', 'GEM', 'CXCL9', 'HOMER1', 'FMR1', 'ATP1B3']"
GO:0034220~ion transmembrane transport,13,0.966648383,"89780, 4283, 9551, 3780, 9456, 483, 28968, 2922, 2669, 2332, 6348, 84102, 6834",291,0.690652921,"['WNT3A', 'CXCL9', 'ATP5MF', 'KCNN1', 'HOMER1', 'ATP1B3', 'SLC6A16', 'GRP', 'GEM', 'FMR1', 'CCL3', 'SLC41A2', 'SURF1']"
GO:0055085~transmembrane transport,16,0.98563853,"5195, 89780, 4283, 9551, 3780, 6563, 9456, 483, 28968, 2922, 2669, 2332, 6348, 5699, 84102, 6834",291,0.659964569,"['PEX14', 'WNT3A', 'CXCL9', 'ATP5MF', 'KCNN1', 'SLC14A1', 'HOMER1', 'ATP1B3', 'SLC6A16', 'GRP', 'GEM', 'FMR1', 'CCL3', 'PSMB10', 'SLC41A2', 'SURF1']"
GO:0045840~positive regulation of mitotic nuclear division,3,0.271813369,"51434, 3481, 5925",291,2.929805943,"['ANAPC7', 'IGF2', 'RB1']"
GO:0033045~regulation of sister chromatid segregation,4,0.297554032,"8289, 8313, 51434, 5925",291,2.091619991,"['ARID1A', 'AXIN2', 'ANAPC7', 'RB1']"
GO:0051785~positive regulation of nuclear division,3,0.370824522,"51434, 3481, 5925",291,2.316590746,"['ANAPC7', 'IGF2', 'RB1']"
GO:2000134~negative regulation of G1/S transition of mitotic cell cycle,3,0.40275198,"90, 5934, 5925",291,2.16550874,"['ACVR1', 'RBL2', 'RB1']"
GO:0030071~regulation of mitotic metaphase/anaphase transition,3,0.413225681,"8289, 51434, 5925",291,2.119434086,"['ARID1A', 'ANAPC7', 'RB1']"
GO:1902099~regulation of metaphase/anaphase transition of cell cycle,3,0.428763232,"8289, 51434, 5925",291,2.053884579,"['ARID1A', 'ANAPC7', 'RB1']"
GO:0051983~regulation of chromosome segregation,4,0.439648156,"8289, 8313, 51434, 5925",291,1.639726783,"['ARID1A', 'AXIN2', 'ANAPC7', 'RB1']"
GO:0010948~negative regulation of cell cycle process,6,0.443498444,"90, 3135, 5699, 5934, 4869, 5925",291,1.378732208,"['ACVR1', 'HLA-G', 'PSMB10', 'RBL2', 'NPM1', 'RB1']"
GO:0010965~regulation of mitotic sister chromatid separation,3,0.444082006,"8289, 51434, 5925",291,1.992268041,"['ARID1A', 'ANAPC7', 'RB1']"
GO:0044784~metaphase/anaphase transition of cell cycle,3,0.444082006,"8289, 51434, 5925",291,1.992268041,"['ARID1A', 'ANAPC7', 'RB1']"
GO:1902807~negative regulation of cell cycle G1/S phase transition,3,0.459170822,"90, 5934, 5925",291,1.934240817,"['ACVR1', 'RBL2', 'RB1']"
GO:0051306~mitotic sister chromatid separation,3,0.459170822,"8289, 51434, 5925",291,1.934240817,"['ARID1A', 'ANAPC7', 'RB1']"
GO:0033047~regulation of mitotic sister chromatid segregation,3,0.512384967,"8289, 51434, 5925",291,1.747603545,"['ARID1A', 'ANAPC7', 'RB1']"
GO:1905818~regulation of chromosome separation,3,0.517050216,"8289, 51434, 5925",291,1.732406992,"['ARID1A', 'ANAPC7', 'RB1']"
GO:0010564~regulation of cell cycle process,12,0.541439838,"8289, 201161, 8313, 90, 3135, 51434, 5699, 3481, 58490, 5934, 4869, 5925",291,1.088671061,"['ARID1A', 'CENPV', 'AXIN2', 'ACVR1', 'HLA-G', 'ANAPC7', 'PSMB10', 'IGF2', 'RPRD1B', 'RBL2', 'NPM1', 'RB1']"
GO:2000045~regulation of G1/S transition of mitotic cell cycle,4,0.559544253,"8289, 90, 5934, 5925",291,1.383519473,"['ARID1A', 'ACVR1', 'RBL2', 'RB1']"
GO:0090068~positive regulation of cell cycle process,5,0.61937217,"201161, 51434, 3481, 4869, 5925",291,1.169171386,"['CENPV', 'ANAPC7', 'IGF2', 'NPM1', 'RB1']"
GO:0051304~chromosome separation,3,0.619880509,"8289, 51434, 5925",291,1.433286361,"['ARID1A', 'ANAPC7', 'RB1']"
GO:1901987~regulation of cell cycle phase transition,7,0.64355001,"8289, 90, 51434, 5699, 5934, 4869, 5925",291,1.06375868,"['ARID1A', 'ACVR1', 'ANAPC7', 'PSMB10', 'RBL2', 'NPM1', 'RB1']"
GO:1902806~regulation of cell cycle G1/S phase transition,4,0.653355533,"8289, 90, 5934, 5925",291,1.191191654,"['ARID1A', 'ACVR1', 'RBL2', 'RB1']"
GO:1901991~negative regulation of mitotic cell cycle phase transition,4,0.65928605,"90, 5699, 5934, 5925",291,1.180603284,"['ACVR1', 'PSMB10', 'RBL2', 'RB1']"
GO:0007088~regulation of mitotic nuclear division,4,0.673791961,"8289, 51434, 3481, 5925",291,1.154937995,"['ARID1A', 'ANAPC7', 'IGF2', 'RB1']"
GO:1901990~regulation of mitotic cell cycle phase transition,6,0.703569531,"8289, 90, 51434, 5699, 5934, 5925",291,1.016463286,"['ARID1A', 'ACVR1', 'ANAPC7', 'PSMB10', 'RBL2', 'RB1']"
GO:1901988~negative regulation of cell cycle phase transition,4,0.704096728,"90, 5699, 5934, 5925",291,1.102222983,"['ACVR1', 'PSMB10', 'RBL2', 'RB1']"
GO:0000819~sister chromatid segregation,4,0.706742598,"8289, 8313, 51434, 5925",291,1.097668342,"['ARID1A', 'AXIN2', 'ANAPC7', 'RB1']"
GO:0098813~nuclear chromosome segregation,5,0.717242536,"2669, 8289, 8313, 51434, 5925",291,1.028002085,"['GEM', 'ARID1A', 'AXIN2', 'ANAPC7', 'RB1']"
GO:0051783~regulation of nuclear division,4,0.753624152,"8289, 51434, 3481, 5925",291,1.017761451,"['ARID1A', 'ANAPC7', 'IGF2', 'RB1']"
GO:0045931~positive regulation of mitotic cell cycle,3,0.77120852,"51434, 3481, 5925",291,1.07111185,"['ANAPC7', 'IGF2', 'RB1']"
GO:0044843~cell cycle G1/S phase transition,4,0.800193706,"8289, 90, 5934, 5925",291,0.938642187,"['ARID1A', 'ACVR1', 'RBL2', 'RB1']"
GO:0045786~negative regulation of cell cycle,6,0.800888037,"90, 3135, 5699, 5934, 4869, 5925",291,0.895401367,"['ACVR1', 'HLA-G', 'PSMB10', 'RBL2', 'NPM1', 'RB1']"
GO:0045930~negative regulation of mitotic cell cycle,4,0.804039051,"90, 5699, 5934, 5925",291,0.932055224,"['ACVR1', 'PSMB10', 'RBL2', 'RB1']"
GO:0045787~positive regulation of cell cycle,5,0.828129674,"201161, 51434, 3481, 4869, 5925",291,0.869226894,"['CENPV', 'ANAPC7', 'IGF2', 'NPM1', 'RB1']"
GO:0000082~G1/S transition of mitotic cell cycle,3,0.832069241,"90, 5934, 5925",291,0.935337109,"['ACVR1', 'RBL2', 'RB1']"
GO:0000070~mitotic sister chromatid segregation,3,0.834015507,"8289, 51434, 5925",291,0.930966374,"['ARID1A', 'ANAPC7', 'RB1']"
GO:0007059~chromosome segregation,5,0.837079836,"2669, 8289, 8313, 51434, 5925",291,0.855785241,"['GEM', 'ARID1A', 'AXIN2', 'ANAPC7', 'RB1']"
GO:0044770~cell cycle phase transition,7,0.854660059,"8289, 90, 51434, 5699, 5934, 4869, 5925",291,0.822765563,"['ARID1A', 'ACVR1', 'ANAPC7', 'PSMB10', 'RBL2', 'NPM1', 'RB1']"
GO:0044772~mitotic cell cycle phase transition,6,0.879767439,"8289, 90, 51434, 5699, 5934, 5925",291,0.787457724,"['ARID1A', 'ACVR1', 'ANAPC7', 'PSMB10', 'RBL2', 'RB1']"
GO:0007346~regulation of mitotic cell cycle,7,0.899665561,"8289, 90, 51434, 5699, 3481, 5934, 5925",291,0.760822493,"['ARID1A', 'ACVR1', 'ANAPC7', 'PSMB10', 'IGF2', 'RBL2', 'RB1']"
GO:0007067~mitotic nuclear division,4,0.901055579,"8289, 51434, 3481, 5925",291,0.754646985,"['ARID1A', 'ANAPC7', 'IGF2', 'RB1']"
GO:0051726~regulation of cell cycle,13,0.953209638,"8289, 8313, 51191, 3481, 58490, 201161, 90, 3135, 51434, 5699, 5934, 4869, 5925",291,0.717039993,"['ARID1A', 'AXIN2', 'HERC5', 'IGF2', 'RPRD1B', 'CENPV', 'ACVR1', 'HLA-G', 'ANAPC7', 'PSMB10', 'RBL2', 'NPM1', 'RB1']"
GO:0022402~cell cycle process,13,0.975804002,"8289, 8313, 3481, 2669, 201161, 402, 90, 3135, 51434, 5699, 5934, 4869, 5925",291,0.668201355,"['ARID1A', 'AXIN2', 'IGF2', 'GEM', 'CENPV', 'ARL2', 'ACVR1', 'HLA-G', 'ANAPC7', 'PSMB10', 'RBL2', 'NPM1', 'RB1']"
GO:0007049~cell cycle,19,0.976655716,"8289, 8313, 10907, 51191, 3481, 58490, 2669, 201161, 1389, 27301, 402, 90, 3135, 51434, 5699, 4602, 5934, 4869, 5925",291,0.706082686,"['ARID1A', 'AXIN2', 'TXNL4A', 'HERC5', 'IGF2', 'RPRD1B', 'GEM', 'CENPV', 'CREBL2', 'APEX2', 'ARL2', 'ACVR1', 'HLA-G', 'ANAPC7', 'PSMB10', 'MYB', 'RBL2', 'NPM1', 'RB1']"
GO:0048285~organelle fission,5,0.977179889,"8289, 51434, 5468, 3481, 5925",291,0.568569646,"['ARID1A', 'ANAPC7', 'PPARG', 'IGF2', 'RB1']"
GO:0000278~mitotic cell cycle,9,0.981677158,"2669, 8289, 90, 51434, 5699, 4602, 3481, 5934, 5925",291,0.609877972,"['GEM', 'ARID1A', 'ACVR1', 'ANAPC7', 'PSMB10', 'MYB', 'IGF2', 'RBL2', 'RB1']"
GO:1903047~mitotic cell cycle process,7,0.985817502,"8289, 90, 51434, 5699, 3481, 5934, 5925",291,0.564839056,"['ARID1A', 'ACVR1', 'ANAPC7', 'PSMB10', 'IGF2', 'RBL2', 'RB1']"
GO:0000280~nuclear division,4,0.988992214,"8289, 51434, 3481, 5925",291,0.489200256,"['ARID1A', 'ANAPC7', 'IGF2', 'RB1']"
GO:0006110~regulation of glycolytic process,3,0.194301472,"51341, 402, 51548",291,3.689385262,"['ZBTB7A', 'ARL2', 'SIRT6']"
GO:0043470~regulation of carbohydrate catabolic process,3,0.249530491,"51341, 402, 51548",291,3.112918814,"['ZBTB7A', 'ARL2', 'SIRT6']"
GO:0051196~regulation of coenzyme metabolic process,3,0.271813369,"51341, 402, 51548",291,2.929805943,"['ZBTB7A', 'ARL2', 'SIRT6']"
GO:0051193~regulation of cofactor metabolic process,3,0.321758113,"51341, 402, 51548",291,2.587361093,"['ZBTB7A', 'ARL2', 'SIRT6']"
GO:0043467~regulation of generation of precursor metabolites and energy,4,0.346799832,"51341, 402, 51548, 3481",291,1.911048481,"['ZBTB7A', 'ARL2', 'SIRT6', 'IGF2']"
GO:1903578~regulation of ATP metabolic process,3,0.474019909,"51341, 402, 51548",291,1.879498152,"['ZBTB7A', 'ARL2', 'SIRT6']"
GO:0016052~carbohydrate catabolic process,4,0.523636804,"51341, 402, 51548, 4758",291,1.459537027,"['ZBTB7A', 'ARL2', 'SIRT6', 'NEU1']"
GO:0009132~nucleoside diphosphate metabolic process,3,0.595840171,"4907, 953, 51548",291,1.497945896,"['NT5E', 'ENTPD1', 'SIRT6']"
GO:0006732~coenzyme metabolic process,6,0.638112333,"2348, 9563, 8875, 51341, 402, 51548",291,1.097668342,"['FOLR1', 'H6PD', 'VNN2', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:0046034~ATP metabolic process,5,0.677023331,"9551, 4907, 51341, 402, 51548",291,1.085113312,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:0051186~cofactor metabolic process,7,0.716830222,"1645, 2348, 9563, 8875, 51341, 402, 51548",291,0.982796074,"['AKR1C1', 'FOLR1', 'H6PD', 'VNN2', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:0009205~purine ribonucleoside triphosphate metabolic process,5,0.743345713,"9551, 4907, 51341, 402, 51548",291,0.99117813,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:0009144~purine nucleoside triphosphate metabolic process,5,0.753669488,"9551, 4907, 51341, 402, 51548",291,0.976601981,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:0009199~ribonucleoside triphosphate metabolic process,5,0.757708954,"9551, 4907, 51341, 402, 51548",291,0.970890858,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:1900542~regulation of purine nucleotide metabolic process,3,0.758027567,"51341, 402, 51548",291,1.100700575,"['ZBTB7A', 'ARL2', 'SIRT6']"
GO:0006140~regulation of nucleotide metabolic process,3,0.768623278,"51341, 402, 51548",291,1.076901644,"['ZBTB7A', 'ARL2', 'SIRT6']"
GO:0009126~purine nucleoside monophosphate metabolic process,5,0.769521461,"9551, 4907, 51341, 402, 51548",291,0.954151361,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:0009167~purine ribonucleoside monophosphate metabolic process,5,0.769521461,"9551, 4907, 51341, 402, 51548",291,0.954151361,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:0009141~nucleoside triphosphate metabolic process,5,0.79179302,"9551, 4907, 51341, 402, 51548",291,0.922346315,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:0009161~ribonucleoside monophosphate metabolic process,5,0.803971624,"9551, 4907, 51341, 402, 51548",291,0.904753879,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:0009123~nucleoside monophosphate metabolic process,5,0.829649018,"9551, 4907, 51341, 402, 51548",291,0.866957372,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6']"
GO:0006091~generation of precursor metabolites and energy,6,0.846307966,"51052, 51341, 402, 6834, 51548, 3481",291,0.835332512,"['PRLH', 'ZBTB7A', 'ARL2', 'SURF1', 'SIRT6', 'IGF2']"
GO:0019693~ribose phosphate metabolic process,7,0.851223893,"9551, 9563, 4907, 51341, 402, 51548, 4879",291,0.82715755,"['ATP5MF', 'H6PD', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6', 'NPPB']"
GO:0006753~nucleoside phosphate metabolic process,8,0.889230364,"9551, 9563, 4907, 51341, 402, 953, 51548, 4879",291,0.780134328,"['ATP5MF', 'H6PD', 'NT5E', 'ZBTB7A', 'ARL2', 'ENTPD1', 'SIRT6', 'NPPB']"
GO:0009150~purine ribonucleotide metabolic process,6,0.897260684,"9551, 4907, 51341, 402, 51548, 4879",291,0.760407649,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6', 'NPPB']"
GO:0006163~purine nucleotide metabolic process,6,0.909307411,"9551, 4907, 51341, 402, 51548, 4879",291,0.74062009,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6', 'NPPB']"
GO:0009259~ribonucleotide metabolic process,6,0.914081797,"9551, 4907, 51341, 402, 51548, 4879",291,0.732451486,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6', 'NPPB']"
GO:0072522~purine-containing compound biosynthetic process,3,0.918321926,"9551, 4907, 4879",291,0.729768513,"['ATP5MF', 'NT5E', 'NPPB']"
GO:0055086~nucleobase-containing small molecule metabolic process,8,0.921854084,"9551, 9563, 4907, 51341, 402, 953, 51548, 4879",291,0.732788245,"['ATP5MF', 'H6PD', 'NT5E', 'ZBTB7A', 'ARL2', 'ENTPD1', 'SIRT6', 'NPPB']"
GO:0072521~purine-containing compound metabolic process,6,0.937188663,"9551, 4907, 51341, 402, 51548, 4879",291,0.689366104,"['ATP5MF', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6', 'NPPB']"
GO:0009117~nucleotide metabolic process,7,0.940598163,"9551, 9563, 4907, 51341, 402, 51548, 4879",291,0.691759737,"['ATP5MF', 'H6PD', 'NT5E', 'ZBTB7A', 'ARL2', 'SIRT6', 'NPPB']"
GO:0019637~organophosphate metabolic process,12,0.967152397,"9388, 9551, 9563, 4907, 51341, 402, 117, 953, 1120, 51548, 84947, 4879",291,0.681699929,"['LIPG', 'ATP5MF', 'H6PD', 'NT5E', 'ZBTB7A', 'ARL2', 'ADCYAP1R1', 'ENTPD1', 'CHKB', 'SIRT6', 'SERAC1', 'NPPB']"
GO:0015718~monocarboxylic acid transport,3,0.807066147,"1645, 2167, 5468",291,0.99117813,"['AKR1C1', 'FABP4', 'PPARG']"
