GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0035308~negative regulation of protein dephosphorylation,3,0.165201367,"2932, 5524, 261726",416,4.098911199
GO:0010922~positive regulation of phosphatase activity,3,0.180584308,"3458, 4088, 5524",416,3.87119391
GO:0010923~negative regulation of phosphatase activity,3,0.204024146,"2932, 5524, 261726",416,3.573409763
GO:0035305~negative regulation of dephosphorylation,3,0.291651153,"2932, 5524, 261726",416,2.787259615
GO:0043666~regulation of phosphoprotein phosphatase activity,3,0.362609811,"2932, 5524, 261726",416,2.36208442
GO:0035304~regulation of protein dephosphorylation,3,0.584940798,"2932, 5524, 261726",416,1.531461327
GO:0045931~positive regulation of mitotic cell cycle,9,0.047801324,"8850, 8452, 5781, 6198, 1950, 5578, 207, 8877, 23326",416,2.247790012
GO:0045840~positive regulation of mitotic nuclear division,4,0.179534492,"8850, 8452, 1950, 8877",416,2.732607466
GO:0051785~positive regulation of nuclear division,4,0.281381734,"8850, 8452, 1950, 8877",416,2.160666369
GO:0045787~positive regulation of cell cycle,11,0.304645668,"8850, 8452, 5781, 6198, 1950, 5578, 207, 8877, 1490, 6714, 23326",416,1.337690042
GO:0090068~positive regulation of cell cycle process,6,0.732906881,"8850, 8452, 1950, 207, 8877, 1490",416,0.981429442
GO:0032717~negative regulation of interleukin-8 production,4,0.050862209,"5607, 307, 408, 56957",416,4.764546351
GO:0032637~interleukin-8 production,5,0.180855482,"5607, 6774, 307, 408, 56957",416,2.255064414
GO:0032677~regulation of interleukin-8 production,5,0.193837412,"5607, 6774, 307, 408, 56957",416,2.191241836
GO:0043433~negative regulation of sequence-specific DNA binding transcription factor activity,6,0.37605724,"5607, 307, 3066, 408, 5813, 9817",416,1.482584902
GO:0032088~negative regulation of NF-kappaB transcription factor activity,3,0.596801892,"5607, 307, 408",416,1.498526675
GO:0001541~ovarian follicle development,4,0.133277889,"596, 4089, 7337, 6714",416,3.149445893
GO:0048754~branching morphogenesis of an epithelial tube,6,0.248771141,"374, 596, 3611, 1950, 4089, 6714",416,1.775324596
GO:0022602~ovulation cycle process,4,0.310740214,"596, 4089, 7337, 6714",416,2.041948436
GO:0048511~rhythmic process,10,0.346812263,"8850, 2932, 596, 4089, 7337, 5501, 5601, 3066, 8087, 6714",416,1.312269122
GO:0061138~morphogenesis of a branching epithelium,6,0.37605724,"374, 596, 3611, 1950, 4089, 6714",416,1.482584902
GO:0042698~ovulation cycle,4,0.44440111,"596, 4089, 7337, 6714",416,1.629976383
GO:0001763~morphogenesis of a branching structure,6,0.455791602,"374, 596, 3611, 1950, 4089, 6714",416,1.34650223
GO:0032368~regulation of lipid transport,7,0.117532069,"6342, 5781, 1950, 5321, 207, 208, 26119",416,2.097937345
GO:1905952~regulation of lipid localization,8,0.11996604,"6342, 5781, 1950, 5321, 10938, 207, 208, 26119",416,1.935596955
GO:1905954~positive regulation of lipid localization,4,0.433082004,"6342, 5321, 10938, 26119",416,1.659083104
GO:0032371~regulation of sterol transport,3,0.52842013,"6342, 1950, 26119",416,1.699548546
GO:0032374~regulation of cholesterol transport,3,0.52842013,"6342, 1950, 26119",416,1.699548546
GO:0032370~positive regulation of lipid transport,3,0.560452896,"6342, 5321, 26119",416,1.601873342
GO:0010803~regulation of tumor necrosis factor-mediated signaling pathway,4,0.148206447,"3093, 79444, 8877, 9261",416,2.99705335
GO:0060759~regulation of response to cytokine stimulus,7,0.207449117,"3093, 5607, 79444, 5781, 8877, 8767, 9261",416,1.757731289
GO:0001959~regulation of cytokine-mediated signaling pathway,6,0.314824681,"3093, 79444, 5781, 8877, 8767, 9261",416,1.611132726
GO:0030902~hindbrain development,8,0.059208459,"26470, 596, 4086, 5781, 1950, 1399, 471, 2648",416,2.308289537
GO:0022037~metencephalon development,6,0.110613546,"26470, 596, 5781, 1399, 471, 2648",416,2.36208442
GO:0021549~cerebellum development,4,0.410201507,"26470, 5781, 1399, 471",416,1.720530627
GO:0035264~multicellular organism growth,3,0.786151161,"596, 5781, 2648",416,1.040022245
GO:1901673~regulation of mitotic spindle assembly,3,0.093161249,"79643, 27243, 4733",416,5.806790865
GO:0007052~mitotic spindle organization,6,0.125713895,"3837, 79643, 27243, 5524, 4733, 51119",416,2.266064728
GO:1902850~microtubule cytoskeleton organization involved in mitosis,6,0.132006977,"3837, 79643, 27243, 5524, 4733, 51119",416,2.229807692
GO:0090169~regulation of spindle assembly,3,0.165201367,"79643, 27243, 4733",416,4.098911199
GO:0060236~regulation of mitotic spindle organization,3,0.243709075,"79643, 27243, 4733",416,3.167340472
GO:0090224~regulation of spindle organization,3,0.27567972,"79643, 27243, 4733",416,2.903395433
GO:0007051~spindle organization,7,0.288052831,"3837, 140609, 79643, 27243, 5524, 4733, 51119",416,1.563366771
GO:0051225~spindle assembly,5,0.334693915,"3837, 140609, 79643, 27243, 4733",416,1.707879666
GO:0010770~positive regulation of cell morphogenesis involved in differentiation,8,0.062417458,"673, 4352, 3611, 1399, 2664, 23011, 9798, 81565",416,2.279966966
GO:0061387~regulation of extent of cell growth,5,0.234352375,"2932, 2664, 23011, 9798, 81565",416,2.019753344
GO:0050772~positive regulation of axonogenesis,4,0.269704526,"673, 2664, 9798, 81565",416,2.212110806
GO:0050770~regulation of axonogenesis,6,0.359156104,"2932, 673, 2664, 23011, 9798, 81565",416,1.514815008
GO:0030516~regulation of axon extension,4,0.363683744,"2932, 2664, 23011, 81565",416,1.858173077
GO:0021766~hippocampus development,4,0.32251761,"2932, 1399, 55236, 8087",416,1.998035567
GO:0021761~limbic system development,4,0.504895659,"2932, 1399, 55236, 8087",416,1.486538462
GO:0035966~response to topologically incorrect protein,8,0.06914835,"2081, 3329, 1965, 11080, 8452, 3337, 4287, 23197",416,2.225356978
GO:0006986~response to unfolded protein,6,0.201924636,"2081, 3329, 1965, 11080, 3337, 23197",416,1.922248011
GO:0035967~cellular response to topologically incorrect protein,5,0.276665761,"2081, 3329, 1965, 8452, 4287",416,1.873158344
GO:0034620~cellular response to unfolded protein,3,0.65748426,"2081, 3329, 1965",416,1.340028661
GO:2000179~positive regulation of neural precursor cell proliferation,4,0.158445125,"1950, 4067, 7424, 4673",416,2.903395433
GO:2000177~regulation of neural precursor cell proliferation,5,0.176594834,"3611, 1950, 4067, 7424, 4673",416,2.277172888
GO:0061351~neural precursor cell proliferation,5,0.441382702,"3611, 1950, 4067, 7424, 4673",416,1.470073637
GO:0050804~modulation of synaptic transmission,18,0.043505597,"9101, 6198, 5594, 5595, 22839, 8775, 29, 8087, 2932, 673, 952, 2332, 7337, 5601, 5579, 6714, 1759, 2648",416,1.669017734
GO:0007267~cell-cell signaling,44,0.12161915,"6197, 64130, 8452, 9101, 5781, 8994, 22839, 8775, 6477, 94121, 374, 572, 55585, 673, 3458, 3611, 1950, 1455, 952, 53944, 5579, 5019, 2648, 5594, 5495, 4087, 4088, 4286, 7432, 4067, 4089, 4287, 5894, 3033, 8087, 3371, 9097, 2932, 1267, 2332, 207, 9727, 5007, 6714",416,1.223946338
GO:0048167~regulation of synaptic plasticity,7,0.309144558,"2932, 673, 5594, 952, 2332, 8087, 2648",416,1.519534058
GO:0098916~anterograde trans-synaptic signaling,18,0.367031329,"6197, 64130, 9101, 5594, 4287, 22839, 8775, 8087, 9097, 2932, 673, 1267, 952, 2332, 207, 5579, 6714, 2648",416,1.172760006
GO:0007268~chemical synaptic transmission,18,0.367031329,"6197, 64130, 9101, 5594, 4287, 22839, 8775, 8087, 9097, 2932, 673, 1267, 952, 2332, 207, 5579, 6714, 2648",416,1.172760006
GO:0099537~trans-synaptic signaling,18,0.387453651,"6197, 64130, 9101, 5594, 4287, 22839, 8775, 8087, 9097, 2932, 673, 1267, 952, 2332, 207, 5579, 6714, 2648",416,1.156539259
GO:0099536~synaptic signaling,18,0.415188432,"6197, 64130, 9101, 5594, 4287, 22839, 8775, 8087, 9097, 2932, 673, 1267, 952, 2332, 207, 5579, 6714, 2648",416,1.134569721
GO:1903201~regulation of oxidative stress-induced cell death,4,0.212453095,"2876, 207, 135112, 10314",416,2.511044699
GO:1903202~negative regulation of oxidative stress-induced cell death,3,0.283669586,"2876, 207, 135112",416,2.844142465
GO:1900408~negative regulation of cellular response to oxidative stress,3,0.307576252,"2876, 207, 135112",416,2.680057322
GO:1900407~regulation of cellular response to oxidative stress,4,0.316627956,"2876, 207, 135112, 10314",416,2.019753344
GO:1902883~negative regulation of response to oxidative stress,3,0.33919024,"2876, 207, 135112",416,2.488624657
GO:1902882~regulation of response to oxidative stress,4,0.375387146,"2876, 207, 135112, 10314",416,1.821738311
GO:0002697~regulation of immune effector process,16,0.075530262,"5495, 4067, 6772, 7454, 2241, 5094, 9261, 282618, 3329, 79465, 3458, 60489, 8767, 959, 26060, 7409",416,1.605333112
GO:0002252~immune effector process,25,0.244365921,"4352, 6772, 6774, 9261, 282618, 596, 3458, 8767, 3635, 959, 5450, 5495, 7454, 4067, 2241, 3251, 5094, 3329, 79465, 51251, 60489, 867, 6714, 26060, 7409",416,1.213540411
GO:0002699~positive regulation of immune effector process,8,0.393664991,"3329, 79465, 3458, 4067, 2241, 8767, 9261, 7409",416,1.327266484
GO:0002443~leukocyte mediated immunity,11,0.609761275,"3329, 79465, 4352, 4067, 7454, 867, 2241, 3251, 3635, 959, 7409",416,1.042852237
GO:0038128~ERBB2 signaling pathway,3,0.056124155,"374, 1950, 6714",416,7.742387821
GO:0072088~nephron epithelium morphogenesis,4,0.246535146,"596, 3611, 6772, 4089",416,2.322716346
GO:0072028~nephron morphogenesis,4,0.263886525,"596, 3611, 6772, 4089",416,2.238762743
GO:0061098~positive regulation of protein tyrosine kinase activity,3,0.267685028,"374, 1950, 6714",416,2.965169804
GO:0048546~digestive tract morphogenesis,3,0.291651153,"596, 4087, 4088",416,2.787259615
GO:0051897~positive regulation of protein kinase B signaling,5,0.300694333,"374, 2876, 8644, 1950, 6714",416,1.800555307
GO:0060993~kidney morphogenesis,4,0.363683744,"596, 3611, 6772, 4089",416,1.858173077
GO:0072080~nephron tubule development,4,0.369540313,"596, 3611, 6772, 4089",416,1.839775324
GO:0001658~branching involved in ureteric bud morphogenesis,3,0.378049215,"596, 3611, 4089",416,2.284639029
GO:0061326~renal tubule development,4,0.392857908,"596, 3611, 6772, 4089",416,1.769688645
GO:0051896~regulation of protein kinase B signaling,6,0.429333237,"374, 2876, 8644, 1950, 10193, 6714",416,1.386696326
GO:0060675~ureteric bud morphogenesis,3,0.430752427,"596, 3611, 4089",416,2.0494556
GO:0072171~mesonephric tubule morphogenesis,3,0.43809064,"596, 3611, 4089",416,2.019753344
GO:0072009~nephron epithelium development,4,0.488720387,"596, 3611, 6772, 4089",416,1.523092686
GO:0072078~nephron tubule morphogenesis,3,0.494843253,"596, 3611, 4089",416,1.809908841
GO:0061333~renal tubule morphogenesis,3,0.521826577,"596, 3611, 4089",416,1.720530627
GO:0001656~metanephros development,3,0.614114167,"596, 6772, 4089",416,1.451697716
GO:0072006~nephron development,4,0.662934891,"596, 3611, 6772, 4089",416,1.176058909
GO:2000027~regulation of organ morphogenesis,3,0.955932614,"596, 6772, 4089",416,0.619391026
GO:0006084~acetyl-CoA metabolic process,3,0.12795745,"1743, 8050, 1737",416,4.805620027
GO:0006637~acyl-CoA metabolic process,4,0.334297029,"1743, 54995, 8050, 1737",416,1.95597166
GO:0035383~thioester metabolic process,4,0.334297029,"1743, 54995, 8050, 1737",416,1.95597166
GO:0010811~positive regulation of cell-substrate adhesion,6,0.145006907,"2932, 673, 4088, 3611, 1399, 9647",416,2.160666369
GO:0001954~positive regulation of cell-matrix adhesion,3,0.354835847,"2932, 4088, 9647",416,2.402810013
GO:0008593~regulation of Notch signaling pathway,5,0.164026579,"5584, 6774, 207, 408, 6714",416,2.346178127
GO:0045747~positive regulation of Notch signaling pathway,3,0.27567972,"5584, 6774, 6714",416,2.903395433
GO:0007219~Notch signaling pathway,6,0.340210445,"5584, 6774, 207, 307, 408, 6714",416,1.557128277
GO:0051900~regulation of mitochondrial depolarization,3,0.061859059,"596, 2730, 6714",416,7.334893725
GO:0003254~regulation of membrane depolarization,3,0.27567972,"596, 2730, 6714",416,2.903395433
GO:2000021~regulation of ion homeostasis,7,0.438672899,"596, 4067, 2730, 7337, 84959, 6714, 2814",416,1.311210841
GO:0051899~membrane depolarization,3,0.554172086,"596, 2730, 6714",416,1.620499776
GO:0043276~anoikis,4,0.03875817,"596, 8517, 207, 6714",416,5.309065934
GO:0048477~oogenesis,5,0.229748934,"596, 8654, 219990, 207, 6714",416,2.037470479
GO:0048599~oocyte development,3,0.393330709,"596, 8654, 219990",416,2.212110806
GO:0007292~female gamete generation,5,0.407744279,"596, 8654, 219990, 207, 6714",416,1.538222746
GO:0009994~oocyte differentiation,3,0.423363664,"596, 8654, 219990",416,2.080044489
GO:0071456~cellular response to hypoxia,4,0.746036589,"572, 596, 4352, 6714",416,1.032318376
GO:0022011~myelination in peripheral nervous system,3,0.135240603,"3611, 207, 208",416,4.645432692
GO:0032292~peripheral nervous system axon ensheathment,3,0.135240603,"3611, 207, 208",416,4.645432692
GO:0014044~Schwann cell development,3,0.157600812,"3611, 207, 208",416,4.223120629
GO:0014037~Schwann cell differentiation,3,0.196169688,"3611, 207, 208",416,3.667446862
GO:0021782~glial cell development,5,0.234352375,"3458, 3611, 4067, 207, 208",416,2.019753344
GO:0007422~peripheral nervous system development,3,0.52842013,"3611, 207, 208",416,1.699548546
GO:0042552~myelination,4,0.54668527,"83700, 3611, 207, 208",416,1.397122614
GO:0008366~axon ensheathment,4,0.556807294,"83700, 3611, 207, 208",416,1.376424501
GO:0007272~ensheathment of neurons,4,0.556807294,"83700, 3611, 207, 208",416,1.376424501
GO:0045429~positive regulation of nitric oxide biosynthetic process,3,0.259689136,"3458, 4088, 207",416,3.029630017
GO:1904407~positive regulation of nitric oxide metabolic process,3,0.27567972,"3458, 4088, 207",416,2.903395433
GO:1903428~positive regulation of reactive oxygen species biosynthetic process,3,0.400907663,"3458, 4088, 207",416,2.177546575
GO:0045428~regulation of nitric oxide biosynthetic process,3,0.415925669,"3458, 4088, 207",416,2.111560315
GO:0006809~nitric oxide biosynthetic process,3,0.501679379,"3458, 4088, 207",416,1.786704882
GO:0046209~nitric oxide metabolic process,3,0.521826577,"3458, 4088, 207",416,1.720530627
GO:2001057~reactive nitrogen species metabolic process,3,0.534951823,"3458, 4088, 207",416,1.679072057
GO:1903426~regulation of reactive oxygen species biosynthetic process,3,0.687389518,"3458, 4088, 207",416,1.266936189
GO:1903409~reactive oxygen species biosynthetic process,3,0.775505502,"3458, 4088, 207",416,1.063839548
GO:0050931~pigment cell differentiation,3,0.188354578,"596, 4286, 10981",416,3.766567048
GO:0048066~developmental pigmentation,3,0.283669586,"596, 4286, 10981",416,2.844142465
GO:0043473~pigmentation,4,0.450027415,"596, 4286, 10913, 10981",416,1.615802676
GO:0044060~regulation of endocrine process,3,0.251695834,"5781, 4089, 9727",416,3.096955128
GO:0050886~endocrine process,4,0.316627956,"5781, 4089, 9727, 59272",416,2.019753344
GO:0060986~endocrine hormone secretion,3,0.33132327,"5781, 4089, 9727",416,2.533872378
GO:1904707~positive regulation of vascular smooth muscle cell proliferation,3,0.315513574,"2081, 26119, 6714",416,2.629490203
GO:1904705~regulation of vascular smooth muscle cell proliferation,3,0.619757254,"2081, 26119, 6714",416,1.436731761
GO:1990874~vascular smooth muscle cell proliferation,3,0.625336653,"2081, 26119, 6714",416,1.422071232
GO:0006403~RNA localization,8,0.225100193,"3837, 7884, 22948, 2332, 5813, 56648, 87178, 10204",416,1.615802676
GO:0050657~nucleic acid transport,7,0.237700104,"3837, 7884, 2332, 5813, 56648, 87178, 10204",416,1.676187054
GO:0050658~RNA transport,7,0.237700104,"3837, 7884, 2332, 5813, 56648, 87178, 10204",416,1.676187054
GO:0051236~establishment of RNA localization,7,0.248320037,"3837, 7884, 2332, 5813, 56648, 87178, 10204",416,1.650661363
GO:0015931~nucleobase-containing compound transport,7,0.44683861,"3837, 7884, 2332, 5813, 56648, 87178, 10204",416,1.300721154
GO:0051028~mRNA transport,4,0.581510707,"7884, 2332, 56648, 10204",416,1.327266484
GO:0070266~necroptotic process,3,0.251695834,"55072, 54936, 10105",416,3.096955128
GO:0010939~regulation of necrotic cell death,3,0.27567972,"55072, 54936, 10105",416,2.903395433
GO:0097300~programmed necrotic cell death,3,0.291651153,"55072, 54936, 10105",416,2.787259615
GO:0070265~necrotic cell death,3,0.43809064,"55072, 54936, 10105",416,2.019753344
GO:0033559~unsaturated fatty acid metabolic process,6,0.201924636,"6342, 2876, 8644, 5321, 9261, 284273",416,1.922248011
GO:0006690~icosanoid metabolic process,5,0.295866816,"2876, 8644, 5321, 9261, 284273",416,1.814622145
GO:0006692~prostanoid metabolic process,3,0.2996211,"8644, 5321, 284273",416,2.732607466
GO:0006693~prostaglandin metabolic process,3,0.2996211,"8644, 5321, 284273",416,2.732607466
GO:1901568~fatty acid derivative metabolic process,5,0.305530969,"2876, 8644, 5321, 9261, 284273",416,1.786704882
GO:0019369~arachidonic acid metabolic process,3,0.362609811,"2876, 8644, 5321",416,2.36208442
GO:0001676~long-chain fatty acid metabolic process,4,0.438752369,"6342, 2876, 8644, 5321",416,1.644400953
GO:1901224~positive regulation of NIK/NF-kappaB signaling,4,0.281381734,"3611, 10913, 192669, 8877",416,2.160666369
GO:0038061~NIK/NF-kappaB signaling,6,0.310616283,"5495, 3611, 10913, 192669, 207, 8877",416,1.620499776
GO:1901222~regulation of NIK/NF-kappaB signaling,5,0.339570399,"5495, 3611, 10913, 192669, 8877",416,1.695413391
GO:0032890~regulation of organic acid transport,5,0.080798204,"5321, 10550, 207, 208, 59272",416,3.056205719
GO:0032891~negative regulation of organic acid transport,3,0.099877228,"10550, 207, 208",416,5.574519231
GO:1903959~regulation of anion transmembrane transport,3,0.099877228,"207, 208, 59272",416,5.574519231
GO:2000191~regulation of fatty acid transport,3,0.150069344,"5321, 207, 208",416,4.355093149
GO:1903792~negative regulation of anion transport,3,0.157600812,"10550, 207, 208",416,4.223120629
GO:0015909~long-chain fatty acid transport,4,0.174190822,"6198, 5321, 207, 208",416,2.773392652
GO:0044070~regulation of anion transport,5,0.243624816,"5321, 10550, 207, 208, 59272",416,1.985227646
GO:0015908~fatty acid transport,5,0.276665761,"5948, 6198, 5321, 207, 208",416,1.873158344
GO:1905039~carboxylic acid transmembrane transport,4,0.415949702,"10550, 207, 208, 59272",416,1.704745942
GO:1903825~organic acid transmembrane transport,4,0.421679791,"10550, 207, 208, 59272",416,1.689248252
GO:0015718~monocarboxylic acid transport,5,0.62957465,"5948, 6198, 5321, 207, 208",416,1.155580272
GO:0015711~organic anion transport,11,0.671302212,"5948, 80772, 6342, 6198, 5321, 10550, 207, 208, 9218, 5007, 59272",416,0.992228342
GO:0046942~carboxylic acid transport,7,0.801190243,"5948, 6198, 5321, 10550, 207, 208, 59272",416,0.888470734
GO:0015849~organic acid transport,7,0.805310417,"5948, 6198, 5321, 10550, 207, 208, 59272",416,0.883642088
GO:0006820~anion transport,11,0.89520381,"5948, 80772, 6342, 6198, 5321, 10550, 207, 208, 9218, 5007, 59272",416,0.786150148
GO:0098656~anion transmembrane transport,4,0.944493146,"10550, 207, 208, 59272",416,0.65659826
GO:0008207~C21-steroid hormone metabolic process,3,0.180584308,"6342, 8644, 3028",416,3.87119391
GO:0042445~hormone metabolic process,6,0.574497912,"6342, 5781, 8644, 3028, 59272, 130",416,1.18104221
GO:0034754~cellular hormone metabolic process,4,0.581510707,"6342, 8644, 3028, 130",416,1.327266484
GO:0032733~positive regulation of interleukin-10 production,3,0.227771866,"3329, 6774, 959",416,3.318166209
GO:0032613~interleukin-10 production,3,0.400907663,"3329, 6774, 959",416,2.177546575
GO:0032653~regulation of interleukin-10 production,3,0.415925669,"3329, 6774, 959",416,2.111560315
GO:0002068~glandular epithelial cell development,3,0.157600812,"572, 2932, 2194",416,4.223120629
GO:0002064~epithelial cell development,9,0.162504738,"572, 2932, 2876, 29842, 5872, 2241, 128637, 2194, 6714",416,1.692667783
GO:0002066~columnar/cuboidal epithelial cell development,4,0.212453095,"572, 2932, 2194, 6714",416,2.511044699
GO:0002067~glandular epithelial cell differentiation,3,0.452610537,"572, 2932, 2194",416,1.962858884
GO:0002065~columnar/cuboidal epithelial cell differentiation,4,0.641525336,"572, 2932, 2194, 6714",416,1.214492207
GO:0016485~protein processing,6,0.789440801,"572, 2932, 5289, 8767, 59272, 6714",416,0.910869155
GO:0048538~thymus development,6,0.003912166,"673, 596, 5594, 5595, 1399, 5894",416,5.688284929
GO:0030641~regulation of cellular pH,4,0.363683744,"596, 5594, 5595, 7337",416,1.858173077
GO:0006885~regulation of pH,4,0.421679791,"596, 5594, 5595, 7337",416,1.689248252
GO:0048863~stem cell differentiation,7,0.499507003,"2932, 596, 5594, 5595, 4089, 6774, 10443",416,1.231743517
GO:0030004~cellular monovalent inorganic cation homeostasis,4,0.504895659,"596, 5594, 5595, 7337",416,1.486538462
GO:0014031~mesenchymal cell development,3,0.566670334,"596, 5594, 5595",416,1.583670236
GO:0048864~stem cell development,3,0.572824221,"596, 5594, 5595",416,1.565876188
GO:0055067~monovalent inorganic cation homeostasis,4,0.714204978,"596, 5594, 5595, 7337",416,1.086650922
GO:0009636~response to toxic substance,9,0.106139599,"596, 2876, 6198, 373156, 1267, 4067, 10935, 10314, 670",416,1.883283524
GO:1990748~cellular detoxification,4,0.404436155,"2876, 373156, 10935, 10314",416,1.736610352
GO:0098754~detoxification,4,0.494140965,"2876, 373156, 10935, 10314",416,1.510709819
GO:0098869~cellular oxidant detoxification,3,0.60840729,"2876, 373156, 10935",416,1.466978745
GO:0050869~negative regulation of B cell activation,3,0.180584308,"4067, 64092, 3635",416,3.87119391
GO:0002762~negative regulation of myeloid leukocyte differentiation,3,0.33132327,"4067, 84959, 3635",416,2.533872378
GO:0002683~negative regulation of immune system process,15,0.357931565,"5495, 4067, 7432, 8654, 2241, 84959, 5094, 282618, 2876, 207, 64092, 10443, 3635, 6714, 26060",416,1.20765148
GO:0050866~negative regulation of cell activation,7,0.359511191,"4067, 8654, 2241, 64092, 84959, 3635, 282618",416,1.432512284
GO:1902106~negative regulation of leukocyte differentiation,4,0.438752369,"4067, 84959, 3635, 282618",416,1.644400953
GO:0002695~negative regulation of leukocyte activation,6,0.447318338,"4067, 8654, 2241, 64092, 3635, 282618",416,1.359638837
GO:1903707~negative regulation of hemopoiesis,5,0.502170915,"4067, 84959, 3635, 10443, 282618",416,1.358313653
GO:0051250~negative regulation of lymphocyte activation,5,0.511273919,"4067, 8654, 64092, 3635, 282618",416,1.342610605
GO:0050672~negative regulation of lymphocyte proliferation,3,0.596801892,"4067, 8654, 3635",416,1.498526675
GO:0032945~negative regulation of mononuclear cell proliferation,3,0.602636547,"4067, 8654, 3635",416,1.482584902
GO:0045638~negative regulation of myeloid cell differentiation,3,0.630852488,"4067, 84959, 3635",416,1.407706876
GO:0070664~negative regulation of leukocyte proliferation,3,0.641694096,"4067, 8654, 3635",416,1.379831493
GO:0035265~organ growth,8,0.087802501,"596, 4086, 5781, 4087, 7337, 207, 10611, 2539",416,2.099630595
GO:0055017~cardiac muscle tissue growth,3,0.602636547,"4086, 10611, 2539",416,1.482584902
GO:0060419~heart growth,3,0.636304912,"4086, 10611, 2539",416,1.393629808
GO:0044409~entry into host,4,0.619179329,"867, 59272, 11059, 6714",416,1.255522349
GO:0051806~entry into cell of other organism involved in symbiotic interaction,4,0.619179329,"867, 59272, 11059, 6714",416,1.255522349
GO:0030260~entry into host cell,4,0.619179329,"867, 59272, 11059, 6714",416,1.255522349
GO:0051828~entry into other organism involved in symbiotic interaction,4,0.623722994,"867, 59272, 11059, 6714",416,1.247096025
GO:0006446~regulation of translational initiation,5,0.103363469,"1965, 55364, 6198, 2332, 10289",416,2.798453429
GO:0009314~response to radiation,12,0.401161236,"1965, 673, 55364, 596, 2876, 79840, 2332, 867, 5501, 207, 208, 1936",416,1.211852007
GO:0009416~response to light stimulus,9,0.405147928,"1965, 673, 55364, 596, 2876, 2332, 5501, 207, 208",416,1.274661409
GO:0071482~cellular response to light stimulus,4,0.488720387,"1965, 55364, 2332, 208",416,1.523092686
GO:0071478~cellular response to radiation,5,0.576927298,"1965, 55364, 2332, 208, 1936",416,1.235487418
GO:0071214~cellular response to abiotic stimulus,8,0.58531454,"572, 1965, 55364, 5595, 9943, 2332, 208, 1936",416,1.106055403
GO:0034644~cellular response to UV,3,0.60840729,"1965, 55364, 2332",416,1.466978745
GO:2000736~regulation of stem cell differentiation,5,0.20264884,"23081, 2932, 6774, 3066, 10443",416,2.150663283
GO:0035019~somatic stem cell population maintenance,3,0.393330709,"673, 5894, 6774",416,2.212110806
GO:0019827~stem cell population maintenance,5,0.502170915,"23081, 673, 5894, 6774, 3066",416,1.358313653
GO:0098727~maintenance of cell number,5,0.520300778,"23081, 673, 5894, 6774, 3066",416,1.327266484
GO:0051271~negative regulation of cellular component movement,12,0.314137366,"5607, 673, 596, 23380, 4286, 10193, 7454, 1809, 6774, 207, 3066, 87",416,1.299421732
GO:2000146~negative regulation of cell motility,11,0.334548427,"5607, 673, 596, 23380, 4286, 10193, 7454, 1809, 6774, 207, 3066",416,1.300248336
GO:0030336~negative regulation of cell migration,10,0.420811714,"5607, 673, 596, 23380, 4286, 10193, 1809, 6774, 207, 3066",416,1.228950448
GO:0040013~negative regulation of locomotion,11,0.497030776,"5607, 673, 596, 23380, 4286, 10193, 7454, 1809, 6774, 207, 3066",416,1.145734521
GO:0003018~vascular process in circulatory system,6,0.359156104,"2876, 6640, 2730, 952, 59272, 6714",416,1.514815008
GO:0050880~regulation of blood vessel size,5,0.393199336,"2876, 6640, 2730, 952, 59272",416,1.569402937
GO:0097746~regulation of blood vessel diameter,5,0.393199336,"2876, 6640, 2730, 952, 59272",416,1.569402937
GO:0035296~regulation of tube diameter,5,0.393199336,"2876, 6640, 2730, 952, 59272",416,1.569402937
GO:0035150~regulation of tube size,5,0.398054306,"2876, 6640, 2730, 952, 59272",416,1.558870031
GO:0019229~regulation of vasoconstriction,3,0.400907663,"6640, 952, 59272",416,2.177546575
GO:0042116~macrophage activation,4,0.392857908,"3329, 3458, 5321, 8877",416,1.769688645
GO:0043030~regulation of macrophage activation,3,0.393330709,"3329, 5321, 8877",416,2.212110806
GO:0002274~myeloid leukocyte activation,7,0.400932544,"3329, 3458, 4067, 5321, 867, 2241, 8877",416,1.366303733
GO:0061053~somite development,4,0.281381734,"4088, 4089, 4522, 2648",416,2.160666369
GO:0001756~somitogenesis,3,0.415925669,"4088, 4089, 2648",416,2.111560315
GO:0035282~segmentation,3,0.677666529,"4088, 4089, 2648",416,1.29039797
GO:0001523~retinoid metabolic process,4,0.316627956,"5948, 8644, 128, 130",416,2.019753344
GO:0016101~diterpenoid metabolic process,4,0.334297029,"5948, 8644, 128, 130",416,1.95597166
GO:0006721~terpenoid metabolic process,4,0.398654621,"5948, 8644, 128, 130",416,1.752993469
GO:0034308~primary alcohol metabolic process,3,0.508455691,"8644, 128, 130",416,1.764088364
GO:0006720~isoprenoid metabolic process,4,0.526044024,"5948, 8644, 128, 130",416,1.440444246
GO:0048525~negative regulation of viral process,6,0.232835003,"10614, 5495, 60489, 6772, 9218, 5094",416,1.821738311
GO:0050688~regulation of defense response to virus,4,0.32251761,"5495, 60489, 6772, 5094",416,1.998035567
GO:0051607~defense response to virus,8,0.448741138,"596, 3458, 51251, 5495, 60489, 6772, 5094, 282618",416,1.259778357
GO:0043901~negative regulation of multi-organism process,6,0.459713796,"10614, 5495, 60489, 6772, 9218, 5094",416,1.340028661
GO:1903901~negative regulation of viral life cycle,3,0.732438136,"10614, 60489, 9218",416,1.161358173
