GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0031099~regeneration,6,0.039294542,"3936, 83999, 3479, 336, 2660, 5468",181,3.203038674
GO:0043502~regulation of muscle adaptation,4,0.063665069,"7132, 3479, 3488, 5468",181,4.357875747
GO:0014897~striated muscle hypertrophy,4,0.06839161,"7132, 3479, 3488, 5468",181,4.228433893
GO:0045778~positive regulation of ossification,4,0.085244481,"56975, 23051, 3479, 182",181,3.847493903
GO:0014888~striated muscle adaptation,3,0.09017904,"3488, 2660, 5468",181,5.9315531
GO:0045926~negative regulation of growth,6,0.096308702,"3488, 2660, 5468, 58189, 57715, 10501",181,2.463875903
GO:0001558~regulation of cell growth,8,0.121874471,"10516, 3479, 3488, 3486, 5468, 58189, 57715, 10501",181,1.923746951
GO:0010611~regulation of cardiac muscle hypertrophy,3,0.135356384,"7132, 3479, 5468",181,4.642085035
GO:0048662~negative regulation of smooth muscle cell proliferation,3,0.154604598,"3488, 3486, 5468",181,4.270718232
GO:0051271~negative regulation of cellular component movement,7,0.211690028,"3488, 3486, 5468, 182, 57715, 26228, 10501",181,1.742134477
GO:1904705~regulation of vascular smooth muscle cell proliferation,3,0.228528503,"3479, 3488, 5468",181,3.302101726
GO:0003300~cardiac muscle hypertrophy,3,0.231963158,"7132, 3479, 5468",181,3.26840681
GO:1990874~vascular smooth muscle cell proliferation,3,0.231963158,"3479, 3488, 5468",181,3.26840681
GO:0009266~response to temperature stimulus,4,0.237859801,"3479, 2660, 5468, 947",181,2.359512835
GO:0048771~tissue remodeling,4,0.261214599,"7037, 3488, 5468, 182",181,2.247746438
GO:0030336~negative regulation of cell migration,5,0.466576115,"3488, 3486, 5468, 182, 26228",181,1.412274548
GO:2000146~negative regulation of cell motility,5,0.500347915,"3488, 3486, 5468, 182, 26228",181,1.358370939
GO:0007507~heart development,6,0.697124788,"7132, 3479, 7412, 28514, 5468, 182",181,1.02333504
GO:0034249~negative regulation of cellular amide metabolic process,6,0.869548968,"8575, 2886, 3479, 10418, 3488, 5468",181,0.802766585
GO:0034248~regulation of cellular amide metabolic process,8,0.89006329,"8575, 2886, 3479, 10418, 3488, 5468, 10972, 4869",181,0.78003986
GO:0051961~negative regulation of nervous system development,8,0.033964044,"83999, 567, 28514, 1075, 182, 57715, 26228, 10501",181,2.612060081
GO:0045596~negative regulation of cell differentiation,14,0.047029884,"5068, 28514, 2660, 182, 26228, 1401, 83999, 3479, 3488, 325, 567, 5468, 57715, 10501",181,1.800905279
GO:0010721~negative regulation of cell development,8,0.047710331,"83999, 3479, 567, 28514, 182, 57715, 26228, 10501",181,2.419670386
GO:0060284~regulation of cell development,16,0.049798454,"7132, 28514, 1000, 114798, 182, 26228, 83999, 3567, 3479, 411, 567, 50674, 5468, 8536, 57715, 10501",181,1.694729457
GO:0045665~negative regulation of neuron differentiation,6,0.063789999,"83999, 567, 28514, 182, 57715, 10501",181,2.797413689
GO:0050768~negative regulation of neurogenesis,7,0.063858601,"83999, 567, 28514, 182, 57715, 26228, 10501",181,2.474753942
GO:0045664~regulation of neuron differentiation,11,0.097435103,"83999, 411, 567, 28514, 1000, 50674, 8536, 114798, 182, 57715, 10501",181,1.750294357
GO:0050767~regulation of neurogenesis,13,0.105380457,"28514, 1000, 114798, 182, 26228, 83999, 411, 567, 50674, 5468, 8536, 57715, 10501",181,1.6176963
GO:0010975~regulation of neuron projection development,9,0.106546155,"83999, 411, 567, 1000, 50674, 8536, 114798, 57715, 10501",181,1.876780473
GO:0031345~negative regulation of cell projection organization,5,0.120289036,"83999, 567, 57715, 26228, 10501",181,2.642771183
GO:0050922~negative regulation of chemotaxis,3,0.13852578,"57715, 26228, 10501",181,4.575769534
GO:0010977~negative regulation of neuron projection development,4,0.185230448,"83999, 567, 57715, 10501",181,2.685986309
GO:0030855~epithelial cell differentiation,14,0.027562347,"7132, 5068, 28514, 1000, 2683, 182, 5618, 3958, 56975, 80781, 1001, 50674, 5468, 947",181,1.948828398
GO:0003158~endothelium development,5,0.044942688,"7132, 80781, 28514, 182, 947",181,3.733145308
GO:0030856~regulation of epithelial cell differentiation,5,0.078665455,"5618, 7132, 5068, 28514, 182",181,3.085779069
GO:0002064~epithelial cell development,6,0.081643082,"7132, 80781, 28514, 1000, 2683, 182",181,2.593553582
GO:0045446~endothelial cell differentiation,4,0.115422357,"7132, 80781, 28514, 182",181,3.362770261
GO:0043627~response to estrogen,5,0.005807529,"51738, 411, 336, 2660, 5468",181,6.932984143
GO:0048511~rhythmic process,5,0.420246233,"51738, 5806, 2660, 5468, 4327",181,1.508021975
GO:0097150~neuronal stem cell population maintenance,3,0.020817106,"28514, 1000, 182",181,13.34599448
GO:0060563~neuroepithelial cell differentiation,4,0.029667876,"56975, 28514, 1000, 182",181,5.9315531
GO:0002065~columnar/cuboidal epithelial cell differentiation,4,0.171351572,"56975, 28514, 1000, 182",181,2.791319106
GO:0098727~maintenance of cell number,4,0.223496558,"3479, 28514, 1000, 182",181,2.440410418
GO:0019827~stem cell population maintenance,3,0.474401419,"28514, 1000, 182",181,1.873122032
GO:0019915~lipid storage,4,0.035194157,"1401, 2760, 5468, 718",181,5.546387314
GO:0010883~regulation of lipid storage,3,0.093030043,"1401, 5468, 718",181,5.82370668
GO:0051235~maintenance of location,5,0.412807815,"1401, 2760, 85477, 5468, 718",181,1.520911051
GO:0040007~growth,17,0.018132535,"51738, 28514, 3486, 2660, 58189, 114798, 51052, 5618, 5806, 10516, 3479, 3488, 5468, 57715, 10501, 5617, 140606",181,1.884792574
GO:0040008~regulation of growth,13,0.031746146,"51738, 28514, 3486, 2660, 58189, 51052, 10516, 3479, 3488, 5468, 57715, 10501, 5617",181,1.977184367
GO:0048638~regulation of developmental growth,8,0.045283847,"51052, 51738, 3479, 28514, 2660, 57715, 10501, 5617",181,2.454435766
GO:0048589~developmental growth,12,0.055654852,"5618, 51052, 51738, 5806, 3479, 28514, 2660, 114798, 57715, 10501, 5617, 140606",181,1.873122032
GO:0040013~negative regulation of locomotion,9,0.057770611,"51738, 3488, 3486, 5468, 182, 85363, 57715, 26228, 10501",181,2.154510319
GO:0030308~negative regulation of cell growth,4,0.275476656,"5468, 58189, 57715, 10501",181,2.178937873
GO:0016049~cell growth,5,0.606647976,"3479, 5468, 58189, 57715, 10501",181,1.18631062
GO:0048588~developmental cell growth,3,0.63419986,"3479, 57715, 10501",181,1.39262551
GO:0042755~eating behavior,3,0.051059197,"51052, 51738, 885",181,8.212919677
GO:0007631~feeding behavior,4,0.070001738,"51052, 51738, 885, 5972",181,4.186978659
GO:0007610~behavior,8,0.404102353,"51052, 51738, 885, 567, 2861, 5972, 2760, 114798",181,1.312048612
GO:0070227~lymphocyte apoptotic process,4,0.051845186,"9212, 3958, 355, 5133",181,4.74524248
GO:0071887~leukocyte apoptotic process,4,0.125577986,"9212, 3958, 355, 5133",181,3.2353926
GO:0070228~regulation of lymphocyte apoptotic process,3,0.125951314,"9212, 3958, 5133",181,4.8530889
GO:2000106~regulation of leukocyte apoptotic process,3,0.238841962,"9212, 3958, 5133",181,3.203038674
GO:0032091~negative regulation of protein binding,4,0.063665069,"9212, 567, 8536, 6590",181,4.357875747
GO:0043393~regulation of protein binding,5,0.134261802,"9212, 10418, 567, 8536, 6590",181,2.542094186
GO:0051098~regulation of binding,7,0.15336779,"9212, 3479, 10418, 567, 5468, 8536, 6590",181,1.931203335
GO:0051100~negative regulation of binding,4,0.205911207,"9212, 567, 8536, 6590",181,2.542094186
GO:0044058~regulation of digestive system process,3,0.060751033,"7032, 51738, 336",181,7.448927149
GO:0007586~digestion,4,0.149161782,"7032, 51738, 885, 336",181,2.986516246
GO:0022600~digestive system process,3,0.262981293,"7032, 51738, 336",181,2.993494088
GO:0001959~regulation of cytokine-mediated signaling pathway,5,0.078665455,"7132, 117584, 146722, 5468, 26228",181,3.085779069
GO:0060759~regulation of response to cytokine stimulus,5,0.094788754,"7132, 117584, 146722, 5468, 26228",181,2.885620427
GO:0001960~negative regulation of cytokine-mediated signaling pathway,3,0.204609197,"117584, 5468, 26228",181,3.55893186
GO:0060761~negative regulation of response to cytokine stimulus,3,0.221670504,"117584, 5468, 26228",181,3.371619657
GO:0044706~multi-multicellular organism process,7,0.019392447,"5618, 51738, 3488, 5069, 5675, 2683, 5617",181,3.306972082
GO:0007565~female pregnancy,6,0.036685009,"5618, 51738, 3488, 5069, 5675, 5617",181,3.26840681
GO:0044703~multi-organism reproductive process,14,0.248312028,"51738, 5069, 5675, 2683, 1082, 5618, 5806, 10406, 3479, 3488, 284359, 4327, 132141, 5617",181,1.331034177
GO:0030879~mammary gland development,3,0.368815603,"5618, 3488, 5617",181,2.321042517
GO:0048732~gland development,3,0.926497348,"5618, 3488, 5617",181,0.707072555
GO:0006898~receptor-mediated endocytosis,7,0.073086069,"4360, 7037, 22925, 567, 28514, 5468, 718",181,2.387781759
GO:0048260~positive regulation of receptor-mediated endocytosis,3,0.119773227,"567, 5468, 718",181,5.004747928
GO:0048259~regulation of receptor-mediated endocytosis,3,0.338506151,"567, 5468, 718",181,2.482975716
GO:0014032~neural crest cell development,4,0.042475483,"1000, 182, 57715, 10501",181,5.145443653
GO:0014031~mesenchymal cell development,4,0.049073681,"1000, 182, 57715, 10501",181,4.8530889
GO:0048864~stem cell development,4,0.050450091,"1000, 182, 57715, 10501",181,4.798559811
GO:0014033~neural crest cell differentiation,4,0.060601902,"1000, 182, 57715, 10501",181,4.448664825
GO:0048762~mesenchymal cell differentiation,5,0.197527113,"3479, 1000, 182, 57715, 10501",181,2.170080402
GO:0050770~regulation of axonogenesis,4,0.24585622,"1000, 114798, 57715, 10501",181,2.321042517
GO:0060485~mesenchyme development,5,0.335679647,"3479, 1000, 182, 57715, 10501",181,1.700126685
GO:0010769~regulation of cell morphogenesis involved in differentiation,5,0.345022741,"1000, 50674, 114798, 57715, 10501",181,1.684037158
GO:0048863~stem cell differentiation,4,0.446369116,"1000, 182, 57715, 10501",181,1.6176963
GO:0022604~regulation of cell morphogenesis,5,0.677559931,"1000, 50674, 114798, 57715, 10501",181,1.082839308
GO:0051960~regulation of nervous system development,18,0.009443038,"7087, 51738, 28514, 1000, 114798, 1075, 182, 26228, 83999, 411, 567, 50674, 78999, 5468, 8536, 57715, 10501, 139065",181,1.977184367
GO:0030182~neuron differentiation,23,0.013354683,"51738, 7412, 28514, 1000, 114798, 182, 118427, 83999, 411, 3918, 885, 2861, 567, 79778, 2277, 3909, 50674, 342035, 8536, 57715, 10501, 718, 139065",181,1.723272269
GO:0048699~generation of neurons,25,0.015942455,"51738, 28514, 1000, 118427, 83999, 411, 3918, 2861, 79778, 50674, 718, 7412, 114798, 182, 26228, 885, 567, 3909, 2277, 5468, 342035, 8536, 57715, 10501, 139065",181,1.645622007
GO:0048666~neuron development,19,0.021919997,"51738, 1000, 114798, 118427, 83999, 411, 3918, 885, 2861, 567, 79778, 3909, 50674, 342035, 8536, 57715, 10501, 718, 139065",181,1.760929827
GO:0048468~cell development,32,0.027972174,"51738, 28514, 1000, 118427, 56975, 80781, 83999, 3479, 411, 3918, 2861, 79778, 50674, 132141, 718, 7132, 5972, 2683, 114798, 182, 26228, 5806, 3567, 885, 567, 3909, 5468, 342035, 8536, 57715, 10501, 139065",181,1.455719892
GO:0045595~regulation of cell differentiation,28,0.031565913,"5068, 3486, 28514, 1000, 5618, 56975, 83999, 3479, 411, 85477, 50674, 64093, 7132, 2660, 114798, 182, 26228, 23051, 1401, 3567, 325, 3488, 567, 5468, 8536, 947, 57715, 10501",181,1.493258123
GO:0022008~neurogenesis,25,0.033424591,"51738, 28514, 1000, 118427, 83999, 411, 3918, 2861, 79778, 50674, 718, 7412, 114798, 182, 26228, 885, 567, 3909, 2277, 5468, 342035, 8536, 57715, 10501, 139065",181,1.534022353
GO:0031175~neuron projection development,16,0.038895676,"51738, 1000, 114798, 83999, 411, 3918, 885, 2861, 567, 79778, 3909, 50674, 8536, 57715, 10501, 139065",181,1.753888391
GO:0031344~regulation of cell projection organization,12,0.071392739,"83999, 411, 53841, 567, 1000, 50674, 2660, 8536, 114798, 57715, 26228, 10501",181,1.791909748
GO:0007399~nervous system development,32,0.08510213,"51738, 7087, 28514, 1000, 118427, 83999, 411, 3918, 2861, 79778, 85477, 50674, 718, 7412, 114798, 1075, 182, 26228, 51052, 84417, 2675, 885, 567, 3909, 2277, 78999, 5468, 342035, 8536, 57715, 10501, 139065",181,1.317106625
GO:0030030~cell projection organization,21,0.11634306,"51738, 1000, 2660, 114798, 26228, 83999, 411, 3918, 53841, 885, 2861, 567, 79778, 3909, 85477, 50674, 342035, 8536, 57715, 10501, 139065",181,1.388313976
GO:0061564~axon development,9,0.126715934,"83999, 885, 3918, 3909, 50674, 114798, 57715, 10501, 139065",181,1.799459929
GO:0000904~cell morphogenesis involved in differentiation,11,0.181449287,"80781, 885, 3918, 79778, 3909, 1000, 50674, 114798, 57715, 10501, 139065",181,1.52723994
GO:0007409~axonogenesis,7,0.26976358,"885, 3918, 3909, 114798, 57715, 10501, 139065",181,1.600376211
GO:0000902~cell morphogenesis,12,0.39449531,"80781, 885, 3918, 79778, 3909, 1001, 1000, 50674, 114798, 57715, 10501, 139065",181,1.214422246
GO:0007411~axon guidance,4,0.414532384,"3918, 3909, 57715, 10501",181,1.701481367
GO:0097485~neuron projection guidance,4,0.417198758,"3918, 3909, 57715, 10501",181,1.694729457
GO:0048667~cell morphogenesis involved in neuron differentiation,7,0.458913335,"885, 3918, 3909, 114798, 57715, 10501, 139065",181,1.284150671
GO:0032989~cellular component morphogenesis,12,0.531731605,"80781, 885, 3918, 79778, 3909, 1001, 1000, 50674, 114798, 57715, 10501, 139065",181,1.095055957
GO:0048812~neuron projection morphogenesis,7,0.546779375,"885, 3918, 3909, 114798, 57715, 10501, 139065",181,1.17327424
GO:0048858~cell projection morphogenesis,7,0.57269089,"885, 3918, 3909, 114798, 57715, 10501, 139065",181,1.142776285
GO:0032990~cell part morphogenesis,7,0.602232174,"885, 3918, 3909, 114798, 57715, 10501, 139065",181,1.10886601
GO:0030900~forebrain development,4,0.746036589,"567, 1000, 50674, 10501",181,1.029088731
GO:0007417~central nervous system development,9,0.817228124,"84417, 411, 567, 28514, 1000, 50674, 85477, 5468, 10501",181,0.866466729
GO:0007420~brain development,5,0.948957056,"567, 28514, 1000, 50674, 10501",181,0.654215415
GO:0060322~head development,5,0.962951692,"567, 28514, 1000, 50674, 10501",181,0.617155814
GO:0007156~homophilic cell adhesion via plasma membrane adhesion molecules,5,0.081204027,"53841, 90952, 1001, 1000, 1824",181,3.050513023
GO:0007043~cell-cell junction assembly,4,0.144611717,"90952, 79778, 1001, 1000",181,3.028878179
GO:0034330~cell junction organization,6,0.152068316,"90952, 79778, 3909, 1001, 1000, 5657",181,2.121217665
GO:0034329~cell junction assembly,5,0.215569612,"90952, 79778, 3909, 1001, 1000",181,2.085311637
GO:0045216~cell-cell junction organization,5,0.258172273,"90952, 79778, 1001, 1000, 5657",181,1.920286975
GO:0044087~regulation of cellular component biogenesis,17,0.057670671,"22976, 7087, 51738, 7037, 90952, 2660, 114798, 8493, 26228, 3936, 3958, 3567, 85477, 78999, 79959, 139065, 4869",181,1.624937555
GO:0044089~positive regulation of cellular component biogenesis,10,0.137702377,"22976, 3936, 3958, 51738, 7037, 3567, 2660, 85477, 114798, 139065",181,1.686697564
GO:0070271~protein complex biogenesis,16,0.182587624,"22976, 5286, 7037, 90952, 8493, 5618, 3936, 3958, 3567, 325, 567, 79778, 85477, 735, 4710, 10972",181,1.375432603
GO:0006461~protein complex assembly,16,0.182587624,"22976, 5286, 7037, 90952, 8493, 5618, 3936, 3958, 3567, 325, 567, 79778, 85477, 735, 4710, 10972",181,1.375432603
GO:0031334~positive regulation of protein complex assembly,6,0.184168989,"22976, 3936, 3958, 7037, 3567, 85477",181,1.983305681
GO:0043254~regulation of protein complex assembly,8,0.240826377,"22976, 3936, 3958, 7037, 3567, 90952, 85477, 8493",181,1.578823746
GO:0071822~protein complex subunit organization,17,0.257536632,"22976, 5286, 7037, 90952, 8493, 5618, 3936, 3958, 80781, 3567, 325, 567, 79778, 85477, 735, 4710, 10972",181,1.270157627
GO:0045683~negative regulation of epidermis development,3,0.016130088,"5068, 1001, 28514",181,15.25256511
GO:0030857~negative regulation of epithelial cell differentiation,3,0.095907018,"5068, 28514, 182",181,5.719711918
GO:0008544~epidermis development,7,0.165480761,"5068, 3918, 3488, 3909, 1001, 28514, 182",181,1.88731235
GO:0045682~regulation of epidermis development,3,0.197826478,"5068, 1001, 28514",181,3.639816675
GO:0098773~skin epidermis development,3,0.238841962,"3488, 1001, 28514",181,3.203038674
GO:0043588~skin development,5,0.375798033,"5068, 3488, 1001, 28514, 182",181,1.603122459
GO:0009913~epidermal cell differentiation,4,0.442698759,"5068, 1001, 28514, 182",181,1.630045127
GO:0030216~keratinocyte differentiation,3,0.513531485,"5068, 1001, 182",181,1.740781888
GO:1902003~regulation of beta-amyloid formation,3,0.073660478,"3479, 10418, 10972",181,6.672997238
GO:1902991~regulation of amyloid precursor protein catabolic process,3,0.08455791,"3479, 10418, 10972",181,6.159689758
GO:0042987~amyloid precursor protein catabolic process,3,0.135356384,"3479, 10418, 10972",181,4.642085035
GO:0042982~amyloid precursor protein metabolic process,3,0.218247905,"3479, 10418, 10972",181,3.407487951
GO:0045445~myoblast differentiation,5,0.019583593,"3479, 28514, 3486, 2660, 182",181,4.8530889
GO:0035924~cellular response to vascular endothelial growth factor stimulus,4,0.034049223,"7412, 2277, 28514, 3164",181,5.619366095
GO:1901862~negative regulation of muscle tissue development,3,0.110656528,"3488, 28514, 2660",181,5.250883072
GO:0045661~regulation of myoblast differentiation,3,0.164417575,"28514, 3486, 2660",181,4.106459839
GO:0042692~muscle cell differentiation,8,0.166629728,"3479, 3488, 28514, 1000, 3486, 2660, 8536, 182",181,1.7647596
GO:1901861~regulation of muscle tissue development,4,0.169095927,"3479, 3488, 28514, 2660",181,2.809683047
GO:0051147~regulation of muscle cell differentiation,5,0.191589766,"3479, 28514, 3486, 2660, 8536",181,2.187867947
GO:0061061~muscle structure development,10,0.231978207,"3479, 1674, 3488, 28514, 1000, 3486, 2660, 8536, 182, 3164",181,1.478780551
GO:0060538~skeletal muscle organ development,4,0.248051869,"1674, 28514, 2660, 3164",181,2.308496342
GO:0043491~protein kinase B signaling,4,0.331325823,"3479, 3488, 375033, 2660",181,1.959045061
GO:0051149~positive regulation of muscle cell differentiation,3,0.348662971,"3479, 3486, 8536",181,2.42654445
GO:0016202~regulation of striated muscle tissue development,3,0.399352621,"3479, 28514, 2660",181,2.16421532
GO:0048634~regulation of muscle organ development,3,0.414855426,"3479, 28514, 2660",181,2.107262286
GO:0007519~skeletal muscle tissue development,3,0.481044295,"28514, 2660, 3164",181,1.851467442
GO:0051146~striated muscle cell differentiation,4,0.542013035,"3479, 3488, 28514, 1000",181,1.400235486
GO:0007517~muscle organ development,5,0.55200015,"3479, 1674, 28514, 2660, 3164",181,1.271047093
GO:0051896~regulation of protein kinase B signaling,3,0.561048346,"3479, 3488, 2660",181,1.593551579
GO:0060537~muscle tissue development,5,0.583459262,"3479, 3488, 28514, 2660, 3164",181,1.221601325
GO:0071363~cellular response to growth factor stimulus,7,0.701266081,"56975, 7412, 2277, 28514, 2660, 5468, 3164",181,0.999165362
GO:0014706~striated muscle tissue development,4,0.735596255,"3479, 28514, 2660, 3164",181,1.046744665
GO:0070848~response to growth factor,7,0.736386344,"56975, 7412, 2277, 28514, 2660, 5468, 3164",181,0.960637134
GO:0090287~regulation of cellular response to growth factor stimulus,3,0.855916435,"56975, 28514, 5468",181,0.87995568
GO:0031667~response to nutrient levels,11,0.018534545,"9388, 51052, 51738, 355, 411, 7037, 7412, 5468, 8493, 1824, 5617",181,2.358328341
GO:0009991~response to extracellular stimulus,11,0.026139837,"9388, 51052, 51738, 355, 411, 7037, 7412, 5468, 8493, 1824, 5617",181,2.228553157
GO:0042594~response to starvation,4,0.339233874,"355, 5468, 8493, 1824",181,1.932451689
GO:0071496~cellular response to external stimulus,5,0.391407785,"7132, 355, 5468, 8493, 1824",181,1.570116997
GO:0031669~cellular response to nutrient levels,4,0.394652009,"355, 5468, 8493, 1824",181,1.7647596
GO:0031668~cellular response to extracellular stimulus,4,0.459881826,"355, 5468, 8493, 1824",181,1.575910787
GO:0009267~cellular response to starvation,3,0.503286527,"355, 8493, 1824",181,1.769634627
GO:0010823~negative regulation of mitochondrion organization,3,0.110656528,"3479, 7037, 5468",181,5.250883072
GO:0010821~regulation of mitochondrion organization,5,0.112613026,"3479, 7037, 57048, 79778, 5468",181,2.709846594
GO:0007005~mitochondrion organization,7,0.467100678,"3479, 7037, 57048, 79778, 5468, 4710, 440574",181,1.27321242
GO:2001233~regulation of apoptotic signaling pathway,8,0.102160792,"3958, 8575, 1512, 117584, 355, 3479, 57048, 1075",181,2.014489732
GO:0097190~apoptotic signaling pathway,9,0.241139729,"7132, 3958, 8575, 1512, 117584, 355, 3479, 57048, 1075",181,1.513246618
GO:2001235~positive regulation of apoptotic signaling pathway,4,0.243414237,"8575, 1512, 355, 1075",181,2.33372581
GO:0045995~regulation of embryonic development,5,0.077077333,"3479, 6871, 3909, 28514, 182",181,3.103719645
GO:0035051~cardiocyte differentiation,4,0.199566103,"3479, 7412, 28514, 182",181,2.58831408
GO:0009790~embryo development,7,0.95571487,"8575, 80781, 3479, 3909, 28514, 182, 1846",181,0.661394416
GO:0043281~regulation of cysteine-type endopeptidase activity involved in apoptotic process,5,0.115577973,"332, 117584, 355, 5468, 3164",181,2.682611955
GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,3,0.132203779,"332, 117584, 3164",181,4.710350991
GO:2000116~regulation of cysteine-type endopeptidase activity,5,0.171283449,"332, 117584, 355, 5468, 3164",181,2.30103353
GO:2000117~negative regulation of cysteine-type endopeptidase activity,3,0.174337542,"332, 117584, 3164",181,3.954368733
GO:0052548~regulation of endopeptidase activity,5,0.374086223,"332, 117584, 355, 5468, 3164",181,1.607951142
GO:0010951~negative regulation of endopeptidase activity,3,0.414855426,"332, 117584, 3164",181,2.107262286
GO:0045088~regulation of innate immune response,9,0.044923307,"9212, 9865, 3929, 146722, 5468, 5648, 85363, 11326, 718",181,2.271658634
GO:0002764~immune response-regulating signaling pathway,10,0.083248606,"3958, 338339, 1512, 151888, 9865, 3929, 146722, 925, 5648, 26228",181,1.886359643
GO:0031349~positive regulation of defense response,8,0.161854516,"7132, 9865, 3929, 146722, 5648, 85363, 9173, 718",181,1.77946593
GO:0002218~activation of innate immune response,5,0.233691352,"9865, 3929, 146722, 5648, 85363",181,2.014489732
GO:0002221~pattern recognition receptor signaling pathway,4,0.283364961,"9865, 3929, 146722, 5648",181,2.146089564
GO:0002224~toll-like receptor signaling pathway,3,0.324891834,"9865, 3929, 146722",181,2.562430939
GO:0045089~positive regulation of innate immune response,5,0.375798033,"9865, 3929, 146722, 5648, 85363",181,1.603122459
GO:0002757~immune response-activating signal transduction,7,0.380996788,"3958, 9865, 3929, 146722, 925, 5648, 26228",181,1.396963908
GO:0002758~innate immune response-activating signal transduction,4,0.394652009,"9865, 3929, 146722, 5648",181,1.7647596
GO:2000279~negative regulation of DNA biosynthetic process,3,0.053425648,"100134934, 5468, 3183",181,8.007596685
GO:0010639~negative regulation of organelle organization,9,0.059601972,"9212, 332, 3479, 7037, 100134934, 85477, 5468, 3183, 4869",181,2.140114927
GO:0032210~regulation of telomere maintenance via telomerase,3,0.09017904,"9212, 100134934, 3183",181,5.9315531
GO:2000278~regulation of DNA biosynthetic process,4,0.111451438,"9212, 100134934, 5468, 3183",181,3.416574586
GO:1904356~regulation of telomere maintenance via telomere lengthening,3,0.11671363,"9212, 100134934, 3183",181,5.084188371
GO:0007004~telomere maintenance via telomerase,3,0.132203779,"9212, 100134934, 3183",181,4.710350991
GO:0006278~RNA-dependent DNA biosynthetic process,3,0.154604598,"9212, 100134934, 3183",181,4.270718232
GO:0010833~telomere maintenance via telomere lengthening,3,0.181003677,"9212, 100134934, 3183",181,3.85908274
GO:2001251~negative regulation of chromosome organization,4,0.185230448,"9212, 332, 100134934, 3183",181,2.685986309
GO:0032204~regulation of telomere maintenance,3,0.256078136,"9212, 100134934, 3183",181,3.050513023
GO:0071897~DNA biosynthetic process,4,0.273015331,"9212, 100134934, 5468, 3183",181,2.190111914
GO:0051052~regulation of DNA metabolic process,8,0.316073786,"22976, 9212, 7037, 84787, 100134934, 5468, 3183, 4869",181,1.440377144
GO:0032844~regulation of homeostatic process,7,0.369346703,"9212, 51738, 332, 7037, 567, 100134934, 3183",181,1.415484263
GO:0000723~telomere maintenance,3,0.408307041,"9212, 100134934, 3183",181,2.135359116
GO:0033044~regulation of chromosome organization,6,0.418301621,"22976, 9212, 332, 6871, 100134934, 3183",181,1.407929087
GO:0051053~negative regulation of DNA metabolic process,3,0.486497311,"100134934, 5468, 3183",181,1.830307814
GO:0032200~telomere organization,3,0.513531485,"9212, 100134934, 3183",181,1.740781888
GO:0045934~negative regulation of nucleobase-containing compound metabolic process,7,0.998226238,"9212, 332, 23051, 100134934, 50674, 5468, 3183",181,0.459640646
GO:0007584~response to nutrient,5,0.062765922,"9388, 411, 7037, 7412, 5468",181,3.336498619
GO:0070482~response to oxygen levels,6,0.264169155,"355, 7037, 7412, 2277, 5468, 947",181,1.731372256
GO:0001666~response to hypoxia,5,0.365243534,"7037, 7412, 2277, 5468, 947",181,1.63253755
GO:0036293~response to decreased oxygen levels,5,0.387927405,"7037, 7412, 2277, 5468, 947",181,1.565512548
GO:0022607~cellular component assembly,38,0.129256513,"22976, 51738, 8575, 5286, 1000, 8493, 5618, 3936, 3958, 332, 10516, 2886, 355, 53841, 336, 79778, 735, 85477, 79959, 9879, 10972, 4869, 9212, 7037, 22827, 90952, 2660, 114798, 26228, 3567, 325, 567, 3909, 1001, 78999, 4710, 947, 139065",181,1.227217883
GO:0043933~macromolecular complex subunit organization,26,0.168953195,"22976, 9388, 5360, 8575, 5286, 8493, 5618, 3936, 3958, 2886, 80781, 355, 336, 79778, 735, 85477, 9879, 10972, 4869, 7037, 22827, 90952, 3567, 325, 567, 4710",181,1.26410148
GO:0044085~cellular component biogenesis,40,0.173736708,"22976, 51738, 7087, 8575, 115939, 5286, 1000, 8493, 5618, 3936, 3958, 332, 10516, 2886, 355, 53841, 336, 79778, 735, 85477, 79959, 9879, 10972, 4869, 9212, 7037, 22827, 90952, 2660, 114798, 26228, 3567, 325, 567, 3909, 1001, 78999, 4710, 947, 139065",181,1.183024441
GO:0065003~macromolecular complex assembly,23,0.178294456,"22976, 8575, 5286, 7037, 22827, 90952, 8493, 5618, 3936, 3958, 355, 2886, 3567, 325, 336, 567, 79778, 85477, 735, 4710, 9879, 10972, 4869",181,1.281661265
GO:0034622~cellular macromolecular complex assembly,14,0.508431478,"8575, 5286, 22827, 90952, 5618, 2886, 325, 567, 79778, 85477, 4710, 9879, 10972, 4869",181,1.095055957
GO:0043623~cellular protein complex assembly,8,0.533092088,"5618, 5286, 325, 567, 90952, 79778, 85477, 4710",181,1.158946603
GO:0097191~extrinsic apoptotic signaling pathway,5,0.166991335,"7132, 3958, 117584, 355, 3479",181,2.331178074
GO:0071356~cellular response to tumor necrosis factor,5,0.202765762,"7132, 117584, 355, 7412, 6358",181,2.143934855
GO:0034612~response to tumor necrosis factor,5,0.261401672,"7132, 117584, 355, 7412, 6358",181,1.913404226
GO:0033209~tumor necrosis factor-mediated signaling pathway,3,0.304343734,"7132, 117584, 355",181,2.691629138
GO:0014074~response to purine-containing compound,4,0.162319899,"3488, 5972, 5468, 4327",181,2.866253847
GO:0051591~response to cAMP,3,0.214830082,"3488, 5972, 4327",181,3.444127606
