GO_Term,count,PValue,Genes,List_total,Fold_enrichment,Entrez_gene_symbol
GO:0006641~triglyceride metabolic process,3,0.252627772,"9388, 336, 718",181,3.079844879,"['LIPG', 'APOA2', 'C3']"
GO:0006639~acylglycerol metabolic process,3,0.345282896,"9388, 336, 718",181,2.44506769,"['LIPG', 'APOA2', 'C3']"
GO:0006638~neutral lipid metabolic process,3,0.348662971,"9388, 336, 718",181,2.42654445,"['LIPG', 'APOA2', 'C3']"
GO:0008610~lipid biosynthetic process,8,0.506774748,"5618, 10613, 9388, 6916, 5286, 336, 57048, 718",181,1.187960565,"['PRLR', 'ERLIN1', 'LIPG', 'TBXAS1', 'PIK3C2A', 'APOA2', 'PLSCR3', 'C3']"
GO:0046486~glycerolipid metabolic process,5,0.523280621,"9388, 5286, 336, 57048, 718",181,1.318122911,"['LIPG', 'PIK3C2A', 'APOA2', 'PLSCR3', 'C3']"
GO:0007601~visual perception,5,0.157857525,"1415, 11081, 80781, 1420, 1001",181,2.383213299,"['CRYBB2', 'KERA', 'COL18A1', 'CRYGC', 'CDH3']"
GO:0050953~sensory perception of light stimulus,5,0.162262423,"1415, 11081, 80781, 1420, 1001",181,2.351717088,"['CRYBB2', 'KERA', 'COL18A1', 'CRYGC', 'CDH3']"
GO:0007600~sensory perception,7,0.921283526,"1415, 11081, 332, 80781, 567, 1420, 1001",181,0.72772706,"['CRYBB2', 'KERA', 'BIRC5', 'COL18A1', 'B2M', 'CRYGC', 'CDH3']"
GO:0050877~neurological system process,10,0.941706048,"1415, 11081, 51738, 332, 80781, 567, 1420, 1001, 2760, 1075",181,0.717526585,"['CRYBB2', 'KERA', 'GHRL', 'BIRC5', 'COL18A1', 'B2M', 'CRYGC', 'CDH3', 'GM2A', 'CTSC']"
GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,4,0.293456911,"7132, 338339, 7037, 85363",181,2.103802085,"['TNFRSF1A', 'CLEC4D', 'TFRC', 'TRIM5']"
GO:0043122~regulation of I-kappaB kinase/NF-kappaB signaling,4,0.494360835,"7132, 338339, 7037, 85363",181,1.498497625,"['TNFRSF1A', 'CLEC4D', 'TFRC', 'TRIM5']"
GO:0007249~I-kappaB kinase/NF-kappaB signaling,4,0.517768179,"7132, 338339, 7037, 85363",181,1.452625249,"['TNFRSF1A', 'CLEC4D', 'TFRC', 'TRIM5']"
GO:0007292~female gamete generation,4,0.166115097,"5806, 3479, 4327, 1082",181,2.82829022,"['PTX3', 'IGF1', 'MMP19', 'CGB3']"
GO:0022414~reproductive process,19,0.246467331,"51738, 5069, 5675, 5972, 2683, 2660, 1082, 5618, 5806, 10406, 3479, 2026, 3488, 284359, 5468, 4327, 132141, 718, 5617",181,1.256093598,"['GHRL', 'PAPPA', 'PSG6', 'REN', 'B4GALT1', 'MSTN', 'CGB3', 'PRLR', 'PTX3', 'WFDC2', 'IGF1', 'ENO2', 'IGFBP5', 'IZUMO1', 'PPARG', 'MMP19', 'IQCF1', 'C3', 'PRL']"
GO:0000003~reproduction,19,0.248924094,"51738, 5069, 5675, 5972, 2683, 2660, 1082, 5618, 5806, 10406, 3479, 2026, 3488, 284359, 5468, 4327, 132141, 718, 5617",181,1.253764623,"['GHRL', 'PAPPA', 'PSG6', 'REN', 'B4GALT1', 'MSTN', 'CGB3', 'PRLR', 'PTX3', 'WFDC2', 'IGF1', 'ENO2', 'IGFBP5', 'IZUMO1', 'PPARG', 'MMP19', 'IQCF1', 'C3', 'PRL']"
GO:0048608~reproductive structure development,7,0.265030571,"5618, 51738, 5806, 5972, 5468, 4327, 718",181,1.610723471,"['PRLR', 'GHRL', 'PTX3', 'REN', 'PPARG', 'MMP19', 'C3']"
GO:0061458~reproductive system development,7,0.271346021,"5618, 51738, 5806, 5972, 5468, 4327, 718",181,1.596956604,"['PRLR', 'GHRL', 'PTX3', 'REN', 'PPARG', 'MMP19', 'C3']"
GO:0003006~developmental process involved in reproduction,10,0.312502196,"5618, 51738, 5806, 3479, 5972, 2683, 5468, 4327, 132141, 718",181,1.356644928,"['PRLR', 'GHRL', 'PTX3', 'IGF1', 'REN', 'B4GALT1', 'PPARG', 'MMP19', 'IQCF1', 'C3']"
GO:0032504~multicellular organism reproduction,11,0.40336211,"51738, 5806, 10406, 3479, 2026, 284359, 2683, 2660, 4327, 132141, 1082",181,1.224658513,"['GHRL', 'PTX3', 'WFDC2', 'IGF1', 'ENO2', 'IZUMO1', 'B4GALT1', 'MSTN', 'MMP19', 'IQCF1', 'CGB3']"
GO:0048609~multicellular organismal reproductive process,10,0.506938159,"51738, 5806, 10406, 3479, 2026, 2683, 2660, 4327, 132141, 1082",181,1.143125865,"['GHRL', 'PTX3', 'WFDC2', 'IGF1', 'ENO2', 'B4GALT1', 'MSTN', 'MMP19', 'IQCF1', 'CGB3']"
GO:0008406~gonad development,3,0.670451456,"5806, 5972, 4327",181,1.302048241,"['PTX3', 'REN', 'MMP19']"
GO:0045137~development of primary sexual characteristics,3,0.681171442,"5806, 5972, 4327",181,1.276111026,"['PTX3', 'REN', 'MMP19']"
GO:0022412~cellular process involved in reproduction in multicellular organism,4,0.716921599,"5806, 3479, 284359, 132141",181,1.0784642,"['PTX3', 'IGF1', 'IZUMO1', 'IQCF1']"
GO:0044702~single organism reproductive process,13,0.718677786,"51738, 5972, 2683, 2660, 1082, 5618, 5806, 10406, 3479, 284359, 5468, 4327, 132141",181,0.94807611,"['GHRL', 'REN', 'B4GALT1', 'MSTN', 'CGB3', 'PRLR', 'PTX3', 'WFDC2', 'IGF1', 'IZUMO1', 'PPARG', 'MMP19', 'IQCF1']"
GO:0007548~sex differentiation,3,0.774944867,"5806, 5972, 4327",181,1.060608832,"['PTX3', 'REN', 'MMP19']"
GO:0019953~sexual reproduction,8,0.793439805,"5806, 10406, 3479, 284359, 2683, 4327, 132141, 1082",181,0.892522097,"['PTX3', 'WFDC2', 'IGF1', 'IZUMO1', 'B4GALT1', 'MMP19', 'IQCF1', 'CGB3']"
GO:0007281~germ cell development,3,0.830796332,"5806, 3479, 132141",181,0.936561016,"['PTX3', 'IGF1', 'IQCF1']"
GO:0007276~gamete generation,6,0.856498623,"5806, 10406, 3479, 4327, 132141, 1082",181,0.821291968,"['PTX3', 'WFDC2', 'IGF1', 'MMP19', 'IQCF1', 'CGB3']"
GO:0014065~phosphatidylinositol 3-kinase signaling,3,0.375479885,"5286, 3479, 375033",181,2.287884767,"['PIK3C2A', 'IGF1', 'PEAR1']"
GO:0048015~phosphatidylinositol-mediated signaling,3,0.484929592,"5286, 3479, 375033",181,1.819908338,"['PIK3C2A', 'IGF1', 'PEAR1']"
GO:0048017~inositol lipid-mediated signaling,3,0.498736337,"5286, 3479, 375033",181,1.77946593,"['PIK3C2A', 'IGF1', 'PEAR1']"
GO:0008203~cholesterol metabolic process,3,0.368815603,"10613, 8542, 336",181,2.321042517,"['ERLIN1', 'APOL1', 'APOA2']"
GO:1902652~secondary alcohol metabolic process,3,0.382071301,"10613, 8542, 336",181,2.255661038,"['ERLIN1', 'APOL1', 'APOA2']"
GO:1901615~organic hydroxy compound metabolic process,7,0.402643649,"5360, 10613, 8542, 3479, 336, 2861, 1001",181,1.363824253,"['PLTP', 'ERLIN1', 'APOL1', 'IGF1', 'APOA2', 'GPR37', 'CDH3']"
GO:0016125~sterol metabolic process,3,0.417999578,"10613, 8542, 336",181,2.093489329,"['ERLIN1', 'APOL1', 'APOA2']"
GO:0008202~steroid metabolic process,4,0.61448343,"5618, 10613, 8542, 336",181,1.259798889,"['PRLR', 'ERLIN1', 'APOL1', 'APOA2']"
GO:0006066~alcohol metabolic process,4,0.622414714,"10613, 8542, 3479, 336",181,1.245107356,"['ERLIN1', 'APOL1', 'IGF1', 'APOA2']"
GO:0055088~lipid homeostasis,4,0.240692042,"9388, 336, 57048, 5468",181,2.346548479,"['LIPG', 'APOA2', 'PLSCR3', 'PPARG']"
GO:0042632~cholesterol homeostasis,3,0.252627772,"9388, 336, 57048",181,3.079844879,"['LIPG', 'APOA2', 'PLSCR3']"
GO:0055092~sterol homeostasis,3,0.256078136,"9388, 336, 57048",181,3.050513023,"['LIPG', 'APOA2', 'PLSCR3']"
GO:0046474~glycerophospholipid biosynthetic process,3,0.515662814,"5286, 336, 57048",181,1.731372256,"['PIK3C2A', 'APOA2', 'PLSCR3']"
GO:0045017~glycerolipid biosynthetic process,3,0.614944127,"5286, 336, 57048",181,1.442810214,"['PIK3C2A', 'APOA2', 'PLSCR3']"
GO:0008654~phospholipid biosynthetic process,3,0.638895391,"5286, 336, 57048",181,1.380620118,"['PIK3C2A', 'APOA2', 'PLSCR3']"
GO:0006644~phospholipid metabolic process,4,0.780671973,"9388, 5286, 336, 57048",181,0.97061778,"['LIPG', 'PIK3C2A', 'APOA2', 'PLSCR3']"
GO:0006650~glycerophospholipid metabolic process,3,0.794654324,"5286, 336, 57048",181,1.016837674,"['PIK3C2A', 'APOA2', 'PLSCR3']"
GO:0090407~organophosphate biosynthetic process,5,0.827667056,"9551, 5286, 336, 57048, 4710",181,0.869445894,"['ATP5MF', 'PIK3C2A', 'APOA2', 'PLSCR3', 'NDUFB4']"
GO:0051384~response to glucocorticoid,3,0.398529172,"336, 5069, 2660",181,2.178937873,"['APOA2', 'PAPPA', 'MSTN']"
GO:0031960~response to corticosteroid,3,0.474401419,"336, 5069, 2660",181,1.873122032,"['APOA2', 'PAPPA', 'MSTN']"
GO:0048545~response to steroid hormone,4,0.639853742,"7035, 336, 5069, 2660",181,1.213272225,"['TFPI', 'APOA2', 'PAPPA', 'MSTN']"
GO:0070371~ERK1 and ERK2 cascade,5,0.365243534,"1512, 3479, 6358, 6504, 1846",181,1.63253755,"['CTSH', 'IGF1', 'CCL14', 'SLAMF1', 'DUSP4']"
GO:0070372~regulation of ERK1 and ERK2 cascade,4,0.583767215,"3479, 6358, 6504, 1846",181,1.318122911,"['IGF1', 'CCL14', 'SLAMF1', 'DUSP4']"
GO:0070374~positive regulation of ERK1 and ERK2 cascade,3,0.627067905,"3479, 6358, 6504",181,1.411030253,"['IGF1', 'CCL14', 'SLAMF1']"
GO:0042593~glucose homeostasis,4,0.414532384,"51738, 3488, 57048, 5468",181,1.701481367,"['GHRL', 'IGFBP5', 'PLSCR3', 'PPARG']"
GO:0033500~carbohydrate homeostasis,4,0.417198758,"51738, 3488, 57048, 5468",181,1.694729457,"['GHRL', 'IGFBP5', 'PLSCR3', 'PPARG']"
GO:0048878~chemical homeostasis,11,0.790004217,"9388, 6916, 51738, 1512, 7037, 336, 3488, 567, 57048, 6358, 5468",181,0.892437321,"['LIPG', 'TBXAS1', 'GHRL', 'CTSH', 'TFRC', 'APOA2', 'IGFBP5', 'B2M', 'PLSCR3', 'CCL14', 'PPARG']"
GO:0051345~positive regulation of hydrolase activity,8,0.397986887,"1512, 355, 8853, 6358, 5468, 5996, 5657, 26092",181,1.320160195,"['CTSH', 'FAS', 'ASAP2', 'CCL14', 'PPARG', 'RGS1', 'PRTN3', 'TOR1AIP1']"
GO:0043547~positive regulation of GTPase activity,4,0.515828389,"8853, 6358, 5996, 5657",181,1.457583014,"['ASAP2', 'CCL14', 'RGS1', 'PRTN3']"
GO:0043087~regulation of GTPase activity,4,0.702262762,"8853, 6358, 5996, 5657",181,1.103544763,"['ASAP2', 'CCL14', 'RGS1', 'PRTN3']"
GO:0009314~response to radiation,6,0.427481603,"22976, 9212, 7412, 51435, 8493, 4869",181,1.39262551,"['PAXIP1', 'AURKB', 'VCAM1', 'SCARA3', 'PPM1D', 'NPM1']"
GO:0009411~response to UV,3,0.429431903,"9212, 51435, 4869",181,2.040152022,"['AURKB', 'SCARA3', 'NPM1']"
GO:0009416~response to light stimulus,3,0.812831358,"9212, 51435, 4869",181,0.976536181,"['AURKB', 'SCARA3', 'NPM1']"
GO:0006629~lipid metabolic process,17,0.298497543,"9388, 5360, 285362, 7132, 8542, 5286, 2760, 2683, 51052, 5618, 10613, 6916, 336, 57048, 5468, 718, 4758",181,1.231380766,"['LIPG', 'PLTP', 'SUMF1', 'TNFRSF1A', 'APOL1', 'PIK3C2A', 'GM2A', 'B4GALT1', 'PRLH', 'PRLR', 'ERLIN1', 'TBXAS1', 'APOA2', 'PLSCR3', 'PPARG', 'C3', 'NEU1']"
GO:0044255~cellular lipid metabolic process,12,0.457083057,"10613, 285362, 9388, 7132, 6916, 5286, 336, 57048, 2760, 5468, 4758, 718",181,1.157376215,"['ERLIN1', 'SUMF1', 'LIPG', 'TNFRSF1A', 'TBXAS1', 'PIK3C2A', 'APOA2', 'PLSCR3', 'GM2A', 'PPARG', 'NEU1', 'C3']"
GO:0006633~fatty acid biosynthetic process,3,0.524857241,"10613, 9388, 6916",181,1.703743976,"['ERLIN1', 'LIPG', 'TBXAS1']"
GO:0044283~small molecule biosynthetic process,6,0.626965162,"5360, 10613, 9388, 6916, 51363, 2026",181,1.110238709,"['PLTP', 'ERLIN1', 'LIPG', 'TBXAS1', 'CHST15', 'ENO2']"
GO:0072330~monocarboxylic acid biosynthetic process,3,0.679050327,"10613, 9388, 6916",181,1.28121547,"['ERLIN1', 'LIPG', 'TBXAS1']"
GO:0016053~organic acid biosynthetic process,3,0.832018512,"10613, 9388, 6916",181,0.933830517,"['ERLIN1', 'LIPG', 'TBXAS1']"
GO:0046394~carboxylic acid biosynthetic process,3,0.832018512,"10613, 9388, 6916",181,0.933830517,"['ERLIN1', 'LIPG', 'TBXAS1']"
GO:0055114~oxidation-reduction process,7,0.362696703,"285362, 51052, 3479, 2026, 336, 5468, 4710",181,1.426289486,"['SUMF1', 'PRLH', 'IGF1', 'ENO2', 'APOA2', 'PPARG', 'NDUFB4']"
GO:0015980~energy derivation by oxidation of organic compounds,3,0.765306553,"51052, 3479, 4710",181,1.08210766,"['PRLH', 'IGF1', 'NDUFB4']"
GO:0006338~chromatin remodeling,8,0.10029256,"22976, 57798, 9212, 6871, 84787, 8493, 3183, 4869",181,2.024037077,"['PAXIP1', 'GATAD1', 'AURKB', 'TADA2A', 'KMT5C', 'PPM1D', 'HNRNPC', 'NPM1']"
GO:1902749~regulation of cell cycle G2/M phase transition,3,0.368815603,"22976, 9212, 4869",181,2.321042517,"['PAXIP1', 'AURKB', 'NPM1']"
GO:1901987~regulation of cell cycle phase transition,5,0.583459262,"22976, 9212, 332, 902, 4869",181,1.221601325,"['PAXIP1', 'AURKB', 'BIRC5', 'CCNH', 'NPM1']"
GO:0044770~cell cycle phase transition,6,0.608395019,"22976, 9212, 332, 902, 8493, 4869",181,1.133819,"['PAXIP1', 'AURKB', 'BIRC5', 'CCNH', 'PPM1D', 'NPM1']"
GO:0006325~chromatin organization,8,0.784489148,"22976, 57798, 9212, 6871, 84787, 8493, 3183, 4869",181,0.901946828,"['PAXIP1', 'GATAD1', 'AURKB', 'TADA2A', 'KMT5C', 'PPM1D', 'HNRNPC', 'NPM1']"
GO:0016570~histone modification,4,0.838342426,"22976, 9212, 6871, 84787",181,0.871575149,"['PAXIP1', 'AURKB', 'TADA2A', 'KMT5C']"
GO:0006259~DNA metabolic process,9,0.851091379,"22976, 9212, 7037, 84787, 100134934, 5468, 8493, 3183, 4869",181,0.830519967,"['PAXIP1', 'AURKB', 'TFRC', 'KMT5C', 'TEN1', 'PPARG', 'PPM1D', 'HNRNPC', 'NPM1']"
GO:0016569~covalent chromatin modification,4,0.85749071,"22976, 9212, 6871, 84787",181,0.837395732,"['PAXIP1', 'AURKB', 'TADA2A', 'KMT5C']"
GO:0018205~peptidyl-lysine modification,3,0.893881366,"22976, 6871, 84787",181,0.790873747,"['PAXIP1', 'TADA2A', 'KMT5C']"
GO:0051276~chromosome organization,10,0.905559885,"22976, 57798, 9212, 332, 6871, 84787, 100134934, 8493, 3183, 4869",181,0.770331571,"['PAXIP1', 'GATAD1', 'AURKB', 'BIRC5', 'TADA2A', 'KMT5C', 'TEN1', 'PPM1D', 'HNRNPC', 'NPM1']"
GO:0006281~DNA repair,3,0.975525611,"22976, 84787, 4869",181,0.541969319,"['PAXIP1', 'KMT5C', 'NPM1']"
GO:0051338~regulation of transferase activity,10,0.435599672,"5618, 9212, 3479, 336, 2660, 5468, 8536, 902, 26228, 4869",181,1.213272225,"['PRLR', 'AURKB', 'IGF1', 'APOA2', 'MSTN', 'PPARG', 'CAMK1', 'CCNH', 'STAP1', 'NPM1']"
GO:0043549~regulation of kinase activity,8,0.547480287,"5618, 3479, 2660, 5468, 8536, 902, 26228, 4869",181,1.143431923,"['PRLR', 'IGF1', 'MSTN', 'PPARG', 'CAMK1', 'CCNH', 'STAP1', 'NPM1']"
GO:0045859~regulation of protein kinase activity,7,0.549863455,"5618, 3479, 5468, 8536, 902, 26228, 4869",181,1.16960202,"['PRLR', 'IGF1', 'PPARG', 'CAMK1', 'CCNH', 'STAP1', 'NPM1']"
GO:0051347~positive regulation of transferase activity,6,0.576318558,"5618, 9212, 3479, 336, 8536, 26228",181,1.175427036,"['PRLR', 'AURKB', 'IGF1', 'APOA2', 'CAMK1', 'STAP1']"
GO:0045860~positive regulation of protein kinase activity,4,0.678334082,"5618, 3479, 8536, 26228",181,1.144964673,"['PRLR', 'IGF1', 'CAMK1', 'STAP1']"
GO:0033674~positive regulation of kinase activity,4,0.79464165,"5618, 3479, 8536, 26228",181,0.946944176,"['PRLR', 'IGF1', 'CAMK1', 'STAP1']"
GO:0006913~nucleocytoplasmic transport,3,0.876687568,"5468, 8536, 4869",181,0.831958097,"['PPARG', 'CAMK1', 'NPM1']"
GO:0051169~nuclear transport,3,0.878515562,"5468, 8536, 4869",181,0.827658572,"['PPARG', 'CAMK1', 'NPM1']"
GO:0071900~regulation of protein serine/threonine kinase activity,3,0.883851325,"5468, 8536, 902",181,0.815022563,"['PPARG', 'CAMK1', 'CCNH']"
GO:0010720~positive regulation of cell development,7,0.453986983,"3479, 411, 3567, 50674, 5468, 8536, 114798",181,1.290804302,"['IGF1', 'ARSB', 'IL5', 'NEUROG3', 'PPARG', 'CAMK1', 'SLITRK1']"
GO:0045666~positive regulation of neuron differentiation,4,0.678334082,"411, 50674, 8536, 114798",181,1.144964673,"['ARSB', 'NEUROG3', 'CAMK1', 'SLITRK1']"
GO:0050769~positive regulation of neurogenesis,5,0.680633726,"411, 50674, 5468, 8536, 114798",181,1.0784642,"['ARSB', 'NEUROG3', 'PPARG', 'CAMK1', 'SLITRK1']"
GO:0031346~positive regulation of cell projection organization,4,0.713712724,"411, 2660, 8536, 114798",181,1.083938638,"['ARSB', 'MSTN', 'CAMK1', 'SLITRK1']"
GO:0010976~positive regulation of neuron projection development,3,0.741425425,"411, 8536, 114798",181,1.135829317,"['ARSB', 'CAMK1', 'SLITRK1']"
GO:0007338~single fertilization,3,0.474401419,"284359, 2683, 132141",181,1.873122032,"['IZUMO1', 'B4GALT1', 'IQCF1']"
GO:0009566~fertilization,3,0.597471127,"284359, 2683, 132141",181,1.48978543,"['IZUMO1', 'B4GALT1', 'IQCF1']"
GO:0045936~negative regulation of phosphate metabolic process,7,0.437499947,"3958, 3486, 2660, 5468, 26228, 1846, 4869",181,1.31348979,"['LGALS3', 'IGFBP3', 'MSTN', 'PPARG', 'STAP1', 'DUSP4', 'NPM1']"
GO:0010563~negative regulation of phosphorus metabolic process,7,0.439152753,"3958, 3486, 2660, 5468, 26228, 1846, 4869",181,1.311185422,"['LGALS3', 'IGFBP3', 'MSTN', 'PPARG', 'STAP1', 'DUSP4', 'NPM1']"
GO:0042326~negative regulation of phosphorylation,6,0.481850601,"3486, 2660, 5468, 26228, 1846, 4869",181,1.307362724,"['IGFBP3', 'MSTN', 'PPARG', 'STAP1', 'DUSP4', 'NPM1']"
GO:0033673~negative regulation of kinase activity,3,0.645850307,"2660, 5468, 4869",181,1.36299518,"['MSTN', 'PPARG', 'NPM1']"
GO:0051348~negative regulation of transferase activity,3,0.732408985,"2660, 5468, 4869",181,1.156331651,"['MSTN', 'PPARG', 'NPM1']"
GO:0001933~negative regulation of protein phosphorylation,4,0.779364295,"3486, 5468, 1846, 4869",181,0.972828754,"['IGFBP3', 'PPARG', 'DUSP4', 'NPM1']"
GO:0031400~negative regulation of protein modification process,5,0.841502968,"3958, 3486, 5468, 1846, 4869",181,0.84871189,"['LGALS3', 'IGFBP3', 'PPARG', 'DUSP4', 'NPM1']"
GO:1902532~negative regulation of intracellular signal transduction,4,0.92785231,"117584, 2660, 5468, 1846",181,0.696691392,"['RFFL', 'MSTN', 'PPARG', 'DUSP4']"
GO:0090090~negative regulation of canonical Wnt signaling pathway,3,0.475107604,"83999, 3489, 1000",181,1.862231787,"['KREMEN1', 'IGFBP6', 'CDH2']"
GO:0060828~regulation of canonical Wnt signaling pathway,4,0.520315536,"83999, 3489, 1001, 1000",181,1.447701096,"['KREMEN1', 'IGFBP6', 'CDH3', 'CDH2']"
GO:0030178~negative regulation of Wnt signaling pathway,3,0.572645152,"83999, 3489, 1000",181,1.554873143,"['KREMEN1', 'IGFBP6', 'CDH2']"
GO:0060070~canonical Wnt signaling pathway,4,0.610476422,"83999, 3489, 1001, 1000",181,1.26727544,"['KREMEN1', 'IGFBP6', 'CDH3', 'CDH2']"
GO:1905114~cell surface receptor signaling pathway involved in cell-cell signaling,6,0.642034855,"51738, 83999, 3489, 1001, 1000, 718",181,1.091324932,"['GHRL', 'KREMEN1', 'IGFBP6', 'CDH3', 'CDH2', 'C3']"
GO:0030111~regulation of Wnt signaling pathway,4,0.683577619,"83999, 3489, 1001, 1000",181,1.135829317,"['KREMEN1', 'IGFBP6', 'CDH3', 'CDH2']"
GO:0016055~Wnt signaling pathway,4,0.836311312,"83999, 3489, 1001, 1000",181,0.875147179,"['KREMEN1', 'IGFBP6', 'CDH3', 'CDH2']"
GO:0198738~cell-cell signaling by wnt,4,0.838342426,"83999, 3489, 1001, 1000",181,0.871575149,"['KREMEN1', 'IGFBP6', 'CDH3', 'CDH2']"
GO:0045840~positive regulation of mitotic nuclear division,3,0.132203779,"9212, 332, 3479",181,4.710350991,"['AURKB', 'BIRC5', 'IGF1']"
GO:0051785~positive regulation of nuclear division,3,0.191072637,"9212, 332, 3479",181,3.724463574,"['AURKB', 'BIRC5', 'IGF1']"
GO:0044839~cell cycle G2/M phase transition,4,0.240692042,"9212, 332, 8493, 4869",181,2.346548479,"['AURKB', 'BIRC5', 'PPM1D', 'NPM1']"
GO:2001252~positive regulation of chromosome organization,4,0.382342591,"22976, 9212, 332, 6871",181,1.794419425,"['PAXIP1', 'AURKB', 'BIRC5', 'TADA2A']"
GO:0000086~G2/M transition of mitotic cell cycle,3,0.449731822,"9212, 332, 8493",181,1.965054401,"['AURKB', 'BIRC5', 'PPM1D']"
GO:0090068~positive regulation of cell cycle process,4,0.492373663,"9212, 332, 3479, 4869",181,1.503774025,"['AURKB', 'BIRC5', 'IGF1', 'NPM1']"
GO:0045931~positive regulation of mitotic cell cycle,3,0.518345921,"9212, 332, 3479",181,1.722063803,"['AURKB', 'BIRC5', 'IGF1']"
GO:0007088~regulation of mitotic nuclear division,3,0.63419986,"9212, 332, 3479",181,1.39262551,"['AURKB', 'BIRC5', 'IGF1']"
GO:0010564~regulation of cell cycle process,7,0.68131839,"22976, 9212, 332, 3479, 79959, 902, 4869",181,1.021005042,"['PAXIP1', 'AURKB', 'BIRC5', 'IGF1', 'CEP76', 'CCNH', 'NPM1']"
GO:0045787~positive regulation of cell cycle,4,0.693874754,"9212, 332, 3479, 4869",181,1.117989066,"['AURKB', 'BIRC5', 'IGF1', 'NPM1']"
GO:0051783~regulation of nuclear division,3,0.701760772,"9212, 332, 3479",181,1.227217883,"['AURKB', 'BIRC5', 'IGF1']"
GO:0051640~organelle localization,6,0.746161933,"9212, 332, 1001, 1000, 10972, 4869",181,0.963319902,"['AURKB', 'BIRC5', 'CDH3', 'CDH2', 'TMED10', 'NPM1']"
GO:0010948~negative regulation of cell cycle process,3,0.75361369,"9212, 332, 4869",181,1.10831788,"['AURKB', 'BIRC5', 'NPM1']"
GO:0051656~establishment of organelle localization,5,0.785889896,"9212, 332, 1001, 10972, 4869",181,0.930034458,"['AURKB', 'BIRC5', 'CDH3', 'TMED10', 'NPM1']"
GO:0045786~negative regulation of cell cycle,4,0.787115583,"9212, 332, 3164, 4869",181,0.959711962,"['AURKB', 'BIRC5', 'NR4A1', 'NPM1']"
GO:0070925~organelle assembly,8,0.791672124,"9212, 3936, 332, 2886, 3567, 79959, 947, 4869",181,0.894391253,"['AURKB', 'LCP1', 'BIRC5', 'GRB7', 'IL5', 'CEP76', 'CD34', 'NPM1']"
GO:0007067~mitotic nuclear division,3,0.842666543,"9212, 332, 3479",181,0.909954169,"['AURKB', 'BIRC5', 'IGF1']"
GO:0044772~mitotic cell cycle phase transition,4,0.853826334,"9212, 332, 902, 8493",181,0.844015461,"['AURKB', 'BIRC5', 'CCNH', 'PPM1D']"
GO:0051726~regulation of cell cycle,9,0.879254147,"22976, 9212, 332, 3479, 6871, 79959, 902, 3164, 4869",181,0.798099337,"['PAXIP1', 'AURKB', 'BIRC5', 'IGF1', 'TADA2A', 'CEP76', 'CCNH', 'NR4A1', 'NPM1']"
GO:1901990~regulation of mitotic cell cycle phase transition,3,0.882977261,"9212, 332, 902",181,0.817101703,"['AURKB', 'BIRC5', 'CCNH']"
GO:0048285~organelle fission,4,0.912180539,"9212, 332, 3479, 5468",181,0.731287369,"['AURKB', 'BIRC5', 'IGF1', 'PPARG']"
GO:0022402~cell cycle process,9,0.920276469,"22976, 9212, 332, 84417, 3479, 79959, 902, 8493, 4869",181,0.74373963,"['PAXIP1', 'AURKB', 'BIRC5', 'ECRG4', 'IGF1', 'CEP76', 'CCNH', 'PPM1D', 'NPM1']"
GO:0007346~regulation of mitotic cell cycle,4,0.926859246,"9212, 332, 3479, 902",181,0.698971887,"['AURKB', 'BIRC5', 'IGF1', 'CCNH']"
GO:0000226~microtubule cytoskeleton organization,4,0.945677559,"9212, 332, 79959, 4869",181,0.65301502,"['AURKB', 'BIRC5', 'CEP76', 'NPM1']"
GO:1903047~mitotic cell cycle process,5,0.951215025,"9212, 332, 3479, 902, 8493",181,0.648651007,"['AURKB', 'BIRC5', 'IGF1', 'CCNH', 'PPM1D']"
GO:0000278~mitotic cell cycle,6,0.953998469,"9212, 332, 3479, 6871, 902, 8493",181,0.653681362,"['AURKB', 'BIRC5', 'IGF1', 'TADA2A', 'CCNH', 'PPM1D']"
GO:0000280~nuclear division,3,0.963888611,"9212, 332, 3479",181,0.589878209,"['AURKB', 'BIRC5', 'IGF1']"
GO:0007017~microtubule-based process,4,0.989965194,"9212, 332, 79959, 4869",181,0.483660049,"['AURKB', 'BIRC5', 'CEP76', 'NPM1']"
GO:0061024~membrane organization,15,0.166299607,"7132, 9212, 5286, 7037, 1000, 26228, 440574, 3958, 284359, 57048, 5468, 342035, 26092, 10972, 718",181,1.42230847,"['TNFRSF1A', 'AURKB', 'PIK3C2A', 'TFRC', 'CDH2', 'STAP1', 'MICOS10', 'LGALS3', 'IZUMO1', 'PLSCR3', 'PPARG', 'GLDN', 'TOR1AIP1', 'TMED10', 'C3']"
GO:0044802~single-organism membrane organization,9,0.586453156,"7132, 3958, 7037, 284359, 57048, 1000, 342035, 26092, 440574",181,1.084550341,"['TNFRSF1A', 'LGALS3', 'TFRC', 'IZUMO1', 'PLSCR3', 'CDH2', 'GLDN', 'TOR1AIP1', 'MICOS10']"
GO:0072659~protein localization to plasma membrane,3,0.728728742,"7132, 3958, 1000",181,1.164741336,"['TNFRSF1A', 'LGALS3', 'CDH2']"
GO:0007009~plasma membrane organization,4,0.744565352,"7132, 3958, 57048, 1000",181,1.031574452,"['TNFRSF1A', 'LGALS3', 'PLSCR3', 'CDH2']"
