GO_Term,count,PValue,Genes,List_total,Fold_enrichment
GO:0061572~actin filament bundle organization,5,0.26805583,"57026, 1809, 119, 1490, 6714",304,1.903265837
GO:1904037~positive regulation of epithelial cell apoptotic process,3,0.156790039,"572, 5584, 959",304,4.237938596
GO:2000351~regulation of endothelial cell apoptotic process,3,0.253866297,"5584, 10298, 959",304,3.075923175
GO:1904035~regulation of epithelial cell apoptotic process,4,0.273860883,"572, 5584, 10298, 959",304,2.192037205
GO:0072577~endothelial cell apoptotic process,3,0.282974995,"5584, 10298, 959",304,2.846376669
GO:1904019~epithelial cell apoptotic process,4,0.401965622,"572, 5584, 10298, 959",304,1.741618601
GO:0010661~positive regulation of muscle cell apoptotic process,3,0.104057503,"3458, 4089, 815",304,5.448778195
GO:0010660~regulation of muscle cell apoptotic process,3,0.407978236,"3458, 4089, 815",304,2.142777942
GO:0010657~muscle cell apoptotic process,3,0.435025221,"3458, 4089, 815",304,2.028800392
GO:0003018~vascular process in circulatory system,6,0.16512685,"2876, 2730, 1311, 5910, 59272, 6714",304,2.072904748
GO:0090066~regulation of anatomical structure size,13,0.177054042,"59272, 83547, 2932, 375, 51571, 2876, 2730, 1311, 57026, 11034, 119, 5910, 7409",304,1.465244728
GO:0097746~regulation of blood vessel diameter,5,0.203178526,"2876, 2730, 1311, 5910, 59272",304,2.147604018
GO:0050880~regulation of blood vessel size,5,0.203178526,"2876, 2730, 1311, 5910, 59272",304,2.147604018
GO:0035296~regulation of tube diameter,5,0.203178526,"2876, 2730, 1311, 5910, 59272",304,2.147604018
GO:0035150~regulation of tube size,5,0.20641984,"2876, 2730, 1311, 5910, 59272",304,2.133190569
GO:0003015~heart process,6,0.335277545,"2876, 10539, 5910, 59272, 1490, 6714",304,1.569606888
GO:0008015~blood circulation,9,0.603829298,"2876, 2730, 10539, 1311, 7424, 5910, 59272, 1490, 6714",304,1.069386375
GO:0003013~circulatory system process,9,0.626674478,"2876, 2730, 10539, 1311, 7424, 5910, 59272, 1490, 6714",304,1.047841961
GO:0050804~modulation of synaptic transmission,13,0.09719555,"6198, 8775, 29, 3265, 9241, 2932, 375, 7337, 5601, 5579, 815, 6714, 2648",304,1.649497059
GO:0099531~presynaptic process involved in chemical synaptic transmission,5,0.226169901,"64130, 2932, 8775, 5579, 11315",304,2.05061545
GO:0048167~regulation of synaptic plasticity,6,0.247068884,"2932, 375, 3265, 9241, 815, 2648",304,1.782310625
GO:0006836~neurotransmitter transport,6,0.273862013,"64130, 2932, 8775, 5579, 815, 11315",304,1.710378806
GO:0001505~regulation of neurotransmitter levels,6,0.314493694,"64130, 2932, 8775, 5579, 815, 11315",304,1.623040314
GO:0007268~chemical synaptic transmission,14,0.33557234,"6197, 64130, 8775, 3265, 9241, 2932, 375, 1267, 207, 5579, 815, 6714, 11315, 2648",304,1.248200709
GO:0098916~anterograde trans-synaptic signaling,14,0.33557234,"6197, 64130, 8775, 3265, 9241, 2932, 375, 1267, 207, 5579, 815, 6714, 11315, 2648",304,1.248200709
GO:0099537~trans-synaptic signaling,14,0.346403459,"6197, 64130, 8775, 3265, 9241, 2932, 375, 1267, 207, 5579, 815, 6714, 11315, 2648",304,1.230936522
GO:0099536~synaptic signaling,14,0.37136816,"6197, 64130, 8775, 3265, 9241, 2932, 375, 1267, 207, 5579, 815, 6714, 11315, 2648",304,1.207553738
GO:0045747~positive regulation of Notch signaling pathway,3,0.173457491,"5584, 6774, 6714",304,3.973067434
GO:0008593~regulation of Notch signaling pathway,4,0.203156523,"5584, 6774, 207, 6714",304,2.568447634
GO:0007219~Notch signaling pathway,4,0.53792321,"5584, 6774, 207, 6714",304,1.420538077
GO:0031343~positive regulation of cell killing,4,0.120371,"79465, 51571, 3458, 7409",304,3.302289815
GO:0002708~positive regulation of lymphocyte mediated immunity,5,0.142091139,"3329, 79465, 51571, 6778, 7409",304,2.483167146
GO:0002824~positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,5,0.142091139,"3329, 79465, 51571, 5588, 6778",304,2.483167146
GO:0002821~positive regulation of adaptive immune response,5,0.159590639,"3329, 79465, 51571, 5588, 6778",304,2.371980558
GO:0002460~adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,10,0.185753203,"3329, 79465, 51571, 6774, 5588, 3265, 6778, 3251, 3635, 959",304,1.573492053
GO:0001913~T cell mediated cytotoxicity,3,0.230625073,"79465, 51571, 3251",304,3.288055808
GO:0002705~positive regulation of leukocyte mediated immunity,5,0.246378805,"3329, 79465, 51571, 6778, 7409",304,1.974194998
GO:0031341~regulation of cell killing,4,0.261142715,"79465, 51571, 3458, 7409",304,2.250232883
GO:0002711~positive regulation of T cell mediated immunity,3,0.29459902,"3329, 79465, 51571",304,2.763872998
GO:0001912~positive regulation of leukocyte mediated cytotoxicity,3,0.300401591,"79465, 51571, 7409",304,2.724389098
GO:0002456~T cell mediated immunity,4,0.329492399,"3329, 79465, 51571, 3251",304,1.971134231
GO:0002706~regulation of lymphocyte mediated immunity,5,0.335369539,"3329, 79465, 51571, 6778, 7409",304,1.708846208
GO:0002703~regulation of leukocyte mediated immunity,6,0.341387758,"3329, 79465, 51571, 4067, 6778, 7409",304,1.55679377
GO:0002822~regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,5,0.350509303,"3329, 79465, 51571, 5588, 6778",304,1.672870499
GO:0002443~leukocyte mediated immunity,10,0.36194936,"3329, 79465, 51571, 4067, 867, 6778, 3251, 3635, 959, 7409",304,1.297328142
GO:0001909~leukocyte mediated cytotoxicity,4,0.376553493,"79465, 51571, 3251, 7409",304,1.816259398
GO:0002819~regulation of adaptive immune response,5,0.405886128,"3329, 79465, 51571, 5588, 6778",304,1.542938809
GO:0002449~lymphocyte mediated immunity,8,0.408934016,"3329, 79465, 51571, 6778, 3251, 3635, 959, 7409",304,1.300646117
GO:0001910~regulation of leukocyte mediated cytotoxicity,3,0.450931871,"79465, 51571, 7409",304,1.966053988
GO:0002709~regulation of T cell mediated immunity,3,0.456177692,"3329, 79465, 51571",304,1.945992213
GO:0001906~cell killing,5,0.572102059,"79465, 51571, 3458, 3251, 7409",304,1.241583573
GO:0000086~G2/M transition of mitotic cell cycle,6,0.113953269,"4361, 1017, 5687, 57099, 23236, 27183",304,2.339966096
GO:0010389~regulation of G2/M transition of mitotic cell cycle,5,0.139252458,"4361, 1017, 5687, 57099, 27183",304,2.502719644
GO:0044839~cell cycle G2/M phase transition,6,0.158991003,"4361, 1017, 5687, 57099, 23236, 27183",304,2.095683921
GO:0010972~negative regulation of G2/M transition of mitotic cell cycle,4,0.163892461,"4361, 5687, 57099, 27183",304,2.857037256
GO:0010948~negative regulation of cell cycle process,8,0.17080284,"4361, 1017, 27243, 5687, 5810, 57099, 27183, 2648",304,1.759697687
GO:1902750~negative regulation of cell cycle G2/M phase transition,4,0.171557125,"4361, 5687, 57099, 27183",304,2.794245228
GO:1902749~regulation of cell cycle G2/M phase transition,5,0.171675495,"4361, 1017, 5687, 57099, 27183",304,2.303227498
GO:0044770~cell cycle phase transition,11,0.386819073,"7332, 4361, 1017, 6198, 27243, 5687, 207, 57099, 23236, 815, 27183",304,1.237628086
GO:0044772~mitotic cell cycle phase transition,10,0.40246731,"4361, 1017, 6198, 27243, 5687, 207, 57099, 23236, 815, 27183",304,1.256305908
GO:1901991~negative regulation of mitotic cell cycle phase transition,5,0.473540332,"4361, 1017, 5687, 57099, 27183",304,1.412646199
GO:1901988~negative regulation of cell cycle phase transition,5,0.5281064,"4361, 1017, 5687, 57099, 27183",304,1.318860559
GO:1901990~regulation of mitotic cell cycle phase transition,7,0.580762743,"4361, 1017, 5687, 207, 57099, 23236, 27183",304,1.135162124
GO:0045930~negative regulation of mitotic cell cycle,5,0.656204699,"4361, 1017, 5687, 57099, 27183",304,1.115246999
GO:0007093~mitotic cell cycle checkpoint,3,0.673768559,"4361, 1017, 27183",304,1.297328142
GO:1901987~regulation of cell cycle phase transition,7,0.684727452,"4361, 1017, 5687, 207, 57099, 23236, 27183",304,1.018268999
GO:0032369~negative regulation of lipid transport,3,0.179076057,"5781, 1950, 207",304,3.891984425
GO:0001935~endothelial cell proliferation,6,0.211122207,"2081, 1950, 7424, 6774, 93974, 207",304,1.888190464
GO:0001938~positive regulation of endothelial cell proliferation,4,0.269613622,"1950, 7424, 6774, 207",304,2.211098398
GO:1905953~negative regulation of lipid localization,3,0.282974995,"5781, 1950, 207",304,2.846376669
GO:0010634~positive regulation of epithelial cell migration,5,0.310625535,"3458, 1950, 7424, 207, 6714",304,1.775672596
GO:0001936~regulation of endothelial cell proliferation,5,0.340047484,"1950, 7424, 6774, 93974, 207",304,1.699707993
GO:0010631~epithelial cell migration,8,0.374427566,"2876, 3458, 5781, 1950, 4089, 7424, 207, 6714",304,1.356140351
GO:0090132~epithelium migration,8,0.378712699,"2876, 3458, 5781, 1950, 4089, 7424, 207, 6714",304,1.345377332
GO:0090130~tissue migration,8,0.397122448,"2876, 3458, 5781, 1950, 4089, 7424, 207, 6714",304,1.324355811
GO:0010595~positive regulation of endothelial cell migration,3,0.623857914,"1950, 7424, 207",304,1.423188335
GO:0001667~ameboidal-type cell migration,8,0.64675609,"2876, 3458, 5781, 1950, 4089, 7424, 207, 6714",304,1.042116048
GO:0010632~regulation of epithelial cell migration,5,0.69261706,"3458, 1950, 7424, 207, 6714",304,1.063028076
GO:0032368~regulation of lipid transport,3,0.701731868,"5781, 1950, 207",304,1.23036927
GO:0043534~blood vessel endothelial cell migration,3,0.763007211,"2876, 7424, 207",304,1.089755639
GO:1905952~regulation of lipid localization,3,0.806228221,"5781, 1950, 207",304,0.993266859
GO:0043542~endothelial cell migration,4,0.821718411,"2876, 1950, 7424, 207",304,0.901689063
GO:0010594~regulation of endothelial cell migration,3,0.885837557,"1950, 7424, 207",304,0.811520157
GO:0042752~regulation of circadian rhythm,5,0.12813326,"2932, 2776, 7337, 5501, 5601",304,2.5841089
GO:0048511~rhythmic process,8,0.316345193,"2932, 2776, 4089, 7337, 5501, 5601, 3066, 6714",304,1.436589355
GO:0007623~circadian rhythm,4,0.57073061,"2932, 2776, 5501, 3066",304,1.352533595
GO:0038128~ERBB2 signaling pathway,4,0.002615268,"374, 1950, 10273, 6714",304,14.12646199
GO:0048732~gland development,14,0.027133963,"4087, 4089, 5894, 116986, 9241, 2194, 374, 1950, 7337, 207, 4830, 6778, 87178, 6714",304,1.964607296
GO:0051897~positive regulation of protein kinase B signaling,5,0.144952674,"374, 2876, 1950, 6714, 11315",304,2.463917789
GO:0061053~somite development,4,0.152597563,"4089, 4522, 9241, 2648",304,2.956701346
GO:0060429~epithelium development,26,0.160756664,"6498, 373156, 7424, 116986, 3066, 9241, 2194, 374, 572, 310, 3458, 1950, 4522, 2648, 9653, 4087, 37, 4089, 23236, 81858, 2932, 2876, 5687, 207, 6778, 6714",304,1.28123725
GO:0061098~positive regulation of protein tyrosine kinase activity,3,0.167868713,"374, 1950, 6714",304,4.057600784
GO:0072175~epithelial tube formation,5,0.19354854,"9653, 1950, 4522, 9241, 2648",304,2.192037205
GO:0016331~morphogenesis of embryonic epithelium,5,0.229508392,"9653, 7424, 4522, 9241, 2648",304,2.037470479
GO:0048754~branching morphogenesis of an epithelial tube,5,0.232859248,"374, 1950, 4089, 9241, 6714",304,2.02449296
GO:0035148~tube formation,5,0.242982246,"9653, 1950, 4522, 9241, 2648",304,1.986533717
GO:0010717~regulation of epithelial to mesenchymal transition,4,0.244313743,"4087, 4089, 3066, 9241",304,2.332810237
GO:0035239~tube morphogenesis,9,0.249999515,"374, 9653, 4087, 1950, 4089, 4522, 9241, 6714, 2648",304,1.501631786
GO:0060562~epithelial tube morphogenesis,8,0.283444655,"374, 9653, 1950, 4089, 4522, 9241, 6714, 2648",304,1.500155255
GO:0001838~embryonic epithelial tube formation,4,0.342361926,"9653, 4522, 9241, 2648",304,1.926335726
GO:0061138~morphogenesis of a branching epithelium,5,0.342398034,"374, 1950, 4089, 9241, 6714",304,1.690666993
GO:0051896~regulation of protein kinase B signaling,5,0.38908443,"374, 2876, 1950, 6714, 11315",304,1.581320372
GO:0001763~morphogenesis of a branching structure,5,0.410402848,"374, 1950, 4089, 9241, 6714",304,1.535484999
GO:0001843~neural tube closure,3,0.4403552,"4522, 9241, 2648",304,2.007444598
GO:0060606~tube closure,3,0.445657565,"4522, 9241, 2648",304,1.986533717
GO:0014020~primary neural tube formation,3,0.471740294,"4522, 9241, 2648",304,1.888190464
GO:0001841~neural tube formation,3,0.516776943,"4522, 9241, 2648",304,1.733702153
GO:0002009~morphogenesis of an epithelium,10,0.516872029,"374, 9653, 1950, 4089, 7424, 5687, 4522, 9241, 6714, 2648",304,1.139230806
GO:0009887~animal organ morphogenesis,18,0.590678104,"9653, 4087, 5584, 4089, 7424, 6774, 3265, 3066, 2251, 9241, 1490, 374, 1311, 51377, 5687, 4522, 6778, 6714",304,1.021645912
GO:0048729~tissue morphogenesis,11,0.615496395,"374, 9653, 4087, 1950, 4089, 7424, 5687, 4522, 9241, 6714, 2648",304,1.03747755
GO:0035295~tube development,10,0.676703865,"374, 9653, 4087, 1950, 4089, 4522, 9241, 1490, 6714, 2648",304,0.993266859
GO:0009952~anterior/posterior pattern specification,4,0.690976253,"4087, 4089, 9241, 2648",304,1.125116442
GO:0021915~neural tube development,3,0.745868153,"4522, 9241, 2648",304,1.128445188
GO:0003002~regionalization,4,0.923664134,"4087, 4089, 9241, 2648",304,0.706323099
GO:0007389~pattern specification process,4,0.980889634,"4087, 4089, 9241, 2648",304,0.534193941
GO:0051607~defense response to virus,5,0.682500159,"22978, 3458, 51251, 3445, 282618",304,1.077442016
GO:0070227~lymphocyte apoptotic process,4,0.167711852,"79444, 4067, 5588, 207",304,2.825292398
GO:0070228~regulation of lymphocyte apoptotic process,3,0.277156093,"79444, 4067, 5588",304,2.889503589
GO:0071887~leukocyte apoptotic process,4,0.342361926,"79444, 4067, 5588, 207",304,1.926335726
GO:2000106~regulation of leukocyte apoptotic process,3,0.466582279,"79444, 4067, 5588",304,1.907072368
GO:0071354~cellular response to interleukin-6,4,0.029694755,"55022, 4089, 6774, 6714",304,5.913402693
GO:0070741~response to interleukin-6,4,0.037287964,"55022, 4089, 6774, 6714",304,5.410134378
GO:0001837~epithelial to mesenchymal transition,7,0.044856287,"2932, 6275, 4087, 4089, 3066, 9241, 3182",304,2.713314345
GO:0070102~interleukin-6-mediated signaling pathway,3,0.062220901,"4089, 6774, 6714",304,7.334893725
GO:0035270~endocrine system development,6,0.071405797,"572, 2932, 4087, 4089, 5894, 9241",304,2.705067189
GO:0007179~transforming growth factor beta receptor signaling pathway,7,0.113907761,"4087, 6498, 4089, 10273, 6774, 3066, 6714",304,2.118969298
GO:0003203~endocardial cushion morphogenesis,3,0.135098718,"4087, 4089, 9241",304,4.651396021
GO:0090101~negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,6,0.157698719,"4087, 6498, 4089, 10273, 3066, 9241",304,2.107262286
GO:0060173~limb development,6,0.182393132,"4154, 4089, 1311, 3066, 9241, 2648",304,1.996934417
GO:0048736~appendage development,6,0.182393132,"4154, 4089, 1311, 3066, 9241, 2648",304,1.996934417
GO:0003197~endocardial cushion development,3,0.190393427,"4087, 4089, 9241",304,3.739357585
GO:0048762~mesenchymal cell differentiation,7,0.191391031,"2932, 6275, 4087, 4089, 3066, 9241, 3182",304,1.80887623
GO:0001657~ureteric bud development,4,0.203156523,"9653, 4087, 4089, 9241",304,2.568447634
GO:0072163~mesonephric epithelium development,4,0.207199469,"9653, 4087, 4089, 9241",304,2.542763158
GO:0072164~mesonephric tubule development,4,0.207199469,"9653, 4087, 4089, 9241",304,2.542763158
GO:0007178~transmembrane receptor protein serine/threonine kinase signaling pathway,10,0.213849029,"4087, 6498, 4089, 1311, 10273, 6774, 151742, 3066, 9241, 6714",304,1.517161789
GO:0090287~regulation of cellular response to growth factor stimulus,9,0.214904551,"9146, 4087, 6498, 4089, 7424, 10273, 3066, 5579, 9241",304,1.571762941
GO:0017015~regulation of transforming growth factor beta receptor signaling pathway,5,0.219531527,"4087, 6498, 4089, 10273, 3066",304,2.077420881
GO:0010718~positive regulation of epithelial to mesenchymal transition,3,0.224834386,"4087, 4089, 3066",304,3.345740997
GO:0001823~mesonephros development,4,0.227671356,"9653, 4087, 4089, 9241",304,2.421679198
GO:1903844~regulation of cellular response to transforming growth factor beta stimulus,5,0.229508392,"4087, 6498, 4089, 10273, 3066",304,2.037470479
GO:0072132~mesenchyme morphogenesis,3,0.230625073,"4087, 4089, 9241",304,3.288055808
GO:0042733~embryonic digit morphogenesis,3,0.25968802,"4089, 3066, 9241",304,3.027098997
GO:0071560~cellular response to transforming growth factor beta stimulus,7,0.277227663,"4087, 6498, 4089, 10273, 6774, 3066, 6714",304,1.589226974
GO:0071559~response to transforming growth factor beta,7,0.294753204,"4087, 6498, 4089, 10273, 6774, 3066, 6714",304,1.555886548
GO:0030510~regulation of BMP signaling pathway,4,0.303753435,"4087, 6498, 4089, 9241",304,2.06728712
GO:0035113~embryonic appendage morphogenesis,4,0.312328017,"4154, 4089, 3066, 9241",304,2.034210526
GO:0030326~embryonic limb morphogenesis,4,0.312328017,"4154, 4089, 3066, 9241",304,2.034210526
GO:0030509~BMP signaling pathway,5,0.313930715,"4087, 6498, 4089, 1311, 9241",304,1.765807749
GO:0071772~response to BMP,5,0.353209184,"4087, 6498, 4089, 1311, 9241",304,1.664112014
GO:0071773~cellular response to BMP stimulus,5,0.353209184,"4087, 6498, 4089, 1311, 9241",304,1.664112014
GO:0007498~mesoderm development,4,0.368031571,"27330, 4087, 4089, 9241",304,1.842581998
GO:0060485~mesenchyme development,7,0.370456448,"2932, 6275, 4087, 4089, 3066, 9241, 3182",304,1.417145072
GO:0007492~endoderm development,3,0.391452044,"4087, 4089, 9241",304,2.21752601
GO:0035107~appendage morphogenesis,4,0.427079444,"4154, 4089, 3066, 9241",304,1.672870499
GO:0035108~limb morphogenesis,4,0.427079444,"4154, 4089, 3066, 9241",304,1.672870499
GO:0072073~kidney epithelium development,4,0.427079444,"9653, 4087, 4089, 9241",304,1.672870499
GO:0090288~negative regulation of cellular response to growth factor stimulus,5,0.435218361,"9146, 6498, 10273, 3066, 9241",304,1.485258854
GO:0030512~negative regulation of transforming growth factor beta receptor signaling pathway,3,0.492069253,"6498, 10273, 3066",304,1.816259398
GO:1903845~negative regulation of cellular response to transforming growth factor beta stimulus,3,0.506989449,"6498, 10273, 3066",304,1.765807749
GO:0090092~regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,6,0.550591607,"4087, 6498, 4089, 10273, 3066, 9241",304,1.207007828
GO:0045165~cell fate commitment,5,0.679935003,"4087, 4089, 6774, 3066, 6778",304,1.081106785
GO:0001655~urogenital system development,6,0.69423233,"9653, 4087, 4089, 7337, 9241, 163",304,1.028071358
GO:0001822~kidney development,5,0.739752239,"9653, 4087, 4089, 9241, 163",304,0.996380548
GO:0072001~renal system development,5,0.761184883,"9653, 4087, 4089, 9241, 163",304,0.966095425
GO:0007369~gastrulation,3,0.808538838,"4087, 4089, 9241",304,0.988120398
GO:0043588~skin development,4,0.896679296,"4089, 1311, 3066, 81858",304,0.76359254
GO:0043010~camera-type eye development,4,0.909587122,"79444, 6498, 6774, 3066",304,0.737032799
GO:0003007~heart morphogenesis,3,0.927029603,"4087, 4089, 9241",304,0.706323099
GO:0072593~reactive oxygen species metabolic process,13,0.002659456,"6464, 93974, 59272, 1490, 51181, 2876, 3458, 55022, 10935, 207, 2539, 11315, 7409",304,2.782484937
GO:0034764~positive regulation of transmembrane transport,4,0.57073061,"3458, 59272, 11315, 2539",304,1.352533595
GO:0098657~import into cell,4,0.639367711,"3458, 10550, 59272, 11315",304,1.21663309
GO:0022898~regulation of transmembrane transporter activity,5,0.707360658,"3458, 9943, 51204, 59272, 11315",304,1.042116048
GO:1904064~positive regulation of cation transmembrane transport,3,0.745868153,"3458, 59272, 2539",304,1.128445188
GO:0034767~positive regulation of ion transmembrane transport,3,0.776517428,"3458, 59272, 2539",304,1.059484649
GO:0032409~regulation of transporter activity,5,0.777328989,"3458, 9943, 51204, 59272, 11315",304,0.943161409
GO:0032412~regulation of ion transmembrane transporter activity,3,0.945989054,"3458, 9943, 51204",304,0.650877941
GO:0048871~multicellular organismal homeostasis,10,0.212105556,"2876, 5781, 37, 1311, 6774, 84959, 271, 1490, 3635, 6714",304,1.520791362
GO:0045124~regulation of bone resorption,3,0.151305073,"84959, 3635, 6714",304,4.334255383
GO:0030316~osteoclast differentiation,4,0.195128045,"3458, 84959, 3635, 6714",304,2.621405317
GO:0046850~regulation of bone remodeling,3,0.196087827,"84959, 3635, 6714",304,3.667446862
GO:0045453~bone resorption,3,0.236425298,"84959, 3635, 6714",304,3.232326048
GO:0002573~myeloid leukocyte differentiation,6,0.316545099,"3458, 4067, 84959, 2194, 3635, 6714",304,1.609343771
GO:0046849~bone remodeling,3,0.407978236,"84959, 3635, 6714",304,2.142777942
GO:0034103~regulation of tissue remodeling,3,0.429668095,"84959, 3635, 6714",304,2.05061545
GO:0048771~tissue remodeling,3,0.801532674,"84959, 3635, 6714",304,1.003722299
GO:0002312~B cell activation involved in immune response,4,0.156334514,"3329, 5450, 6778, 959",304,2.922716273
GO:0045190~isotype switching,3,0.190393427,"3329, 6778, 959",304,3.739357585
GO:0002204~somatic recombination of immunoglobulin genes involved in immune response,3,0.190393427,"3329, 6778, 959",304,3.739357585
GO:0002208~somatic diversification of immunoglobulins involved in immune response,3,0.190393427,"3329, 6778, 959",304,3.739357585
GO:0002381~immunoglobulin production involved in immunoglobulin mediated immune response,3,0.219055007,"3329, 6778, 959",304,3.405486372
GO:0016447~somatic recombination of immunoglobulin gene segments,3,0.236425298,"3329, 6778, 959",304,3.232326048
GO:0016445~somatic diversification of immunoglobulins,3,0.288789736,"3329, 6778, 959",304,2.804518189
GO:0016444~somatic cell DNA recombination,3,0.29459902,"3329, 6778, 959",304,2.763872998
GO:0002562~somatic diversification of immune receptors via germline recombination within a single locus,3,0.29459902,"3329, 6778, 959",304,2.763872998
GO:0002200~somatic diversification of immune receptors,3,0.352134897,"3329, 6778, 959",304,2.414015656
GO:0016064~immunoglobulin mediated immune response,4,0.696668679,"3329, 6778, 3635, 959",304,1.115246999
GO:0019724~B cell mediated immunity,4,0.705058518,"3329, 6778, 3635, 959",304,1.100763272
GO:0006310~DNA recombination,5,0.798110249,"3329, 4361, 51377, 6778, 959",304,0.913348835
GO:0002377~immunoglobulin production,3,0.808538838,"3329, 6778, 959",304,0.988120398
GO:0002440~production of molecular mediator of immune response,4,0.880854515,"3329, 6778, 959, 9261",304,0.794613487
GO:0043484~regulation of RNA splicing,7,0.081078016,"2081, 3190, 10150, 4154, 3185, 23326, 2648",304,2.32975682
GO:1903311~regulation of mRNA metabolic process,5,0.371305819,"3190, 10150, 4154, 87178, 3182",304,1.621660177
"GO:0048024~regulation of mRNA splicing, via spliceosome",3,0.545357323,"3190, 10150, 4154",304,1.644027904
GO:0050684~regulation of mRNA processing,3,0.684495696,"3190, 10150, 4154",304,1.271381579
GO:0043550~regulation of lipid kinase activity,3,0.219055007,"8396, 4067, 6714",304,3.405486372
GO:1903725~regulation of phospholipid metabolic process,3,0.385897289,"8396, 4067, 6714",304,2.243614551
GO:0019216~regulation of lipid metabolic process,8,0.408934016,"8396, 3458, 37, 4067, 10273, 207, 8877, 6714",304,1.300646117
GO:0002762~negative regulation of myeloid leukocyte differentiation,3,0.213288756,"4067, 84959, 3635",304,3.467404306
GO:1902106~negative regulation of leukocyte differentiation,4,0.261142715,"4067, 84959, 3635, 282618",304,2.250232883
GO:1903707~negative regulation of hemopoiesis,5,0.282107403,"4067, 84959, 3635, 10443, 282618",304,1.858744998
GO:0045670~regulation of osteoclast differentiation,3,0.317757081,"3458, 84959, 3635",304,2.612427902
GO:0002761~regulation of myeloid leukocyte differentiation,4,0.333783478,"3458, 4067, 84959, 3635",304,1.95597166
GO:0002683~negative regulation of immune system process,11,0.417959573,"22978, 2876, 4067, 207, 6778, 23236, 84959, 3635, 6714, 10443, 282618",304,1.211888853
GO:0045638~negative regulation of myeloid cell differentiation,3,0.461394623,"4067, 84959, 3635",304,1.926335726
GO:0050866~negative regulation of cell activation,4,0.693832404,"4067, 84959, 3635, 282618",304,1.120159981
GO:0051250~negative regulation of lymphocyte activation,3,0.757408296,"4067, 3635, 282618",304,1.10235397
GO:0002695~negative regulation of leukocyte activation,3,0.834410952,"4067, 3635, 282618",304,0.930279204
GO:0060828~regulation of canonical Wnt signaling pathway,9,0.094413754,"2932, 2776, 1950, 1455, 8994, 5687, 53944, 9241, 6714",304,1.939395629
GO:0090263~positive regulation of canonical Wnt signaling pathway,5,0.165593178,"1950, 1455, 5687, 53944, 6714",304,2.337098491
GO:0030111~regulation of Wnt signaling pathway,9,0.244699049,"2932, 2776, 1950, 1455, 8994, 5687, 53944, 9241, 6714",304,1.521600294
GO:0060070~canonical Wnt signaling pathway,8,0.278788341,"2932, 1950, 1455, 8994, 5687, 53944, 9241, 6714",304,1.509058254
GO:0030177~positive regulation of Wnt signaling pathway,5,0.293068916,"1950, 1455, 5687, 53944, 6714",304,1.826697671
GO:0016055~Wnt signaling pathway,9,0.497152202,"2932, 2776, 1950, 1455, 8994, 5687, 53944, 9241, 6714",304,1.172380554
GO:0198738~cell-cell signaling by wnt,9,0.503445101,"2932, 2776, 1950, 1455, 8994, 5687, 53944, 9241, 6714",304,1.167595328
GO:1905114~cell surface receptor signaling pathway involved in cell-cell signaling,10,0.574467111,"2932, 2776, 1950, 1455, 8994, 5687, 53944, 207, 9241, 6714",304,1.082948534
GO:0071383~cellular response to steroid hormone stimulus,6,0.265533081,"9125, 7332, 6198, 7337, 6714, 11315",304,1.733702153
GO:0030518~intracellular steroid hormone receptor signaling pathway,4,0.312328017,"9125, 7337, 6714, 11315",304,2.034210526
GO:0033143~regulation of intracellular steroid hormone receptor signaling pathway,3,0.34644284,"9125, 6714, 11315",304,2.444964575
GO:0009755~hormone-mediated signaling pathway,5,0.371305819,"9125, 5781, 7337, 6714, 11315",304,1.621660177
GO:0043401~steroid hormone mediated signaling pathway,4,0.389291529,"9125, 7337, 6714, 11315",304,1.778156054
GO:0007548~sex differentiation,6,0.517899631,"9125, 5781, 4089, 867, 7337, 6714",304,1.262961833
GO:0030522~intracellular receptor signaling pathway,5,0.614119205,"9125, 6774, 7337, 6714, 11315",304,1.177205166
GO:0048659~smooth muscle cell proliferation,6,0.141830194,"2081, 3458, 6198, 207, 59272, 6714",304,2.179511278
GO:0048660~regulation of smooth muscle cell proliferation,6,0.151684741,"2081, 3458, 6198, 207, 59272, 6714",304,2.130807116
GO:0033002~muscle cell proliferation,7,0.179708649,"2081, 3458, 6198, 207, 59272, 9241, 6714",304,1.846404783
GO:0048661~positive regulation of smooth muscle cell proliferation,4,0.215339011,"2081, 6198, 207, 6714",304,2.492905057
GO:1901655~cellular response to ketone,3,0.461394623,"6198, 207, 6714",304,1.926335726
GO:0007162~negative regulation of cell adhesion,6,0.539610668,"83700, 5781, 207, 84959, 6714, 282618",304,1.210839599
GO:0007281~germ cell development,5,0.786975684,"83700, 6198, 207, 6714, 9519",304,0.929372499
GO:0022412~cellular process involved in reproduction in multicellular organism,5,0.871154274,"83700, 6198, 207, 6714, 9519",304,0.802639886
GO:0030148~sphingolipid biosynthetic process,4,0.256920371,"1455, 151742, 9218, 8877",304,2.270324248
GO:0006665~sphingolipid metabolic process,5,0.26805583,"80772, 1455, 151742, 9218, 8877",304,1.903265837
GO:0046467~membrane lipid biosynthetic process,4,0.431230403,"1455, 151742, 9218, 8877",304,1.661936705
