Proteins,Target name,EntrezGeneID,Uniprot,EntrezGeneIDString
LY66C_6256.9,LY66C,80740,O95867,80740
CGRE1_6257.56,CGRE1,10669,Q99674,10669
Tenascin_6259.60,Tenascin,3371,P24821,3371
Tenascin_6260.14,Tenascin,3371,P24821,3371
IL.17B.R_6262.14,IL-17B R,55540,Q9NRM6,55540
PLTP_6263.77,PLTP,5360,P55058,5360
CYR61_6264.9,CYR61,3491,O00622,3491
STMN4_6267.51,STMN4,81551,Q9H169,81551
P3H1_6273.58,P3H1,64175,Q32P28,64175
WSCD2_6274.15,WSCD2,9671,Q2TBF2,9671
Furin_6276.16,Furin,5045,P09958,5045
PCDH8_6280.11,PCDH8,5100,O95206,5100
SIA4B_6281.51,SIA4B,6483,Q16842,6483
MCEM1_6283.60,MCEM1,199675,Q8IX19,199675
F150B_6284.7,F150B,285016,Q6UX46,285016
K0152_6285.71,K0152,9761,Q14165,9761
RHG36_6289.78,RHG36,158763,Q6ZRI8,158763
UTS2B_6290.3,UTS2B,257313,Q765I0,257313
Alcadein.beta_6291.55,Alcadein-beta,9746,Q9BQT9,9746
BAGE2_6294.11,BAGE2,85319,Q86Y30,85319
OIT3_6296.36,OIT3,170392,Q8WWZ8,170392
C1QT1_6304.8,C1QT1,114897,Q9BXJ1,114897
PLBL1_6315.58,PLBL1,79887,Q6P4A8,79887
PCDGA_6321.65,PCDGA,56106,Q9Y5H3,56106
DNSL2_6324.11,DNSL2,1775,Q92874,1775
BMP.4_6326.20,BMP-4,652,P12644,652
GGT2_6334.9,GGT2,728441,P36268,728441
Nephronectin_6342.10,Nephronectin,255743,Q6UXI9,255743
Apo.C.II_6350.43,Apo C-II,344,P02655,344
CD79B_6351.55,CD79B,974,P40259,974
INSRR_6352.8,INSRR,3645,P14616,3645
HPHL1_6354.13,HPHL1,341208,Q6MZM0,341208
Carboxypeptidase.B1_6356.3,Carboxypeptidase B1,1360,P15086,1360
ELA3B_6357.83,ELA3B,23436,P08861,23436
AGO61_6359.50,AGO61,84892,Q8NAT1,84892
DB128_6360.7,DB128,245939,Q7Z7B8,245939
PTPRR_6361.49,PTPRR,5801,Q15256,5801
AUGN_6362.6,AUGN,84417,Q9H1Z8,84417
TPSNR_6364.7,TPSNR,55080,Q9BX59,55080
TXD15_6366.38,TXD15,79770,Q96J42,79770
fibromodulin_6367.66,fibromodulin,2331,Q06828,2331
CST1L_6368.9,CST1L,128817,Q9H114,128817
DEAF1_6369.82,DEAF1,10522,O75398,10522
ANGL7_6371.50,ANGL7,10218,O43827,10218
YBOX2_6372.7,YBOX2,51087,Q9Y2T7,51087
DLK1_6373.54,DLK1,8788,P80370,8788
MMP20_6374.7,MMP20,9313,O60882,9313
XXLT1_6375.75,XXLT1,152002,Q8NBI6,152002
LYZL2_6377.54,LYZL2,119180,Q7Z4W2,119180
CEI_6378.2,CEI,153571,Q86SI9,153571
ATL2_6379.62,ATL2,9719,Q86TH1,9719
ICT1_6380.23,ICT1,3396,Q14197,3396
MANBA_6382.17,MANBA,4126,O00462,4126
TLL1_6383.90,TLL1,7092,O43897,7092
WFDC3_6384.19,WFDC3,140686,Q8IUB2,140686
VWA1_6385.63,VWA1,64856,Q6PCB0,64856
HD.5_6387.61,HD-5,1670,Q01523,1670
CC126_6388.21,CC126,90693,Q96EE4,90693
NPS_6390.18,NPS,594857,P0C0P6,594857
LIRA3_6391.52,LIRA3,11026,Q8N6C8,11026
WISP.2_6392.7,WISP-2,8839,O76076,8839
Endoplasmin_6393.63,Endoplasmin,7184,P14625,7184
GPHA2_6395.58,GPHA2,170589,Q96T91,170589
LONM_6398.12,LONM,9361,P36776,9361
D107A_6399.52,D107A,245910,Q8IZN7,245910
P5I13_6400.33,P5I13,90313,Q8NBR0,90313
PILRA.isoform.FDF03.deltaTM_6402.8,PILRA isoform FDF03-deltaTM,29992,Q9UKJ1,29992
C1QRF_6404.20,C1QRF,10882,O75973,10882
PSG2_6405.74,PSG2,5670,P11465,5670
NMES1_6406.3,NMES1,84419,Q9C002,84419
LAD1_6407.63,LAD1,3898,O00515,3898
INHBC_6408.2,INHBC,3626,P55103,3626
GP116_6409.57,GP116,221395,Q8IZF2,221395
INSL4_6410.26,INSL4,3641,Q14641,3641
DB135_6411.58,DB135,613209,Q30KP9,613209
LIPK_6413.79,LIPK,643414,Q5VXJ0,643414
OAF_6414.8,OAF,220323,Q86UD1,220323
CPN2_6415.90,CPN2,1370,P22792,1370
GKN2_6416.8,GKN2,200504,Q86XP6,200504
SDHF2_6420.4,SDHF2,54949,Q9NX18,54949
IFN16_6421.52,IFN16,3449,P05015,3449
C1QL2_6423.66,C1QL2,165257,Q7Z5L3,165257
RNS13_6424.2,RNS13,440163,Q5GAN3,440163
MMP19_6425.87,MMP19,4327,Q99542,4327
F19A2_6430.36,F19A2,338811,Q8N3H0,338811
PCYOX_6431.68,PCYOX,51449,Q9UHG3,51449
FA20A_6433.57,FA20A,54757,Q96MK3,54757
Amine.oxidase_6434.18,Amine oxidase,314,O75106,314
CN093_6439.59,CN093,60686,Q9H972,60686
MFAP5_6440.31,MFAP5,8076,Q13361,8076
ATS6_6441.62,ATS6,11174,Q9UKP5,11174
BAGE3_6442.6,BAGE3,85318,Q86Y29,85318
PSG3_6444.15,PSG3,5671,Q16557,5671
PTX3_6447.73,PTX3,5806,P26022,5806
Sema.E_6448.36,Sema E,10512,Q99985,10512
FABP6_6450.8,FABP6,2172,P51161,2172
ASPN_6451.64,ASPN,54829,Q9BXN1,54829
LIRB4_6453.70,LIRB4,11006,Q8NHJ6,11006
Rho.GDIa_6454.38,Rho-GDIa,396,P52565,396
HPLN4_6455.52,HPLN4,404037,Q86UW8,404037
PSG6_6456.17,PSG6,5675,Q00889,5675
PCDG1_6457.50,PCDG1,56114,Q9Y5H4,56114
RPN1.LD_6458.6,RPN1:LD,6184,P04843,6184
Apo.C.III_6461.54,Apo C-III,345,P02656,345
TIMP.4_6462.12,TIMP-4,7079,Q99727,7079
OX26_6463.59,OX26,347148,P83859,347148
PVRIG_6464.40,PVRIG,79037,Q6DKI7,79037
KTEL1_6467.65,KTEL1,56983,Q8NBL1,56983
TKN4_6468.37,TKN4,255061,Q86UU9,255061
LY66D_6469.62,LY66D,58530,O95868,58530
fibulin.1_6470.19,fibulin 1,2192,P23142,2192
FHR4_6471.53,FHR4,10877,Q92496,10877
GP100_6472.40,GP100,6490,P40967,6490
PLUNC_6473.55,PLUNC,51297,Q9NP55,51297
IGLO5_6478.2,IGLO5,402665,A6NGN9,402665
CANT1_6480.1,CANT1,124583,Q8WVQ1,124583
IGLL1_6485.59,IGLL1,3543,P15814,3543
kallikrein.15_6491.59,kallikrein 15,55554,Q9H2R5,55554
CBPZ_6493.9,CBPZ,8532,Q66K79,8532
sperm.acrosome.associated.5_6494.60,sperm acrosome associated 5,389852,Q96QH8,389852
Endothelin.1_6495.14,Endothelin 1,1906,P05305,1906
DLK1.ECD_6496.60,DLK1:ECD,8788,P80370,8788
XLRS1_6497.10,XLRS1,6247,O15537,6247
CRIM1.ECD_6502.50,CRIM1:ECD,51232,Q9NZV1,51232
Lysyl.oxidase.like.protein.2_6504.65,Lysyl oxidase-like protein 2,4017,Q9Y4K0,4017
TMEDA_6506.54,TMEDA,10972,P49755,10972
NCAM2_6507.16,NCAM2,4685,O15394,4685
SG1D2_6508.68,SG1D2,10647,O95969,10647
RN128.region.1_6510.56,RN128:region 1,79589,Q8TEB7,79589
F19A4_6511.17,F19A4,151647,Q96LR4,151647
KREM1_6512.68,KREM1,83999,Q96MU8,83999
BMP.3b_6517.14,BMP-3b,2662,P55107,2662
ghrelin_6518.85,ghrelin,51738,Q9UBU3,51738
MGP_6520.87,MGP,4256,P08493,4256
NPTX2_6521.35,NPTX2,4885,P47972,4885
DUSP13_6525.17,DUSP13,51207,Q6B8I1,51207
OBP2A_6526.77,OBP2A,29991,Q9NY56,29991
TRIL.ECD_6527.1,TRIL:ECD,9865,Q7L0X0,9865
EXTL2_6528.95,EXTL2,2135,Q9UBQ6,2135
PROL1_6530.63,PROL1,58503,Q99935,58503
F162A_6531.29,F162A,26355,Q96A26,26355
DNS2B_6533.20,DNS2B,58511,Q8WZ79,58511
LAML2_6536.54,LAML2,196463,Q8NHP8,196463
K2013_6538.90,K2013,90231,Q8IYS2,90231
PRRP_6543.182,PRRP,51052,P81277,51052
NELL1_6544.33,NELL1,4745,Q92832,4745
PRIO_6545.58,PRIO,5621,P04156,5621
DKK2_6546.41,DKK2,27123,Q9UBU2,27123
TM11D_6547.83,TM11D,9407,O60235,9407
VTM2L_6549.60,VTM2L,128434,Q96N03,128434
ICAM4_6550.4,ICAM4,3386,Q14773,3386
Vaspin_6551.94,Vaspin,145264,Q8IW75,145264
CCD19_6553.68,CCD19,25790,Q9UL16,25790
Stomatin.like.protein.2_6555.58,Stomatin-like protein 2,30968,Q9UJZ1,30968
ENPP5_6556.5,ENPP5,59084,Q9UJA9,59084
LRC15_6557.50,LRC15,131578,Q8TF66,131578
COL10_6558.5,COL10,10584,Q9Y6Z7,10584
Ig.K.chain.V.I.region.HK102.like_6561.77,Ig K chain V-I region HK102-like,28299,P01602,28299
HSP.70_6563.78,HSP 70,3303,P0DMV8,3303
CDCP1_6565.68,CDCP1,64866,Q9H5V8,64866
HECA2.ECD_6568.18,HECA2:ECD,253012,A8MVW5,253012
CODA1_6570.1,CODA1,1305,Q5TAT6,1305
CQ078.N.term_6571.75,CQ078:N-term,284099,Q8N4C9,284099
LRRT4.ECD_6572.10,LRRT4:ECD,80059,Q86VH4,80059
FAIM3_6574.11,FAIM3,9214,O60667,9214
ATL1_6575.79,ATL1,92949,Q8N6G6,92949
ART4_6576.1,ART4,420,Q93070,420
LAMA4_6577.64,LAMA4,3910,Q16363,3910
TNMD_6578.29,TNMD,64102,Q9H2S6,64102
Pregnancy.zone.protein_6580.29,Pregnancy zone protein,5858,P20742,5858
protein.Z.inhibitor_6583.67,protein Z inhibitor,51156,Q9UK55,51156
SRCH_6584.1,SRCH,3270,P23327,3270
ADA11_6586.19,ADA11,4185,O75078,4185
LRFN5_6587.6,LRFN5,145581,Q96NI6,145581
Neuropilin.2_6590.54,Neuropilin-2,8828,O60462,8828
GALT3_6593.5,GALT3,2591,Q14435,2591
SMDC1_6594.64,SMDC1,55776,Q9NPB0,55776
TM157_6597.24,TM157,345757,Q8TBP5,345757
APCD1_6599.5,APCD1,147495,Q8J025,147495
RELL2_6600.70,RELL2,285613,Q8NC24,285613
KALM_6603.18,KALM,3730,P23352,3730
CD031_6604.59,CD031,79625,Q8TB73,79625
IGFALS_6605.17,IGFALS,3483,P35858,3483
KISS1_6606.61,KISS1,3814,Q15726,3814
CN37_6609.22,CN37,1267,P09543,1267
KDEL1_6611.8,KDEL1,79070,Q6UW63,79070
CP079_6612.90,CP079,283870,Q6PL45,283870
FCRL6_6617.12,FCRL6,343413,Q6DN72,343413
LIGO1_6620.82,LIGO1,84894,Q96FE5,84894
REL2_6621.10,REL2,6019,P04090,6019
APEL_6622.90,APEL,8862,Q9ULZ1,8862
WNT11_6624.94,WNT11,7481,O96014,7481
ATAD1_6625.31,ATAD1,84896,Q8NBU5,84896
CHSTC_6626.81,CHSTC,55501,Q9NRB3,55501
LIPR1_6627.25,LIPR1,5407,P54315,5407
HBD.1_6629.3,HBD-1,1672,P60022,1672
CO9A1_6631.17,CO9A1,1297,P20849,1297
UPK3L_6633.43,UPK3L,100134938,B0FP48,100134938
PolyUbiquitin.K48_6641.60,PolyUbiquitin K48,7314,P0CG47,7314
Periostin_6645.53,Periostin,10631,Q15063,10631
PolyUbiquitin.K63_6647.55,PolyUbiquitin K63,7316,P0CG48,7316
NET1_6649.51,NET1,9423,O95631,9423
PolyUbiquitin.K48_6651.74,PolyUbiquitin K48,7314,P0CG47,7314
CD47_6653.58,CD47,961,Q08722,961
PPBN_6706.18,PPBN,251,P10696,251
LRP11_6713.4,LRP11,84918,Q86VZ4,84918
PPBN_6715.63,PPBN,251,P10696,251
TR.CD_6895.1,TR:CD,7037,P02786,7037
CA162_6896.3,CA162,128346,Q8NEQ5,128346
B3GA3_6897.38,B3GA3,26229,O94766,26229
PHS2_6899.37,PHS2,84105,Q9H0N5,84105
UB2J1_6900.30,UB2J1,51465,Q9Y385,51465
LRRT2_6904.14,LRRT2,26045,O43300,26045
TMC5A_6907.17,TMC5A,145942,Q8N6Q1,145942
MGAT2_6909.40,MGAT2,4247,Q10469,4247
CLC6A_6911.103,CLC6A,93978,Q6EIG7,93978
EFHA2_6912.6,EFHA2,286097,Q86XE3,286097
HMG.2_6913.189,HMG-2,3148,P26583,3148
AMGO2_6914.15,AMGO2,347902,Q86SJ2,347902
C16L2_6915.2,C16L2,388611,Q6UWJ8,388611
LRRC3_6917.49,LRRC3,81543,Q9BY71,81543
CCKN_6918.183,CCKN,885,P06307,885
HBAZ_6919.3,HBAZ,3050,P02008,3050
GFRAL_6920.1,GFRAL,389400,Q6UXV0,389400
B4GT3_6921.24,B4GT3,8703,O60512,8703
PLOD2_6923.1,PLOD2,5352,O00469,5352
SNX8_6925.26,SNX8,29886,Q9Y5X2,29886
NDST1_6927.7,NDST1,3340,P52848,3340
SIA8C_6929.10,SIA8C,51046,O43173,51046
SIA8F_6930.95,SIA8F,338596,P61647,338596
CTAG1A_6931.10,CTAG1A,246100,P78358,246100
ITA5_6932.42,ITA5,3678,P08648,3678
RM34_6933.20,RM34,64981,Q9BQ48,64981
BAMBI.CD_6935.123,BAMBI:CD,25805,Q13145,25805
PMEPA_6936.7,PMEPA,56937,Q969W9,56937
CA043_6937.251,CA043,25912,Q9BWL3,25912
PCDGC_6938.21,PCDGC,26025,O60330,26025
JPH1_6940.18,JPH1,56704,Q9HDC5,56704
SUMF1_6941.11,SUMF1,285362,Q8NBK3,285362
SIA10_6947.4,SIA10,10402,Q9Y274,10402
FIG4_6948.82,FIG4,9896,Q92562,9896
ASIC4_6951.26,ASIC4,55515,Q96FT7,55515
SNX1_6955.68,SNX1,6642,Q13596,6642
LIPR2_6957.14,LIPR2,5408,P54317,5408
IGFL3_6961.14,IGFL3,388555,Q6UXB1,388555
DRB3_6962.5,DRB3,3125,P79483,3125
SELPL.CD_6963.82,SELPL:CD,6404,Q14242,6404
CNTP2_6965.19,CNTP2,26047,Q9UHC6,26047
STX1B_6966.144,STX1B,112755,P61266,112755
WFDC5_6969.14,WFDC5,149708,Q8TCV5,149708
IGF.II.Pro.form_6973.111,IGF-II:Pro-form,3481,P01344,3481
HG2A_6974.6,HG2A,972,P04233,972
SNAPN_6975.52,SNAPN,23557,O95295,23557
IGSF8_6984.6,IGSF8,93185,Q969P0,93185
HS3SB_6986.17,HS3SB,9953,Q9Y662,9953
SDF2L_6990.44,SDF2L,23753,Q9HCN8,23753
FUT9_6991.24,FUT9,10690,Q9Y231,10690
HBD_6992.67,HBD,3045,P02042,3045
X5..Nucleotidase_6993.8,5'-Nucleotidase,4907,P21589,4907
CC018_6994.19,CC018,51161,Q9UK00,51161
RAB26_6997.32,RAB26,25837,Q9ULW5,25837
HAAH_6998.106,HAAH,444,Q12797,444
MXRA8.CD_7002.1,MXRA8:CD,54587,Q9BRK3,54587
GLT10_7003.4,GLT10,55568,Q86SR1,55568
COPA1_7006.4,COPA1,84570,Q9BXS0,84570
TRAPPC4_7007.24,TRAPPC4,51399,Q9Y296,51399
F176C.CD_7008.13,F176C:CD,59271,P58658,59271
CD72_7009.6,CD72,971,P21854,971
CD72_7009.8,CD72,971,P21854,971
KCIP4_7011.8,KCIP4,80333,Q6PIL6,80333
VNN2_7012.35,VNN2,8875,O95498,8875
LIRB5_7015.8,LIRB5,10990,O75023,10990
GCNT1_7016.12,GCNT1,2650,Q02742,2650
TSR3_7018.10,TSR3,115939,Q9UJK0,115939
Semaphorin.7A_7019.13,Semaphorin-7A,8482,O75326,8482
CHST5_7020.13,CHST5,23563,Q9GZS9,23563
SIA8D_7038.45,SIA8D,7903,Q92187,7903
BNIP3_7045.4,BNIP3,664,Q12983,664
CT173_7046.6,CT173,140873,Q96LM9,140873
CEA19_7048.4,CEA19,56971,Q7Z692,56971
ADAM.23_7049.2,ADAM 23,8745,O75077,8745
NEGR1_7050.5,NEGR1,257194,Q7Z3B1,257194
CLC2D_7054.87,CLC2D,29121,Q9UHP7,29121
X4F2.ECD_7056.16,4F2:ECD,6520,P08195,6520
LIRA6_7059.14,LIRA6,11025,Q6PI73,11025
ERO1A_7060.2,ERO1A,30001,Q96HE7,30001
VAMP8_7064.2,VAMP8,8673,Q9BV40,8673
G6B.ECD_7065.1,G6B:ECD,80739,O95866,80739
F209B_7066.199,F209B,388799,Q5JX69,388799
TSNA1_7069.9,TSNA1,203062,Q96NA8,203062
KELL_7070.25,KELL,3792,P23276,3792
MA1B1_7071.23,MA1B1,11253,Q9UKM7,11253
CV015_7073.69,CV015,150248,Q8WYQ4,150248
ECEL1_7076.17,ECEL1,9427,O95672,9427
BT3A1_7081.2,BT3A1,11119,O00481,11119
B3GN6_7082.2,B3GN6,192134,Q6ZMB0,192134
MATN4_7083.74,MATN4,8785,O95460,8785
DRAXI_7084.1,DRAXI,374946,Q8NBI3,374946
CDSN_7085.81,CDSN,1041,Q15517,1041
SYT11_7089.42,SYT11,23208,Q9BT88,23208
GALT1_7090.17,GALT1,2589,Q10472,2589
PDILT_7092.7,PDILT,204474,Q8N807,204474
RMD1_7096.30,RMD1,51115,Q96DB5,51115
CDY1_7097.8,CDY1,253175,Q9Y6F8,253175
FSTL5_7099.33,FSTL5,56884,Q8N475,56884
CD2_7100.31,CD2,914,P06729,914
CABP7_7104.71,CABP7,164633,Q86V35,164633
CABL2_7105.7,CABL2,81928,Q9BTV7,81928
PLACL_7106.37,PLACL,219990,Q86WS3,219990
CS077_7108.7,CS077,284422,O75264,284422
DJB11_7110.2,DJB11,51726,Q9UBS4,51726
GRPE1_7113.1,GRPE1,80273,Q9HAV7,80273
Semenogelin_7115.5,Semenogelin,6406,P04279,6406
OSCAR_7116.31,OSCAR,126014,Q8IYS5,126014
SPI2_7117.21,SPI2,5276,O75830,5276
IGDC3.ECD_7118.24,IGDC3:ECD,9543,Q8IVU1,9543
SYT7_7121.2,SYT7,9066,O43581,9066
LGR5_7122.31,LGR5,8549,O75473,8549
RM52_7123.25,RM52,122704,Q86TS9,122704
IL.21_7124.18,IL-21,59067,Q9HBE4,59067
Apo.A.II_7127.3,Apo A-II,336,P02652,336
VWA2_7128.9,VWA2,340706,Q5GFL6,340706
LAIR2_7130.4,LAIR2,3904,Q6ISS4,3904
Tenascin_7131.207,Tenascin,3371,P24821,3371
CETP_7131.8,CETP,1071,P11597,1071
C1QL4_7132.55,C1QL4,338761,Q86Z23,338761
Apoptosis.regulator.Bcl.W_7134.14,Apoptosis regulator Bcl-W,599,Q92843,599
Hemoglobin.epsilon.chain_7136.107,Hemoglobin epsilon chain,3046,P02100,3046
MSRA_7137.8,MSRA,4482,Q9UJ68,4482
SLIK4_7139.14,SLIK4,139065,Q8IW52,139065
ELA2A_7140.1,ELA2A,63036,P08217,63036
MGT4B_7141.21,MGT4B,11282,Q9UQ53,11282
CBPN_7142.5,CBPN,1369,P15169,1369
GNT2C_7143.9,GNT2C,2651,Q8NFS9,2651
KAZD1_7144.234,KAZD1,81621,Q96I82,81621
ITIH3_7145.1,ITIH3,3699,Q06033,3699
PDIA4_7146.16,PDIA4,9601,P13667,9601
PDIA4_7146.5,PDIA4,9601,P13667,9601
WFDC8_7147.35,WFDC8,90199,Q8IUA0,90199
F173A_7148.42,F173A,65990,Q9BQD7,65990
TIMD3_7152.5,TIMD3,84868,Q8TDQ0,84868
NGRN_7153.66,NGRN,51335,Q9NPE2,51335
CF058_7154.92,CF058,352999,Q6P5S2,352999
C4b.binding.protein.beta.chain_7155.46,C4b-binding protein beta chain,725,P20851,725
FUT10_7156.2,FUT10,84750,Q6P4F1,84750
PCDA4_7157.22,PCDA4,56144,Q9UN74,56144
G6PE_7161.25,G6PE,9563,O95479,9563
lacritin_7163.26,lacritin,90070,Q9GZZ8,90070
VAPA_7167.102,VAPA,9218,Q9P0L0,9218
T132C.ECD_7173.141,T132C:ECD,92293,Q8N3T6,92293
CD38_7174.15,CD38,952,P28907,952
PCDG2_7175.4,PCDG2,56113,Q9Y5H1,56113
DEPP_7178.59,DEPP,11067,Q9NTK1,11067
NFASC_7179.69,NFASC,23114,O94856,23114
IFN14_7180.114,IFN14,3448,P01570,3448
VAPB_7181.17,VAPB,9217,O95292,9217
carboxylesterase..liver_7182.1,"carboxylesterase, liver",1066,P23141,1066
TD26_7183.102,TD26,55908,Q6UXH0,55908
CEAM7_7184.13,CEAM7,1087,Q14002,1087
GPV_7185.29,GPV,2814,P40197,2814
STX3_7186.111,STX3,6809,Q13277,6809
PPM1L_7187.3,PPM1L,151742,Q5SGD2,151742
CHST3_7189.55,CHST3,9469,Q7LGC8,9469
EPHA4_7190.50,EPHA4,2043,P54764,2043
SLMAP_7191.32,SLMAP,7871,Q14BN4,7871
CRF2.12_7192.37,CRF2-12,163702,Q8IU57,163702
PCDC1_7193.98,PCDC1,56135,Q9H158,56135
NPTN_7194.36,NPTN,27020,Q9Y639,27020
EPHA7_7195.119,EPHA7,2045,Q15375,2045
IFN.w_7196.21,IFN-w,3467,P05000,3467
DJC15_7197.2,DJC15,29103,Q9Y5T4,29103
FA20B_7198.197,FA20B,9917,O75063,9917
SYN3_7199.3,SYN3,8224,O14994,8224
LRFN2_7200.4,LRFN2,57497,Q9ULH4,57497
ISCU_7201.5,ISCU,23479,Q9H1K1,23479
SEMA6C_7202.107,SEMA6C,10500,Q9H3T2,10500
RFNG_7203.125,RFNG,5986,Q9Y644,5986
CEA21_7204.1,CEA21,90273,Q3KPI0,90273
F16P1_7206.20,F16P1,2203,P09467,2203
RED_7207.4,RED,3550,Q13123,3550
MGT4C_7208.60,MGT4C,25834,Q9UBM8,25834
Amyloid.like.protein.1_7210.25,Amyloid-like protein 1,333,P51693,333
RNase.1_7211.2,RNase 1,6035,P07998,6035
NADH.cytochrome.b5.reductase_7215.18,NADH-cytochrome b5 reductase,1727,P00387,1727
AT1B2_7218.87,AT1B2,482,P14415,482
HSP.70_7219.152,HSP 70,3303,P0DMV8,3303
CKAP4_7221.56,CKAP4,10970,Q07065,10970
S100A13_7223.60,S100A13,6284,Q99584,6284
TRAT1_7224.11,TRAT1,50852,Q6PIZ9,50852
MMGT1_7225.51,MMGT1,93380,Q8N4V1,93380
COCH_7227.75,COCH,1690,O43405,1690
SIA7F_7228.2,SIA7F,30815,Q969X2,30815
TM11A_7231.37,TM11A,339967,Q6ZMR5,339967
P2RX6_7233.73,P2RX6,9127,O15547,9127
GT252_7234.12,GT252,23127,Q8IYK4,23127
GST.M1.1_7239.9,GST M1-1,2944,P09488,2944
MBTP1_7240.2,MBTP1,8720,Q14703,8720
CD3.zeta_7241.12,CD3-zeta,919,P20963,919
CJ072_7242.14,CJ072,196740,Q8IW00,196740
IFN.b_7243.8,IFN-b,3456,P01574,3456
TM149_7244.16,TM149,79713,Q9H665,79713
CELF2_7245.2,CELF2,10659,O95319,10659
FREM2_7246.4,FREM2,341640,Q5SZK8,341640
GORAB_7247.1,GORAB,92344,Q5T7V8,92344
B2L10_7249.307,B2L10,10017,Q9HD36,10017
B2L10_7249.37,B2L10,10017,Q9HD36,10017
C1QT3_7251.64,C1QT3,114899,Q9BXJ4,114899
QKI_7253.6,QKI,9444,Q96PU8,9444
TIP39_7257.18,TIP39,113091,Q96A98,113091
EMBP_7258.5,EMBP,5553,P13727,5553
CHSTE_7262.191,CHSTE,113189,Q8NCH0,113189
OSTN_7265.32,OSTN,344901,P61366,344901
SPA9_7266.4,SPA9,327657,Q86WD7,327657
LCB2_7267.2,LCB2,9517,O15270,9517
IFNA4_7268.12,IFNA4,3441,P05014,3441
LRC32_7551.33,LRC32,2615,Q14392,2615
ANK2_7624.19,ANK2,287,Q01484,287
X14.3.3.protein.theta_7625.27,14-3-3 protein theta,10971,P27348,10971
CREL1_7628.40,CREL1,78987,Q96HD1,78987
Lectin..mannose.binding.2_7638.30,"Lectin, mannose-binding 2",10960,Q12907,10960
MYPC1_7648.9,MYPC1,4604,Q00872,4604
N.terminal.pro.BNP_7655.11,N-terminal pro-BNP,4879,P16860,4879
Tropomyosin.4_7660.21,Tropomyosin 4,7171,P67936,7171
TRAIL.R2_7693.13,TRAIL R2,8795,O14763,8795
SQSTM_7695.106,SQSTM,8878,Q13501,8878
NBR1_7696.3,NBR1,4077,Q14596,4077
FMR1_7713.102,FMR1,2332,Q06787,2332
FMR1_7713.50,FMR1,2332,Q06787,2332
CFTR_7717.95,CFTR,1080,P13569,1080
FMR1_7721.81,FMR1,2332,Q06787,2332
VAMP4_7732.45,VAMP4,8674,O75379,8674
PEDF_7735.17,PEDF,5176,P36955,5176
OPALI_7736.28,OPALI,93377,Q96PE5,93377
ITB6_7737.76,ITB6,3694,P18564,3694
STX2_7738.299,STX2,2054,P32856,2054
FATE1_7740.33,FATE1,89885,Q969F0,89885
RTF1_7741.111,RTF1,23168,Q92541,23168
RN148.region.1_7742.11,RN148:region 1,378925,Q8N7C7,378925
TIM50_7743.5,TIM50,92609,Q3ZCQ8,92609
LRP12_7744.10,LRP12,29967,Q9Y561,29967
ZCD1_7745.3,ZCD1,55847,Q9NZ45,55847
NDUBB_7747.47,NDUBB,54539,Q9NX14,54539
NDUV2_7748.11,NDUV2,4729,P19404,4729
SARP.1_7751.121,SARP-1,6423,Q96HF1,6423
CLC4D_7752.31,CLC4D,338339,Q8WXI8,338339
HTAI2_7753.21,HTAI2,10553,Q9BUP3,10553
JAG1.CD_7754.11,JAG1:CD,182,P78504,182
ITB5_7755.37,ITB5,3693,P18084,3693
KLRF1_7756.37,KLRF1,51348,Q9NZS2,51348
DQA2_7757.5,DQA2,3118,P01906,3118
RN215.ECD_7758.217,RN215:ECD,200312,Q9Y6U7,200312
CHKB_7761.125,CHKB,1120,Q9Y259,1120
SNN_7762.30,SNN,8303,O75324,8303
Cadherin.11.CD_7763.25,Cadherin-11:CD,1009,P55287,1009
ITM2A_7765.15,ITM2A,9452,O43736,9452
ZP4_7766.25,ZP4,57829,Q12836,57829
CF126_7767.1,CF126,389383,Q6UWE3,389383
CBPM_7768.10,CBPM,1368,P14384,1368
X3BP2_7769.29,3BP2,6452,P78314,6452
NFU1_7770.25,NFU1,27247,Q9UMS0,27247
KI2L2_7773.20,KI2L2,3803,P43627,3803
Kallikrein.11_7775.15,Kallikrein 11,11012,Q9UBX7,11012
UNC5B_7776.20,UNC5B,219699,Q8IZJ1,219699
BINCA_7778.104,BINCA,84270,Q96LW7,84270
CHSTB_7779.86,CHSTB,50515,Q9NPF2,50515
PACAP_7780.34,PACAP,51237,Q8WU39,51237
EP3B_7782.34,EP3B,64184,P56851,64184
Kininogen..HMW_7784.1,"Kininogen, HMW",3827,P01042,3827
Ephrin.B3.CD_7785.1,Ephrin-B3:CD,1949,Q15768,1949
CLC2B_7786.83,CLC2B,9976,Q92478,9976
LIRA5_7787.25,LIRA5,353514,A6NI73,353514
CF6_7788.1,CF6,522,P18859,522
PRDX4_7789.182,PRDX4,10549,Q13162,10549
LIF_7790.21,LIF,3976,P15018,3976
CC90B_7792.58,CC90B,60492,Q9GZT6,60492
NKG2E.CD_7795.14,NKG2E:CD,3823,Q07444,3823
CD79A_7796.10,CD79A,973,P11912,973
CC167_7797.11,CC167,154467,Q9P0B6,154467
KI2LA_7799.3,KI2LA,57292,Q8N109,57292
CHST1_7803.4,CHST1,8534,O43916,8534
GOS.28_7805.52,GOS-28,9527,O95249,9527
B4GT7_7806.33,B4GT7,11285,Q9UBV7,11285
GLCE_7808.5,GLCE,26035,O94923,26035
