"Protein","Nominal_pvalue","formula","fold_change","adjusted_pvalue","Target","Entrez"
"IFN.b_7243.8",0.714612652621025," ~ Study_group + (1|maskID) + Age",-0.0329391685093339,0.999937631057378,"IFN-b","3456"
"TM149_7244.16",0.342028869465248," ~ Study_group + (1|maskID) + Age",-0.14362923977439,0.999937631057378,"TM149","79713"
"CELF2_7245.2",0.186044522212541," ~ Study_group + (1|maskID)",0.526076113185676,0.999937631057378,"CELF2","10659"
"FREM2_7246.4",0.731856257023273," ~ Study_group + (1|maskID)",0.0091782414599891,0.999937631057378,"FREM2","341640"
"GORAB_7247.1",0.44619246746072," ~ Study_group + (1|maskID)",0.196031221693721,0.999937631057378,"GORAB","92344"
"B2L10_7249.307",0.511925560477447," ~ Study_group + (1|maskID)",0.0353661996109065,0.999937631057378,"B2L10","10017"
"B2L10_7249.37",0.187707488261044," ~ Study_group + (1|maskID)",-0.122157385574241,0.999937631057378,"B2L10","10017"
"C1QT3_7251.64",0.971941575362503," ~ Study_group + (1|maskID)",0.00292486692420233,0.999937631057378,"C1QT3","114899"
"QKI_7253.6",0.206336742850485," ~ Study_group + (1|maskID)",0.257905236124971,0.999937631057378,"QKI","9444"
"TIP39_7257.18",0.850414097535605," ~ Study_group + (1|maskID)",0.0483834287785623,0.999937631057378,"TIP39","113091"
"EMBP_7258.5",0.17048006886802," ~ Study_group + (1|maskID) + Sex",-0.0690101255293547,0.999937631057378,"EMBP","5553"
"CHSTE_7262.191",0.196443988266811," ~ Study_group + (1|maskID)",0.189917447284703,0.999937631057378,"CHSTE","113189"
"OSTN_7265.32",0.638698925672," ~ Study_group + (1|maskID)",0.0122460550850828,0.999937631057378,"OSTN","344901"
"SPA9_7266.4",0.789839311413858," ~ Study_group + (1|maskID)",0.0432840585215615,0.999937631057378,"SPA9","327657"
"LCB2_7267.2",0.293685228889903," ~ Study_group + (1|maskID)",0.218375316474226,0.999937631057378,"LCB2","9517"
"IFNA4_7268.12",0.948727751706404," ~ Study_group + (1|maskID)",0.00249874349244562,0.999937631057378,"IFNA4","3441"
"LRC32_7551.33",0.114307278237877," ~ Study_group + (1|maskID) + Smoking",0.15104251568401,0.999937631057378,"LRC32","2615"
"ANK2_7624.19",0.897820174647949," ~ Study_group + (1|maskID)",-0.00477281104386777,0.999937631057378,"ANK2","287"
"X14.3.3.protein.theta_7625.27",0.479841464767731," ~ Study_group + (1|maskID)",-0.150367366328026,0.999937631057378,"14-3-3 protein theta","10971"
"CREL1_7628.40",0.90650185882932," ~ Study_group + (1|maskID)",-0.00957931958223215,0.999937631057378,"CREL1","78987"
"Lectin..mannose.binding.2_7638.30",0.304200353884533," ~ Study_group + (1|maskID)",-0.142846318243594,0.999937631057378,"Lectin, mannose-binding 2","10960"
"MYPC1_7648.9",0.166646801341533," ~ Study_group + (1|maskID)",0.286310565616835,0.999937631057378,"MYPC1","4604"
"N.terminal.pro.BNP_7655.11",0.770652170697853," ~ Study_group + (1|maskID) + Age",0.0272280251440797,0.999937631057378,"N-terminal pro-BNP","4879"
"Tropomyosin.4_7660.21",0.789829119821219," ~ Study_group + (1|maskID)",0.0526694284650142,0.999937631057378,"Tropomyosin 4","7171"
"TRAIL.R2_7693.13",0.168426074300526," ~ Study_group + (1|maskID)",-0.135192109992997,0.999937631057378,"TRAIL R2","8795"
"SQSTM_7695.106",0.332762111269302," ~ Study_group + (1|maskID) + Age",0.0587428487007307,0.999937631057378,"SQSTM","8878"
"NBR1_7696.3",0.452777858206878," ~ Study_group + (1|maskID)",-0.094472824994577,0.999937631057378,"NBR1","4077"
"FMR1_7713.102",0.739404337904206," ~ Study_group + (1|maskID)",-0.0229590465868601,0.999937631057378,"FMR1","2332"
"FMR1_7713.50",0.835804366138704," ~ Study_group + (1|maskID)",0.0119146449280117,0.999937631057378,"FMR1","2332"
"CFTR_7717.95",0.0544073862567454," ~ Study_group + (1|maskID)",-0.364751328663871,0.999937631057378,"CFTR","1080"
"FMR1_7721.81",0.488531602114807," ~ Study_group + (1|maskID)",-0.0676940902183625,0.999937631057378,"FMR1","2332"
"VAMP4_7732.45",0.209720713870561," ~ Study_group + (1|maskID) + Prednisone",-0.0505593938993767,0.999937631057378,"VAMP4","8674"
"PEDF_7735.17",0.906403023897809," ~ Study_group + (1|maskID)",-0.00622922791174542,0.999937631057378,"PEDF","5176"
"OPALI_7736.28",0.150726582047744," ~ Study_group + (1|maskID)",0.126956591495777,0.999937631057378,"OPALI","93377"
"ITB6_7737.76",0.25063962463142," ~ Study_group + (1|maskID)",-0.0374879913162216,0.999937631057378,"ITB6","3694"
"STX2_7738.299",0.253670090769477," ~ Study_group + (1|maskID)",-0.29679736324244,0.999937631057378,"STX2","2054"
"FATE1_7740.33",0.148527712282537," ~ Study_group + (1|maskID)",0.0979827217914837,0.999937631057378,"FATE1","89885"
"RTF1_7741.111",0.21538738703589," ~ Study_group + (1|maskID)",0.0364514506965518,0.999937631057378,"RTF1","23168"
"RN148.region.1_7742.11",0.167669924691311," ~ Study_group + (1|maskID)",0.0682101495577761,0.999937631057378,"RN148:region 1","378925"
"TIM50_7743.5",0.793823055720537," ~ Study_group + (1|maskID) + Age",0.0400728474393505,0.999937631057378,"TIM50","92609"
"LRP12_7744.10",0.471120679392867," ~ Study_group + (1|maskID) + Age",0.293287138164216,0.999937631057378,"LRP12","29967"
"ZCD1_7745.3",0.878804776924445," ~ Study_group + (1|maskID)",0.0134273365370833,0.999937631057378,"ZCD1","55847"
"NDUBB_7747.47",0.816758937015463," ~ Study_group + (1|maskID)",-0.0386765960528646,0.999937631057378,"NDUBB","54539"
"NDUV2_7748.11",0.431230633236735," ~ Study_group + (1|maskID)",-0.0458722801366052,0.999937631057378,"NDUV2","4729"
"SARP.1_7751.121",0.669701338573935," ~ Study_group + (1|maskID)",-0.033745267469562,0.999937631057378,"SARP-1","6423"
"CLC4D_7752.31",0.897205188281036," ~ Study_group + (1|maskID)",-0.00696201413089475,0.999937631057378,"CLC4D","338339"
"HTAI2_7753.21",0.284449674913566," ~ Study_group + (1|maskID)",0.0444484657018279,0.999937631057378,"HTAI2","10553"
"JAG1.CD_7754.11",0.939133774674228," ~ Study_group + (1|maskID) + Age",-0.00194237282406851,0.999937631057378,"JAG1:CD","182"
"ITB5_7755.37",0.937942359613938," ~ Study_group + (1|maskID)",0.0024136366670965,0.999937631057378,"ITB5","3693"
"KLRF1_7756.37",0.167803739596674," ~ Study_group + (1|maskID)",0.123376805054352,0.999937631057378,"KLRF1","51348"
"DQA2_7757.5",0.808962109628505," ~ Study_group + (1|maskID)",0.0171497271953794,0.999937631057378,"DQA2","3118"
"RN215.ECD_7758.217",0.378574979667168," ~ Study_group + (1|maskID)",-0.0997921481243296,0.999937631057378,"RN215:ECD","200312"
"CHKB_7761.125",0.304246649046293," ~ Study_group + (1|maskID) + Prednisone",0.229010858342151,0.999937631057378,"CHKB","1120"
"SNN_7762.30",0.701259529636073," ~ Study_group + (1|maskID)",-0.0838642801298357,0.999937631057378,"SNN","8303"
"Cadherin.11.CD_7763.25",0.883980324770276," ~ Study_group + (1|maskID)",-0.00958402177806735,0.999937631057378,"Cadherin-11:CD","1009"
"ITM2A_7765.15",0.625312167557599," ~ Study_group + (1|maskID)",0.0315318486809754,0.999937631057378,"ITM2A","9452"
"ZP4_7766.25",0.304402388176501," ~ Study_group + (1|maskID)",-0.185944589010494,0.999937631057378,"ZP4","57829"
"CF126_7767.1",0.346063603137006," ~ Study_group + (1|maskID)",0.106074937535458,0.999937631057378,"CF126","389383"
"CBPM_7768.10",0.857925443860354," ~ Study_group + (1|maskID)",0.0139487804807526,0.999937631057378,"CBPM","1368"
"X3BP2_7769.29",0.572628486964512," ~ Study_group + (1|maskID)",0.0636219666687831,0.999937631057378,"3BP2","6452"
"NFU1_7770.25",0.470017018343618," ~ Study_group + (1|maskID)",0.109639686879343,0.999937631057378,"NFU1","27247"
"KI2L2_7773.20",0.915601754294084," ~ Study_group + (1|maskID)",-0.00788261729476846,0.999937631057378,"KI2L2","3803"
"Kallikrein.11_7775.15",0.481979129215801," ~ Study_group + (1|maskID)",0.0269661249677714,0.999937631057378,"Kallikrein 11","11012"
"UNC5B_7776.20",0.966591766912178," ~ Study_group + (1|maskID) + Age",-0.0138735677585114,0.999937631057378,"UNC5B","219699"
"BINCA_7778.104",0.758182561755287," ~ Study_group + (1|maskID) + Age",0.0111369168057341,0.999937631057378,"BINCA","84270"
"CHSTB_7779.86",0.699567316044347," ~ Study_group + (1|maskID)",-0.0272784885732869,0.999937631057378,"CHSTB","50515"
"PACAP_7780.34",0.608575017374998," ~ Study_group + (1|maskID)",0.0945384244966113,0.999937631057378,"PACAP","51237"
"EP3B_7782.34",0.111939463812341," ~ Study_group + (1|maskID)",0.0569975343291259,0.999937631057378,"EP3B","64184"
"Kininogen..HMW_7784.1",0.90663671455184," ~ Study_group + (1|maskID)",-0.01142195361466,0.999937631057378,"Kininogen, HMW","3827"
"Ephrin.B3.CD_7785.1",0.316496964158747," ~ Study_group + (1|maskID)",0.518529599818308,0.999937631057378,"Ephrin-B3:CD","1949"
"CLC2B_7786.83",0.212998790866089," ~ Study_group + (1|maskID)",-0.219541829134711,0.999937631057378,"CLC2B","9976"
"LIRA5_7787.25",0.8661242754125," ~ Study_group + (1|maskID)",-0.0142620732458342,0.999937631057378,"LIRA5","353514"
"CF6_7788.1",0.931671105806843," ~ Study_group + (1|maskID)",-0.0180110833065155,0.999937631057378,"CF6","522"
"PRDX4_7789.182",0.137029437720172," ~ Study_group + (1|maskID)",0.150797340949248,0.999937631057378,"PRDX4","10549"
"LIF_7790.21",0.396801263276969," ~ Study_group + (1|maskID)",0.0293929409422217,0.999937631057378,"LIF","3976"
"CC90B_7792.58",0.0960833102663568," ~ Study_group + (1|maskID) + Smoking + Prednisone",0.105346310434409,0.999937631057378,"CC90B","60492"
"NKG2E.CD_7795.14",0.150048117006936," ~ Study_group + (1|maskID)",0.0849896479278367,0.999937631057378,"NKG2E:CD","3823"
"CD79A_7796.10",0.315995976376945," ~ Study_group + (1|maskID)",0.118747933100424,0.999937631057378,"CD79A","973"
"CC167_7797.11",0.943357223105372," ~ Study_group + (1|maskID)",0.010829053134222,0.999937631057378,"CC167","154467"
"KI2LA_7799.3",0.849438741853718," ~ Study_group + (1|maskID)",0.0270661377438759,0.999937631057378,"KI2LA","57292"
"CHST1_7803.4",0.289942080648403," ~ Study_group + (1|maskID)",0.0430580729605775,0.999937631057378,"CHST1","8534"
"GOS.28_7805.52",0.499586257945419," ~ Study_group + (1|maskID)",-0.0391890096783249,0.999937631057378,"GOS-28","9527"
"B4GT7_7806.33",0.86133178498217," ~ Study_group + (1|maskID)",-0.0189561452838552,0.999937631057378,"B4GT7","11285"
"GLCE_7808.5",0.504387772264658," ~ Study_group + (1|maskID)",-0.0293958600684409,0.999937631057378,"GLCE","26035"
"SPAT9_7809.22",0.604549384802919," ~ Study_group + (1|maskID)",0.325830105649469,0.999937631057378,"SPAT9","83890"
"C1QTNF5_7810.20",0.118067704651502," ~ Study_group + (1|maskID) + Smoking",-0.128538105333307,0.999937631057378,"C1QTNF5","114902"
"calgranulin.B_7812.11",0.213867182841379," ~ Study_group + (1|maskID)",0.142924894354612,0.999937631057378,"calgranulin B","6280"
"Alkaline.phosphatase..placental_7813.6",0.13812774698558," ~ Study_group + (1|maskID)",0.101987335767764,0.999937631057378,"Alkaline phosphatase, placental","250"
"IBPL1_7815.49",0.189862664579271," ~ Study_group + (1|maskID)",0.0821319937315927,0.999937631057378,"IBPL1","347252"
"GBP6_7818.101",0.542042265061813," ~ Study_group + (1|maskID)",-0.056505605569588,0.999937631057378,"GBP6","163351"
"C1D_7821.6",0.435183941340186," ~ Study_group + (1|maskID)",0.107969620406807,0.999937631057378,"C1D","10438"
"HRSL2_7822.11",0.296687488534054," ~ Study_group + (1|maskID)",-0.0870598297083241,0.999937631057378,"HRSL2","54979"
"SIA7B_7823.22",0.891491157936842," ~ Study_group + (1|maskID)",-0.0142001431221456,0.999937631057378,"SIA7B","10610"
"MSRB3_7824.88",0.794920952624095," ~ Study_group + (1|maskID) + Smoking",-0.0110502803343195,0.999937631057378,"MSRB3","253827"
"ABD12_7825.7",0.823047100024065," ~ Study_group + (1|maskID)",-0.0229859415116706,0.999937631057378,"ABD12","26090"
"DCLK3_7826.1",0.325773497005337," ~ Study_group + (1|maskID)",0.712178695194297,0.999937631057378,"DCLK3","85443"
"ADA32_7827.20",0.408646839283409," ~ Study_group + (1|maskID)",0.0341413173347874,0.999937631057378,"ADA32","203102"
"RBP_7831.39",0.137665760640135," ~ Study_group + (1|maskID)",0.126567918214537,0.999937631057378,"RBP","5950"
"Protein.disulfide.isomerase.A3_7832.181",0.845992599195601," ~ Study_group + (1|maskID)",-0.0353055824326188,0.999937631057378,"Protein disulfide isomerase A3","2923"
"BNI3L_7835.2",0.45338980992791," ~ Study_group + (1|maskID)",-0.0405971949976609,0.999937631057378,"BNI3L","665"
"SMR3A_7838.27",0.253112010373926," ~ Study_group + (1|maskID)",0.0366044148289753,0.999937631057378,"SMR3A","26952"
"F19A3_7839.99",0.31810266081931," ~ Study_group + (1|maskID)",0.435680871144214,0.999937631057378,"F19A3","284467"
"LGMN_7840.64",0.907528422366692," ~ Study_group + (1|maskID)",0.0143691052264763,0.999937631057378,"LGMN","5641"
"ESAM_7841.84",0.510228852832199," ~ Study_group + (1|maskID)",0.0404256854363531,0.999937631057378,"ESAM","90952"
"SERF1_7842.52",0.924153413319738," ~ Study_group + (1|maskID)",0.00419397931269081,0.999937631057378,"SERF1","728492"
"PSG11_7846.44",0.149781148264683," ~ Study_group + (1|maskID)",-0.0782232561672025,0.999937631057378,"PSG11","5680"
"Glutaminyl.cyclase_7849.3",0.302943749041436," ~ Study_group + (1|maskID)",-0.0912920799737341,0.999937631057378,"Glutaminyl cyclase","25797"
"COX42_7850.1",0.957117934344683," ~ Study_group + (1|maskID)",-0.0068746265986795,0.999937631057378,"COX42","84701"
"ANR46_7851.30",0.393219124598528," ~ Study_group + (1|maskID)",0.181110598989821,0.999937631057378,"ANR46","157567"
"IF3M_7852.9",0.453351282467671," ~ Study_group + (1|maskID)",-0.187007269288493,0.999937631057378,"IF3M","219402"
"SCO1_7853.19",0.151007922123059," ~ Study_group + (1|maskID)",0.273750562246172,0.999937631057378,"SCO1","6341"
"NR3L1_7854.38",0.354370376893128," ~ Study_group + (1|maskID)",0.243338139477655,0.999937631057378,"NR3L1","374383"
"F151A_7856.51",0.698367373720739," ~ Study_group + (1|maskID)",-0.0980215965360904,0.999937631057378,"F151A","338094"
"NEUT_7857.22",0.836937650148326," ~ Study_group + (1|maskID)",-0.063649198285526,0.999937631057378,"NEUT","4922"
"PCDGK_7859.21",0.922208048075252," ~ Study_group + (1|maskID)",-0.0264354368308582,0.999937631057378,"PCDGK","5098"
"HERC4_7860.9",0.460046484832347," ~ Study_group + (1|maskID)",-0.0300948023341642,0.999937631057378,"HERC4","26091"
"ROR2_7861.9",0.559365958991556," ~ Study_group + (1|maskID) + Age",-0.0927900760551881,0.999937631057378,"ROR2","4920"
"PGRC1_7863.50",0.479862783606546," ~ Study_group + (1|maskID)",-0.043515885563634,0.999937631057378,"PGRC1","10857"
"SIGL8_7864.3",0.752631576744377," ~ Study_group + (1|maskID)",-0.015782286424913,0.999937631057378,"SIGL8","27181"
"HRSL3_7865.126",0.963302456200952," ~ Study_group + (1|maskID)",-0.00195204264694095,0.999937631057378,"HRSL3","11145"
"DJC30_7866.11",0.844106488526826," ~ Study_group + (1|maskID)",0.0229961397932803,0.999937631057378,"DJC30","84277"
"SIA7A_7867.154",0.834789072736983," ~ Study_group + (1|maskID)",0.00999266734597778,0.999937631057378,"SIA7A","55808"
"CNDP1_7870.8",0.264591915500091," ~ Study_group + (1|maskID)",0.187985272692359,0.999937631057378,"CNDP1","84735"
"T132A_7871.16",0.184774534571809," ~ Study_group + (1|maskID) + Smoking",0.12586511921287,0.999937631057378,"T132A","54972"
"TSSK2_7873.32",0.207040419617457," ~ Study_group + (1|maskID)",-0.211817840582057,0.999937631057378,"TSSK2","23617"
"PLEK_7875.86",0.676176742679273," ~ Study_group + (1|maskID)",0.0606280364524003,0.999937631057378,"PLEK","5341"
"SC61B_7878.2",0.13463523907863," ~ Study_group + (1|maskID)",0.0441283676331143,0.999937631057378,"SC61B","10952"
"Cytochrome.P450.3A4_7879.12",0.50633047368803," ~ Study_group + (1|maskID)",0.162095562311176,0.999937631057378,"Cytochrome P450 3A4","1576"
"PSA1_7880.9",0.325608135190845," ~ Study_group + (1|maskID)",0.255556117005928,0.999937631057378,"PSA1","5682"
"PAR16_7881.244",0.0934590869412331," ~ Study_group + (1|maskID)",-0.128141080068608,0.999937631057378,"PAR16","54956"
"SLAF7_7882.31",0.792872128720071," ~ Study_group + (1|maskID)",0.0227574390514699,0.999937631057378,"SLAF7","57823"
"Discoidin.domain.receptor.2_7884.15",0.631634399434551," ~ Study_group + (1|maskID)",-0.101655306008528,0.999937631057378,"Discoidin domain receptor 2","4921"
"complement.factor.H.related.5_7885.17",0.237158064496382," ~ Study_group + (1|maskID) + Smoking",-0.203542500176112,0.999937631057378,"complement factor H-related 5","81494"
"SPTC1_7886.26",0.322454229642863," ~ Study_group + (1|maskID)",-0.156819167343638,0.999937631057378,"SPTC1","10558"
"COX5B_7887.57",0.766284468187563," ~ Study_group + (1|maskID)",-0.0123736628680406,0.999937631057378,"COX5B","1329"
"CCD56_7888.58",0.392396942115365," ~ Study_group + (1|maskID)",0.0761513994978849,0.999937631057378,"CCD56","28958"
"DPP10_7890.68",0.698906402879538," ~ Study_group + (1|maskID)",0.0123588072329236,0.999937631057378,"DPP10","57628"
"UGT.1A6_7891.45",0.435788198933997," ~ Study_group + (1|maskID) + Methotrexate",-1.35778812919185,0.999937631057378,"UGT 1A6","54578"
"K1467.N.term_7892.132",0.134207801421929," ~ Study_group + (1|maskID)",0.0798663736343005,0.999937631057378,"K1467:N-term","57613"
"OLR1_7893.19",0.313652333757575," ~ Study_group + (1|maskID) + Prednisone",0.20967456148023,0.999937631057378,"OLR1","4973"
"FGF.3_7894.155",0.644081868717937," ~ Study_group + (1|maskID)",-0.0242116411409809,0.999937631057378,"FGF-3","2248"
"MRAP_7895.108",0.367662061731381," ~ Study_group + (1|maskID) + Age",0.0345701893184516,0.999937631057378,"MRAP","56246"
"DLG3_7897.75",0.605679657075322," ~ Study_group + (1|maskID)",0.022499324915557,0.999937631057378,"DLG3","1741"
"MDM1_7898.29",0.249539179256493," ~ Study_group + (1|maskID)",0.453053778857874,0.999937631057378,"MDM1","56890"
"VAMP3_7903.18",0.701578592690357," ~ Study_group + (1|maskID)",0.0934736458598803,0.999937631057378,"VAMP3","9341"
"HPT_7905.30",0.16723949856579," ~ Study_group + (1|maskID)",-0.0819035471984588,0.999937631057378,"HPT","3240"
"SHBG_7909.37",0.99624615449791," ~ Study_group + (1|maskID) + Age",-0.00850623487141527,0.999937631057378,"SHBG","6462"
"LRFN1_7910.41",0.289171282117141," ~ Study_group + (1|maskID)",0.0768066847070598,0.999937631057378,"LRFN1","57622"
"SCN4B_7911.29",0.257179999846286," ~ Study_group + (1|maskID)",-0.0571677940449138,0.999937631057378,"SCN4B","6330"
"APLP2_7915.31",0.768190122101982," ~ Study_group + (1|maskID) + Age",0.0107775433416007,0.999937631057378,"APLP2","334"
"S100A7_7916.10",0.369044621523203," ~ Study_group + (1|maskID)",-0.242751608172339,0.999937631057378,"S100A7","6278"
"CBPD_7917.17",0.24892114877284," ~ Study_group + (1|maskID)",0.250639976295071,0.999937631057378,"CBPD","1362"
"Amylase..alpha.1A_7918.114",0.362532214437024," ~ Study_group + (1|maskID)",0.147118106922458,0.999937631057378,"Amylase, alpha 1A","276"
"FAM3D_7919.278",0.36485325474418," ~ Study_group + (1|maskID)",0.355070524524261,0.999937631057378,"FAM3D","131177"
"SIA8B_7920.30",0.585222985752732," ~ Study_group + (1|maskID)",0.0126906776943762,0.999937631057378,"SIA8B","8128"
"FJX1_7921.65",0.707460255632996," ~ Study_group + (1|maskID)",0.0434323381556467,0.999937631057378,"FJX1","24147"
"Adrenomedullin_7922.5",0.855997931360814," ~ Study_group + (1|maskID)",0.00770862283131603,0.999937631057378,"Adrenomedullin","133"
"SEM4C_7923.41",0.712426610646788," ~ Study_group + (1|maskID)",0.027560601823056,0.999937631057378,"SEM4C","54910"
"CD3G_7924.7",0.543271065321583," ~ Study_group + (1|maskID) + Methotrexate",-0.126401798855087,0.999937631057378,"CD3G","917"
"CL070_7925.18",0.405157484600556," ~ Study_group + (1|maskID)",-0.0567249954269071,0.999937631057378,"CL070","341346"
"SPIT3_7926.13",0.399681898341365," ~ Study_group + (1|maskID) + Sex",-0.0768777448979358,0.999937631057378,"SPIT3","10816"
"SIA7E_7927.16",0.109550507493596," ~ Study_group + (1|maskID)",0.243768455398805,0.999937631057378,"SIA7E","81849"
"TPST1_7928.183",0.488443513731427," ~ Study_group + (1|maskID)",0.111217553839486,0.999937631057378,"TPST1","8460"
"EXOS1_7930.3",0.740791157992633," ~ Study_group + (1|maskID)",0.00890179363881224,0.999937631057378,"EXOS1","51013"
"SYT8_7932.23",0.136075395427191," ~ Study_group + (1|maskID)",-0.0615107124965099,0.999937631057378,"SYT8","90019"
"ADA22_7933.75",0.700552090097442," ~ Study_group + (1|maskID) + Methotrexate",-0.0719692413617504,0.999937631057378,"ADA22","53616"
"NDRG4_7934.11",0.910886299801543," ~ Study_group + (1|maskID)",-0.0057393678125476,0.999937631057378,"NDRG4","65009"
"LARGE_7935.26",0.874731161410087," ~ Study_group + (1|maskID)",-0.0110032936876019,0.999937631057378,"LARGE","9215"
"CC055_7939.1",0.214464511892819," ~ Study_group + (1|maskID) + Methotrexate",0.0612192999564726,0.999937631057378,"CC055","152078"
"CUZD1_7943.16",0.905721875088574," ~ Study_group + (1|maskID)",0.019998623079547,0.999937631057378,"CUZD1","50624"
"KI3L3.ECD_7944.1",0.280674222248134," ~ Study_group + (1|maskID)",0.107411779641722,0.999937631057378,"KI3L3:ECD","115653"
"Semaphorin.6A_7945.10",0.823666868180026," ~ Study_group + (1|maskID) + Smoking",0.0235399657365855,0.999937631057378,"Semaphorin-6A","57556"
"AP4AT_7947.19",0.323490163250154," ~ Study_group + (1|maskID)",0.318861157273052,0.999937631057378,"AP4AT","146705"
"GLTD2_7948.129",0.725296202692336," ~ Study_group + (1|maskID)",-0.0273129837879631,0.999937631057378,"GLTD2","388323"
"BTNL9_7950.142",0.316682207473738," ~ Study_group + (1|maskID)",0.0947980725595902,0.999937631057378,"BTNL9","153579"
"FCRL2_7951.146",0.202367836771606," ~ Study_group + (1|maskID)",0.0576528065690514,0.999937631057378,"FCRL2","79368"
"VTI1A_7952.2",0.209879863508632," ~ Study_group + (1|maskID)",0.178165928112855,0.999937631057378,"VTI1A","143187"
"SLAF1_7953.20",0.258980489427132," ~ Study_group + (1|maskID)",-0.139397442314848,0.999937631057378,"SLAF1","6504"
"ITI.heavy.chain.H1_7955.195",0.583798864599402," ~ Study_group + (1|maskID)",0.0283049894899824,0.999937631057378,"ITI heavy chain H1","3697"
"MOS1_7956.11",0.669229592432588," ~ Study_group + (1|maskID)",0.0539136016660733,0.999937631057378,"MOS1","440574"
"SCG3_7957.2",0.273829405530414," ~ Study_group + (1|maskID)",0.121829996775721,0.999937631057378,"SCG3","29106"
"KIRR2_7958.15",0.967813970605804," ~ Study_group + (1|maskID)",0.00173999024885445,0.999937631057378,"KIRR2","84063"
"CADH7_7959.34",0.0929023381710918," ~ Study_group + (1|maskID)",0.176471902798272,0.999937631057378,"CADH7","1005"
"POTEG_7960.53",0.201894620798411," ~ Study_group + (1|maskID)",0.0886989671202501,0.999937631057378,"POTEG","404785"
"ISK8_7962.11",0.579231107133886," ~ Study_group + (1|maskID)",-0.0573826177688436,0.999937631057378,"ISK8","646424"
"HBAT_7965.25",0.222663205658951," ~ Study_group + (1|maskID)",0.181404316380358,0.999937631057378,"HBAT","3049"
"POTEM_7967.38",0.14202270055589," ~ Study_group + (1|maskID)",0.168419849347184,0.999937631057378,"POTEM","641455"
"CRTAM_7968.15",0.591812463935289," ~ Study_group + (1|maskID)",-0.0384177706209274,0.999937631057378,"CRTAM","56253"
"WFD11_7969.163",0.180547603967634," ~ Study_group + (1|maskID) + Methotrexate",-0.0826031277977358,0.999937631057378,"WFD11","259239"
"NAR3_7970.315",0.516247484486303," ~ Study_group + (1|maskID)",0.0721680971328535,0.999937631057378,"NAR3","419"
"UNC5A_7975.97",0.779431305615311," ~ Study_group + (1|maskID)",0.00974492763315453,0.999937631057378,"UNC5A","90249"
"FRS1L_7976.19",0.135894404006542," ~ Study_group + (1|maskID)",0.0600058944535482,0.999937631057378,"FRS1L","23732"
"B3GN2_7980.72",0.905819021710416," ~ Study_group + (1|maskID)",-0.00848124522970115,0.999937631057378,"B3GN2","10678"
"B3GT6_7981.230",0.400779568991422," ~ Study_group + (1|maskID) + Methotrexate",-0.12422514096874,0.999937631057378,"B3GT6","126792"
"RM32_7982.10",0.138469209753775," ~ Study_group + (1|maskID) + Age",0.0494232605829186,0.999937631057378,"RM32","64983"
"PCDGM_7983.1",0.199997961526556," ~ Study_group + (1|maskID)",0.032262336886967,0.999937631057378,"PCDGM","56097"
"NALD2_7986.98",0.125644929500992," ~ Study_group + (1|maskID) + Smoking + Methotrexate",0.131299436223516,0.999937631057378,"NALD2","10003"
"CA226_7989.5",0.564954676794411," ~ Study_group + (1|maskID) + Age",-0.0959042586519632,0.999937631057378,"CA226","400793"
"IQCF1_7991.54",0.923568118696623," ~ Study_group + (1|maskID)",-0.00872037344431357,0.999937631057378,"IQCF1","132141"
"ASTL_7993.23",0.288751721159034," ~ Study_group + (1|maskID)",0.0764595934352097,0.999937631057378,"ASTL","431705"
"ERO1B_7994.41",0.0571139520051521," ~ Study_group + (1|maskID) + Age + Smoking",-0.151735514703389,0.999937631057378,"ERO1B","56605"
"VWC2L_7995.16",0.887047265357476," ~ Study_group + (1|maskID) + Age + Methotrexate",-0.000612373214849328,0.999937631057378,"VWC2L","402117"
"DOC2B_7997.118",0.0359346398708101," ~ Study_group + (1|maskID) + Methotrexate",0.0294909544482846,0.999937631057378,"DOC2B","8447"
"CD39_7999.23",0.175022600052902," ~ Study_group + (1|maskID) + Smoking",-0.116998800699547,0.999937631057378,"CD39","953"
"KI2LA_8000.17",0.560123015414633," ~ Study_group + (1|maskID)",0.195864126256133,0.999937631057378,"KI2LA","57292"
"Spinesin_8002.27",0.353818342585659," ~ Study_group + (1|maskID)",0.182473362856064,0.999937631057378,"Spinesin","80975"
"LGI3_8003.57",0.34637210012162," ~ Study_group + (1|maskID)",-0.271725486051496,0.999937631057378,"LGI3","203190"
"G3PT_8004.15",0.600450416062163," ~ Study_group + (1|maskID)",-0.0200871958785936,0.999937631057378,"G3PT","26330"
"MXRA7_8005.1",0.320272427207796," ~ Study_group + (1|maskID)",0.329441992320122,0.999937631057378,"MXRA7","439921"
"DJB12_8006.12",0.911451016445401," ~ Study_group + (1|maskID) + Age",-0.0106452300738412,0.999937631057378,"DJB12","54788"
"Cathepsin.B_8007.19",0.134681581777149," ~ Study_group + (1|maskID) + Age",0.118255807981228,0.999937631057378,"Cathepsin B","1508"
"HRK_8008.28",0.288340365043627," ~ Study_group + (1|maskID)",0.243892305098357,0.999937631057378,"HRK","8739"
"SURF1_8009.121",0.260252996264195," ~ Study_group + (1|maskID)",0.143469934663586,0.999937631057378,"SURF1","6834"
"PAPL_8011.96",0.428691769480452," ~ Study_group + (1|maskID)",-0.878976706093496,0.999937631057378,"PAPL","390928"
