Protein,Nominal_pvalue,formula,Active_mean,Inactive_mean,fold_change,adjusted_pvalue,Target,Entrez
MXRA8.CD_7002.1,0.999345437, ~ Study_group + (1|maskID),491.7617778,491.7482407,3.97E-05,0.999937631,MXRA8:CD,54587
GLT10_7003.4,0.311819499, ~ Study_group + (1|maskID),480.8398148,459.9062963,0.064216411,0.999937631,GLT10,55568
COPA1_7006.4,0.266848699, ~ Study_group + (1|maskID),180.7237037,176.6412407,0.032963531,0.999937631,COPA1,84570
TRAPPC4_7007.24,0.137314672, ~ Study_group + (1|maskID),325.1594074,296.7735556,0.13178462,0.999937631,TRAPPC4,51399
F176C.CD_7008.13,0.357911062, ~ Study_group + (1|maskID) + Smoking,29340.14567,31196.91374,-0.088527279,0.999937631,F176C:CD,59271
CD72_7009.6,0.81338022, ~ Study_group + (1|maskID) + Age,671.0893148,664.1218148,0.015056898,0.999937631,CD72,971
CD72_7009.8,0.936954649, ~ Study_group + (1|maskID),1117.836759,1107.808315,0.013001251,0.999937631,CD72,971
KCIP4_7011.8,0.751337259, ~ Study_group + (1|maskID),298.5330185,311.3942963,-0.060852013,0.999937631,KCIP4,80333
VNN2_7012.35,0.189924962, ~ Study_group + (1|maskID),1430.045722,1300.347407,0.137164162,0.999937631,VNN2,8875
LIRB5_7015.8,0.71806158, ~ Study_group + (1|maskID) + Smoking,16562.26952,16125.45426,0.038560576,0.999937631,LIRB5,10990
GCNT1_7016.12,0.534960437, ~ Study_group + (1|maskID) + Methotrexate,742.4689815,779.050037,-0.069385238,0.999937631,GCNT1,2650
TSR3_7018.10,0.109523966, ~ Study_group + (1|maskID),575.0042963,608.8027963,-0.08240225,0.999937631,TSR3,115939
Semaphorin.7A_7019.13,0.809309221, ~ Study_group + (1|maskID),1767.37237,1740.711241,0.021929135,0.999937631,Semaphorin-7A,8482
CHST5_7020.13,0.547730398, ~ Study_group + (1|maskID),285.4825741,288.5964444,-0.01565084,0.999937631,CHST5,23563
SIA8D_7038.45,0.423249393, ~ Study_group + (1|maskID),1414.354278,1036.255463,0.448763835,0.999937631,SIA8D,7903
BNIP3_7045.4,0.366797088, ~ Study_group + (1|maskID) + Methotrexate,544.6361481,539.0346481,0.014914729,0.999937631,BNIP3,664
CT173_7046.6,0.246187241, ~ Study_group + (1|maskID),927.0909444,1005.600981,-0.117275189,0.999937631,CT173,140873
CEA19_7048.4,0.089859987, ~ Study_group + (1|maskID),528.8302778,557.5012963,-0.07617038,0.999937631,CEA19,56971
ADAM.23_7049.2,0.43142791, ~ Study_group + (1|maskID),1992.576667,1880.017796,0.083888916,0.999937631,ADAM 23,8745
NEGR1_7050.5,0.960690908, ~ Study_group + (1|maskID),511.0337037,511.5811111,-0.001544554,0.999937631,NEGR1,257194
CLC2D_7054.87,0.699922766, ~ Study_group + (1|maskID),2741.107574,2699.860667,0.021873992,0.999937631,CLC2D,29121
X4F2.ECD_7056.16,0.907755692, ~ Study_group + (1|maskID),416.2317778,418.2732407,-0.00705859,0.999937631,4F2:ECD,6520
LIRA6_7059.14,0.96800144, ~ Study_group + (1|maskID) + Age,4169.080611,4257.875611,-0.030404536,0.999937631,LIRA6,11025
ERO1A_7060.2,0.405090563, ~ Study_group + (1|maskID),3355.877333,3494.756778,-0.058502071,0.999937631,ERO1A,30001
VAMP8_7064.2,0.970046134, ~ Study_group + (1|maskID) + Age,497.7549444,498.4967778,-0.002148532,0.999937631,VAMP8,8673
G6B.ECD_7065.1,0.970622988, ~ Study_group + (1|maskID),14420.00733,14490.06028,-0.006991698,0.999937631,G6B:ECD,80739
F209B_7066.199,0.885060124, ~ Study_group + (1|maskID),254.1694815,250.5293333,0.020811282,0.999937631,F209B,388799
TSNA1_7069.9,0.513639096, ~ Study_group + (1|maskID),502.7407037,514.4005741,-0.033077753,0.999937631,TSNA1,203062
KELL_7070.25,0.090466105, ~ Study_group + (1|maskID),380.3514259,354.2240926,0.102670673,0.999937631,KELL,3792
MA1B1_7071.23,0.386044956, ~ Study_group + (1|maskID),2807.522259,2951.064481,-0.071937983,0.999937631,MA1B1,11253
CV015_7073.69,0.902525376, ~ Study_group + (1|maskID),210.8845926,212.5500926,-0.011349193,0.999937631,CV015,150248
ECEL1_7076.17,0.51601056, ~ Study_group + (1|maskID),522.4150926,505.8696296,0.046430949,0.999937631,ECEL1,9427
BT3A1_7081.2,0.686300684, ~ Study_group + (1|maskID),515.4162593,529.1038333,-0.037812821,0.999937631,BT3A1,11119
B3GN6_7082.2,0.930515695, ~ Study_group + (1|maskID) + Age,1012.278815,1012.073444,0.000292723,0.999937631,B3GN6,192134
MATN4_7083.74,0.509912941, ~ Study_group + (1|maskID),905.3779259,773.4539815,0.227204675,0.999937631,MATN4,8785
DRAXI_7084.1,0.28918571, ~ Study_group + (1|maskID),389.5857407,341.5806481,0.189714631,0.999937631,DRAXI,374946
CDSN_7085.81,0.955727998, ~ Study_group + (1|maskID),2342.779611,2330.528056,0.007564363,0.999937631,CDSN,1041
SYT11_7089.42,0.704743206, ~ Study_group + (1|maskID),371.5014074,366.7837778,0.018437844,0.999937631,SYT11,23208
GALT1_7090.17,0.123877512, ~ Study_group + (1|maskID),1051.007167,1147.8525,-0.12716476,0.999937631,GALT1,2589
PDILT_7092.7,0.902805241, ~ Study_group + (1|maskID) + Age + Methotrexate,856.4318519,887.1471852,-0.050835027,0.999937631,PDILT,204474
RMD1_7096.30,0.472505623, ~ Study_group + (1|maskID),5974.806519,5564.745259,0.102576349,0.999937631,RMD1,51115
CDY1_7097.8,0.432779247, ~ Study_group + (1|maskID),411.6249074,392.0101481,0.07043928,0.999937631,CDY1,253175
FSTL5_7099.33,0.975609525, ~ Study_group + (1|maskID),470.5975926,471.2223333,-0.001913976,0.999937631,FSTL5,56884
CD2_7100.31,0.249744036, ~ Study_group + (1|maskID),3493.493833,2578.575815,0.43809613,0.999937631,CD2,914
CABP7_7104.71,0.970907539, ~ Study_group + (1|maskID),1622.482815,1615.94237,0.005827449,0.999937631,CABP7,164633
CABL2_7105.7,0.412248016, ~ Study_group + (1|maskID) + Methotrexate,458.4429074,501.0397593,-0.128183013,0.999937631,CABL2,81928
PLACL_7106.37,0.426803085, ~ Study_group + (1|maskID),554.1152963,561.846537,-0.019989933,0.999937631,PLACL,219990
CS077_7108.7,0.476331191, ~ Study_group + (1|maskID) + Age,263.6881481,252.0469815,0.065140052,0.999937631,CS077,284422
DJB11_7110.2,0.878966151, ~ Study_group + (1|maskID),16173.76493,16270.00422,-0.008559077,0.999937631,DJB11,51726
GRPE1_7113.1,0.830300422, ~ Study_group + (1|maskID),1990.729815,2049.41487,-0.041914634,0.999937631,GRPE1,80273
Semenogelin_7115.5,0.496535392, ~ Study_group + (1|maskID),3866.077074,3744.688759,0.046024586,0.999937631,Semenogelin,6406
OSCAR_7116.31,0.315603883, ~ Study_group + (1|maskID),388.5046852,302.8759259,0.359205087,0.999937631,OSCAR,126014
SPI2_7117.21,0.500119379, ~ Study_group + (1|maskID),523.8258704,509.0994444,0.041139821,0.999937631,SPI2,5276
IGDC3.ECD_7118.24,0.6179473, ~ Study_group + (1|maskID) + Age,710.7731852,727.5251667,-0.0336079,0.999937631,IGDC3:ECD,9543
SYT7_7121.2,0.667581045, ~ Study_group + (1|maskID),356.8109815,337.4339074,0.080555066,0.999937631,SYT7,9066
LGR5_7122.31,0.277010056, ~ Study_group + (1|maskID),396.0321481,383.6752407,0.045731878,0.999937631,LGR5,8549
RM52_7123.25,0.130020342, ~ Study_group + (1|maskID),1670.759167,1608.550481,0.054742576,0.999937631,RM52,122704
IL.21_7124.18,0.984849533, ~ Study_group + (1|maskID),1467.428593,1470.890537,-0.003399585,0.999937631,IL-21,59067
Apo.A.II_7127.3,0.346657019, ~ Study_group + (1|maskID),3460.32337,3669.003815,-0.084481539,0.999937631,Apo A-II,336
VWA2_7128.9,0.369751102, ~ Study_group + (1|maskID),258.8081296,271.8473333,-0.070913741,0.999937631,VWA2,340706
LAIR2_7130.4,0.020272641, ~ Study_group + (1|maskID) + Methotrexate,253.1187778,231.8679074,0.126511387,0.999937631,LAIR2,3904
Tenascin_7131.207,0.019276952, ~ Study_group + (1|maskID) + Age,1559.439815,1740.557537,-0.158521631,0.999937631,Tenascin,3371
CETP_7131.8,0.915245847, ~ Study_group + (1|maskID),856.8084259,851.6247593,0.008754774,0.999937631,CETP,1071
C1QL4_7132.55,0.254850109, ~ Study_group + (1|maskID),447.7782222,436.1578148,0.037934125,0.999937631,C1QL4,338761
Apoptosis.regulator.Bcl.W_7134.14,0.403952493, ~ Study_group + (1|maskID),735.2437037,718.1197037,0.033998177,0.999937631,Apoptosis regulator Bcl-W,599
Hemoglobin.epsilon.chain_7136.107,0.3905317, ~ Study_group + (1|maskID),1359.16013,1202.469611,0.176715003,0.999937631,Hemoglobin epsilon chain,3046
MSRA_7137.8,0.918102568, ~ Study_group + (1|maskID),432.2779074,434.6745741,-0.007976603,0.999937631,MSRA,4482
SLIK4_7139.14,0.410825134, ~ Study_group + (1|maskID) + Smoking,3472.003722,3276.985296,0.083399295,0.999937631,SLIK4,139065
ELA2A_7140.1,0.883404892, ~ Study_group + (1|maskID),2208.988981,2180.78637,0.018537772,0.999937631,ELA2A,63036
MGT4B_7141.21,0.59816197, ~ Study_group + (1|maskID),3844.416778,3968.932204,-0.04598617,0.999937631,MGT4B,11282
CBPN_7142.5,0.968154628, ~ Study_group + (1|maskID),2329.22137,2326.095963,0.001937144,0.999937631,CBPN,1369
GNT2C_7143.9,0.265474749, ~ Study_group + (1|maskID) + Age,669.8148704,643.3956111,0.058056311,0.999937631,GNT2C,2651
KAZD1_7144.234,0.450488342, ~ Study_group + (1|maskID),925.8448704,966.8325926,-0.062495625,0.999937631,KAZD1,81621
ITIH3_7145.1,0.063339638, ~ Study_group + (1|maskID) + Age,2731.984574,3201.854796,-0.228958546,0.999937631,ITIH3,3699
PDIA4_7146.16,0.28195655, ~ Study_group + (1|maskID),834.0107037,812.9981296,0.036813866,0.999937631,PDIA4,9601
PDIA4_7146.5,0.344859592, ~ Study_group + (1|maskID),498.8596296,382.8796111,0.381743087,0.999937631,PDIA4,9601
WFDC8_7147.35,0.893086476, ~ Study_group + (1|maskID),1743.241907,1697.042333,0.03875023,0.999937631,WFDC8,90199
F173A_7148.42,0.590490793, ~ Study_group + (1|maskID) + Age,3166.289056,2752.2755,0.202168078,0.999937631,F173A,65990
TIMD3_7152.5,0.451038988, ~ Study_group + (1|maskID),3324.366222,3190.313778,0.059380998,0.999937631,TIMD3,84868
NGRN_7153.66,0.314457787, ~ Study_group + (1|maskID),335.1388519,277.833037,0.270540785,0.999937631,NGRN,51335
CF058_7154.92,0.550817692, ~ Study_group + (1|maskID),9684.731278,10415.91946,-0.105006275,0.999937631,CF058,352999
C4b.binding.protein.beta.chain_7155.46,0.309370605, ~ Study_group + (1|maskID) + Age,807.7713333,878.7610926,-0.121524048,0.999937631,C4b-binding protein beta chain,725
FUT10_7156.2,0.253658424, ~ Study_group + (1|maskID),5916.842704,5503.617778,0.104447263,0.999937631,FUT10,84750
PCDA4_7157.22,0.586030504, ~ Study_group + (1|maskID),2420.254759,2526.888352,-0.062203006,0.999937631,PCDA4,56144
G6PE_7161.25,0.375155344, ~ Study_group + (1|maskID),4447.898,4737.086926,-0.090876441,0.999937631,G6PE,9563
lacritin_7163.26,0.538611198, ~ Study_group + (1|maskID) + Age,2808.378167,3064.200185,-0.125773335,0.999937631,lacritin,90070
VAPA_7167.102,0.427966977, ~ Study_group + (1|maskID),30804.32048,28265.99178,0.124065393,0.999937631,VAPA,9218
T132C.ECD_7173.141,0.252118652, ~ Study_group + (1|maskID),6919.395037,6415.956519,0.108981544,0.999937631,T132C:ECD,92293
CD38_7174.15,0.091262246, ~ Study_group + (1|maskID),492.3839074,477.6255926,0.043903468,0.999937631,CD38,952
PCDG2_7175.4,0.478929624, ~ Study_group + (1|maskID),328.5917407,318.4558148,0.045203003,0.999937631,PCDG2,56113
DEPP_7178.59,0.387696086, ~ Study_group + (1|maskID),4467.823259,4085.399333,0.129095012,0.999937631,DEPP,11067
NFASC_7179.69,0.697312324, ~ Study_group + (1|maskID),878.638463,892.2700556,-0.022210768,0.999937631,NFASC,23114
IFN14_7180.114,0.306907586, ~ Study_group + (1|maskID),423.9831852,436.1022037,-0.040659231,0.999937631,IFN14,3448
VAPB_7181.17,0.649076148, ~ Study_group + (1|maskID),291.7093148,294.5059259,-0.013765209,0.999937631,VAPB,9217
carboxylesterase..liver_7182.1,0.542507008, ~ Study_group + (1|maskID),1537.377556,1646.765315,-0.099163456,0.999937631,"carboxylesterase, liver",1066
TD26_7183.102,0.439340473, ~ Study_group + (1|maskID),584.6020185,547.0156667,0.095872658,0.999937631,TD26,55908
CEAM7_7184.13,0.256294567, ~ Study_group + (1|maskID),742.6535185,701.1117778,0.083044815,0.999937631,CEAM7,1087
GPV_7185.29,0.735244564, ~ Study_group + (1|maskID) + Age + Smoking,29905.33615,29303.5817,0.029325922,0.999937631,GPV,2814
STX3_7186.111,0.900350281, ~ Study_group + (1|maskID),630.2709815,617.582463,0.029340455,0.999937631,STX3,6809
PPM1L_7187.3,0.505295013, ~ Study_group + (1|maskID),470.2025,455.5701296,0.045609053,0.999937631,PPM1L,151742
CHST3_7189.55,0.624492059, ~ Study_group + (1|maskID) + Age,488.9027778,483.4072037,0.01630863,0.999937631,CHST3,9469
EPHA4_7190.50,0.376244909, ~ Study_group + (1|maskID),20851.6083,19537.85604,0.0938865,0.999937631,EPHA4,2043
SLMAP_7191.32,0.237664609, ~ Study_group + (1|maskID),1219.322259,1544.181519,-0.34076288,0.999937631,SLMAP,7871
CRF2.12_7192.37,0.995209993, ~ Study_group + (1|maskID) + Age,611.2036296,612.9782407,-0.004182752,0.999937631,CRF2-12,163702
PCDC1_7193.98,0.427849205, ~ Study_group + (1|maskID),607.6075556,578.1358333,0.071731315,0.999937631,PCDC1,56135
NPTN_7194.36,0.720968161, ~ Study_group + (1|maskID),4416.067481,4309.155074,0.0353572,0.999937631,NPTN,27020
EPHA7_7195.119,0.557484718, ~ Study_group + (1|maskID) + Age,752.9232407,767.7844815,-0.028198609,0.999937631,EPHA7,2045
IFN.w_7196.21,0.470942559, ~ Study_group + (1|maskID),550.2327778,534.4594259,0.041961656,0.999937631,IFN-w,3467
DJC15_7197.2,0.329817694, ~ Study_group + (1|maskID),576.5447037,389.4799815,0.565883296,0.999937631,DJC15,29103
FA20B_7198.197,0.664431955, ~ Study_group + (1|maskID),826.2174074,839.2595741,-0.022595634,0.999937631,FA20B,9917
SYN3_7199.3,0.960935157, ~ Study_group + (1|maskID),143.3891852,143.5537407,-0.001654709,0.999937631,SYN3,8224
LRFN2_7200.4,0.508334636, ~ Study_group + (1|maskID),362.4907778,372.9269074,-0.040948603,0.999937631,LRFN2,57497
ISCU_7201.5,0.198225108, ~ Study_group + (1|maskID) + Prednisone,589.7747222,499.9457037,0.238392569,0.999937631,ISCU,23479
SEMA6C_7202.107,0.050656414, ~ Study_group + (1|maskID),585.9273333,517.8830926,0.178095293,0.999937631,SEMA6C,10500
RFNG_7203.125,0.69273573, ~ Study_group + (1|maskID),1718.6265,1757.559111,-0.032317166,0.999937631,RFNG,5986
CEA21_7204.1,0.331336521, ~ Study_group + (1|maskID),799.6423704,740.9398704,0.10999845,0.999937631,CEA21,90273
F16P1_7206.20,0.698426504, ~ Study_group + (1|maskID),5737.287704,5533.119556,0.052275769,0.999937631,F16P1,2203
RED_7207.4,0.549900973, ~ Study_group + (1|maskID) + Age,623.5029444,633.6699444,-0.023335216,0.999937631,RED,3550
MGT4C_7208.60,0.248108597, ~ Study_group + (1|maskID),340.8679259,353.0840556,-0.050798819,0.999937631,MGT4C,25834
Amyloid.like.protein.1_7210.25,0.325695755, ~ Study_group + (1|maskID),1720.614204,1486.956685,0.21056103,0.999937631,Amyloid-like protein 1,333
RNase.1_7211.2,0.762799476, ~ Study_group + (1|maskID) + Age,1830.643574,1912.50537,-0.063112873,0.999937631,RNase 1,6035
NADH.cytochrome.b5.reductase_7215.18,0.400428604, ~ Study_group + (1|maskID) + Prednisone,4800.68663,3761.926352,0.35176916,0.999937631,NADH-cytochrome b5 reductase,1727
AT1B2_7218.87,0.592820411, ~ Study_group + (1|maskID),4608.486926,4416.997315,0.061227203,0.999937631,AT1B2,482
HSP.70_7219.152,0.442379587, ~ Study_group + (1|maskID),589.4376111,558.8723148,0.07682041,0.999937631,HSP 70,3303
CKAP4_7221.56,0.610673599, ~ Study_group + (1|maskID),447.9053148,440.6823519,0.023454664,0.999937631,CKAP4,10970
S100A13_7223.60,0.782629229, ~ Study_group + (1|maskID),4895.930852,5016.964778,-0.035231627,0.999937631,S100A13,6284
TRAT1_7224.11,0.572766434, ~ Study_group + (1|maskID),391.1066111,385.5099259,0.020793917,0.999937631,TRAT1,50852
MMGT1_7225.51,0.349292809, ~ Study_group + (1|maskID),349.0664444,371.948,-0.091599262,0.999937631,MMGT1,93380
COCH_7227.75,0.718372625, ~ Study_group + (1|maskID),15462.70915,14969.79219,0.046738916,0.999937631,COCH,1690
SIA7F_7228.2,0.691140719, ~ Study_group + (1|maskID),2461.338389,2505.341167,-0.025564061,0.999937631,SIA7F,30815
TM11A_7231.37,0.120254432, ~ Study_group + (1|maskID),571.6288333,546.5346296,0.064765778,0.999937631,TM11A,339967
P2RX6_7233.73,0.266982411, ~ Study_group + (1|maskID),785.8473889,705.1526296,0.156313608,0.999937631,P2RX6,9127
GT252_7234.12,0.279072205, ~ Study_group + (1|maskID),876.919,745.9162222,0.233429986,0.999937631,GT252,23127
GST.M1.1_7239.9,0.087908224, ~ Study_group + (1|maskID),282.1612037,315.7347222,-0.162193291,0.999937631,GST M1-1,2944
MBTP1_7240.2,0.438012016, ~ Study_group + (1|maskID),426.7239259,406.772037,0.069082496,0.999937631,MBTP1,8720
CD3.zeta_7241.12,0.601888651, ~ Study_group + (1|maskID),1135.919593,1099.976111,0.046388523,0.999937631,CD3-zeta,919
CJ072_7242.14,0.870371834, ~ Study_group + (1|maskID),1452.566222,1461.393685,-0.008740941,0.999937631,CJ072,196740
IFN.b_7243.8,0.714612653, ~ Study_group + (1|maskID) + Age,971.8426852,994.2867407,-0.032939169,0.999937631,IFN-b,3456
TM149_7244.16,0.342028869, ~ Study_group + (1|maskID) + Age,1709.011907,1887.912222,-0.14362924,0.999937631,TM149,79713
CELF2_7245.2,0.186044522, ~ Study_group + (1|maskID),2691.306741,1868.953556,0.526076113,0.999937631,CELF2,10659
FREM2_7246.4,0.731856257, ~ Study_group + (1|maskID),416.5038333,413.8625,0.009178241,0.999937631,FREM2,341640
GORAB_7247.1,0.446192467, ~ Study_group + (1|maskID),468.5610926,409.0297963,0.196031222,0.999937631,GORAB,92344
B2L10_7249.307,0.51192556, ~ Study_group + (1|maskID),1159.269407,1131.196593,0.0353662,0.999937631,B2L10,10017
B2L10_7249.37,0.187707488, ~ Study_group + (1|maskID),1519.272241,1653.516907,-0.122157386,0.999937631,B2L10,10017
C1QT3_7251.64,0.971941575, ~ Study_group + (1|maskID),1546.347981,1543.216148,0.002924867,0.999937631,C1QT3,114899
QKI_7253.6,0.206336743, ~ Study_group + (1|maskID),168.6270185,141.023,0.257905236,0.999937631,QKI,9444
TIP39_7257.18,0.850414098, ~ Study_group + (1|maskID),553.2930926,535.0450926,0.048383429,0.999937631,TIP39,113091
EMBP_7258.5,0.170480069, ~ Study_group + (1|maskID) + Sex,223.3745,234.3191111,-0.069010126,0.999937631,EMBP,5553
CHSTE_7262.191,0.196443988, ~ Study_group + (1|maskID),534.1951852,468.3053519,0.189917447,0.999937631,CHSTE,113189
OSTN_7265.32,0.638698926, ~ Study_group + (1|maskID),229.0256111,227.0897963,0.012246055,0.999937631,OSTN,344901
SPA9_7266.4,0.789839311, ~ Study_group + (1|maskID),2269.092167,2202.025463,0.043284059,0.999937631,SPA9,327657
LCB2_7267.2,0.293685229, ~ Study_group + (1|maskID),1065.633759,915.9472222,0.218375316,0.999937631,LCB2,9517
IFNA4_7268.12,0.948727752, ~ Study_group + (1|maskID),848.3642407,846.8961481,0.002498743,0.999937631,IFNA4,3441
LRC32_7551.33,0.114307278, ~ Study_group + (1|maskID) + Smoking,3143.648519,2831.168093,0.151042516,0.999937631,LRC32,2615
ANK2_7624.19,0.897820175, ~ Study_group + (1|maskID),567.396463,569.2766667,-0.004772811,0.999937631,ANK2,287
X14.3.3.protein.theta_7625.27,0.479841465, ~ Study_group + (1|maskID),1243.998963,1380.654796,-0.150367366,0.999937631,14-3-3 protein theta,10971
CREL1_7628.40,0.906501859, ~ Study_group + (1|maskID),2778.843296,2797.35587,-0.00957932,0.999937631,CREL1,78987
Lectin..mannose.binding.2_7638.30,0.304200354, ~ Study_group + (1|maskID),10409.22026,11492.6247,-0.142846318,0.999937631,"Lectin, mannose-binding 2",10960
MYPC1_7648.9,0.166646801, ~ Study_group + (1|maskID),1953.91763,1602.20537,0.286310566,0.999937631,MYPC1,4604
N.terminal.pro.BNP_7655.11,0.770652171, ~ Study_group + (1|maskID) + Age,5027.59737,4933.601167,0.027228025,0.999937631,N-terminal pro-BNP,4879
Tropomyosin.4_7660.21,0.78982912, ~ Study_group + (1|maskID),32558.30193,31391.10969,0.052669428,0.999937631,Tropomyosin 4,7171
TRAIL.R2_7693.13,0.168426074, ~ Study_group + (1|maskID),1521.947648,1671.462333,-0.13519211,0.999937631,TRAIL R2,8795
SQSTM_7695.106,0.332762111, ~ Study_group + (1|maskID) + Age,3687.873481,3540.728722,0.058742849,0.999937631,SQSTM,8878
NBR1_7696.3,0.452777858, ~ Study_group + (1|maskID),1239.868315,1323.776648,-0.094472825,0.999937631,NBR1,4077
FMR1_7713.102,0.739404338, ~ Study_group + (1|maskID),1474.135815,1497.78287,-0.022959047,0.999937631,FMR1,2332
FMR1_7713.50,0.835804366, ~ Study_group + (1|maskID),410.6247963,407.2475741,0.011914645,0.999937631,FMR1,2332
CFTR_7717.95,0.054407386, ~ Study_group + (1|maskID),1322.824667,1703.347963,-0.364751329,0.999937631,CFTR,1080
FMR1_7721.81,0.488531602, ~ Study_group + (1|maskID),4350.747889,4559.758796,-0.06769409,0.999937631,FMR1,2332
VAMP4_7732.45,0.209720714, ~ Study_group + (1|maskID) + Prednisone,347.9307778,360.3402222,-0.050559394,0.999937631,VAMP4,8674
PEDF_7735.17,0.906403024, ~ Study_group + (1|maskID),3936.01463,3953.046185,-0.006229228,0.999937631,PEDF,5176
OPALI_7736.28,0.150726582, ~ Study_group + (1|maskID),915.9243704,838.768037,0.126956591,0.999937631,OPALI,93377
ITB6_7737.76,0.250639625, ~ Study_group + (1|maskID),515.1998148,528.7625741,-0.037487991,0.999937631,ITB6,3694
STX2_7738.299,0.253670091, ~ Study_group + (1|maskID),940.3141296,1155.095444,-0.296797363,0.999937631,STX2,2054
FATE1_7740.33,0.148527712, ~ Study_group + (1|maskID),885.3081667,827.177537,0.097982722,0.999937631,FATE1,89885
RTF1_7741.111,0.215387387, ~ Study_group + (1|maskID),611.2023148,595.953,0.036451451,0.999937631,RTF1,23168
RN148.region.1_7742.11,0.167669925, ~ Study_group + (1|maskID),413.7591481,394.652,0.06821015,0.999937631,RN148:region 1,378925
TIM50_7743.5,0.793823056, ~ Study_group + (1|maskID) + Age,390.8807593,380.1729074,0.040072847,0.999937631,TIM50,92609
LRP12_7744.10,0.471120679, ~ Study_group + (1|maskID) + Age,1351.188444,1102.624648,0.293287138,0.999937631,LRP12,29967
ZCD1_7745.3,0.878804777, ~ Study_group + (1|maskID),514.4017778,509.6363889,0.013427337,0.999937631,ZCD1,55847
NDUBB_7747.47,0.816758937, ~ Study_group + (1|maskID),2096.648741,2153.617111,-0.038676596,0.999937631,NDUBB,54539
NDUV2_7748.11,0.431230633, ~ Study_group + (1|maskID),2178.577407,2248.961019,-0.04587228,0.999937631,NDUV2,4729
SARP.1_7751.121,0.669701339, ~ Study_group + (1|maskID),2216.099519,2268.546037,-0.033745267,0.999937631,SARP-1,6423
CLC4D_7752.31,0.897205188, ~ Study_group + (1|maskID),1919.016963,1928.299944,-0.006962014,0.999937631,CLC4D,338339
HTAI2_7753.21,0.284449675, ~ Study_group + (1|maskID),3204.63663,3107.40937,0.044448466,0.999937631,HTAI2,10553
JAG1.CD_7754.11,0.939133775, ~ Study_group + (1|maskID) + Age,430.2706852,430.8503704,-0.001942373,0.999937631,JAG1:CD,182
ITB5_7755.37,0.93794236, ~ Study_group + (1|maskID),784.1424259,782.8316481,0.002413637,0.999937631,ITB5,3693
KLRF1_7756.37,0.16780374, ~ Study_group + (1|maskID),590.2230741,541.8462407,0.123376805,0.999937631,KLRF1,51348
DQA2_7757.5,0.80896211, ~ Study_group + (1|maskID),1198.491185,1184.328722,0.017149727,0.999937631,DQA2,3118
RN215.ECD_7758.217,0.37857498, ~ Study_group + (1|maskID),1147.480833,1229.662333,-0.099792148,0.999937631,RN215:ECD,200312
CHKB_7761.125,0.304246649, ~ Study_group + (1|maskID) + Prednisone,3335.278259,2845.725037,0.229010858,0.999937631,CHKB,1120
SNN_7762.30,0.70125953, ~ Study_group + (1|maskID),308.8256852,327.3098519,-0.08386428,0.999937631,SNN,8303
Cadherin.11.CD_7763.25,0.883980325, ~ Study_group + (1|maskID),594.3233148,598.2846296,-0.009584022,0.999937631,Cadherin-11:CD,1009
ITM2A_7765.15,0.625312168, ~ Study_group + (1|maskID),2137.346574,2091.139074,0.031531849,0.999937631,ITM2A,9452
ZP4_7766.25,0.304402388, ~ Study_group + (1|maskID),1275.793352,1451.293444,-0.185944589,0.999937631,ZP4,57829
CF126_7767.1,0.346063603, ~ Study_group + (1|maskID),1360.044296,1263.634037,0.106074938,0.999937631,CF126,389383
CBPM_7768.10,0.857925444, ~ Study_group + (1|maskID),1076.271741,1065.915889,0.01394878,0.999937631,CBPM,1368
X3BP2_7769.29,0.572628487, ~ Study_group + (1|maskID),453.0469074,433.5019444,0.063621967,0.999937631,3BP2,6452
NFU1_7770.25,0.470017018, ~ Study_group + (1|maskID),837.2616667,775.9904444,0.109639687,0.999937631,NFU1,27247
KI2L2_7773.20,0.915601754, ~ Study_group + (1|maskID),2046.117685,2057.327889,-0.007882617,0.999937631,KI2L2,3803
Kallikrein.11_7775.15,0.481979129, ~ Study_group + (1|maskID),763.2598704,749.1259074,0.026966125,0.999937631,Kallikrein 11,11012
UNC5B_7776.20,0.966591767, ~ Study_group + (1|maskID) + Age,15041.33696,15186.67856,-0.013873568,0.999937631,UNC5B,219699
BINCA_7778.104,0.758182562, ~ Study_group + (1|maskID) + Age,651.2134815,646.2057778,0.011136917,0.999937631,BINCA,84270
CHSTB_7779.86,0.699567316, ~ Study_group + (1|maskID),5398.393963,5501.437944,-0.027278489,0.999937631,CHSTB,50515
PACAP_7780.34,0.608575017, ~ Study_group + (1|maskID),995.2564259,932.1291481,0.094538424,0.999937631,PACAP,51237
EP3B_7782.34,0.111939464, ~ Study_group + (1|maskID),462.7804815,444.8535556,0.056997534,0.999937631,EP3B,64184
Kininogen..HMW_7784.1,0.906636715, ~ Study_group + (1|maskID),5434.94513,5478.144889,-0.011421954,0.999937631,"Kininogen, HMW",3827
Ephrin.B3.CD_7785.1,0.316496964, ~ Study_group + (1|maskID),5504.808407,3842.812944,0.5185296,0.999937631,Ephrin-B3:CD,1949
CLC2B_7786.83,0.212998791, ~ Study_group + (1|maskID),740.5220556,862.237037,-0.219541829,0.999937631,CLC2B,9976
LIRA5_7787.25,0.866124275, ~ Study_group + (1|maskID),2337.002907,2360.220426,-0.014262073,0.999937631,LIRA5,353514
CF6_7788.1,0.931671106, ~ Study_group + (1|maskID),4986.190222,5048.829667,-0.018011083,0.999937631,CF6,522
